	TLSW	TMSW	Event Info	FSC 488/10-H	FSC 488/10-A	FSC 488/10-W	FSC 405/10 (spd)-H	FSC 405/10 (spd)-A	FSC 405/10 (spd)-W	SSC 488/10-H	SSC 488/10-A	SSC 488/10-W	IFNL1-H	IFNL1-A	IFNL1-W	IFNB1-H	IFNB1-A	IFNB1-W	M2-H	M2-A	M2-W	TIME
6509	581785100.0	0.0	4294901800.0	77969.0	137241.0	133672.0	262122.0	262143.0	130532.0	37798.0	52515.0	106828.0	58.0	58.0	61612.0	35.0	48.0	75596.0	19.0	11.0	37048.0	1163570.0
6510	581811260.0	0.0	4294901800.0	77775.0	141713.0	141736.0	262122.0	262143.0	156020.0	54257.0	77842.0	109644.0	67.0	78.0	76576.0	36.0	44.0	67248.0	91.0	133.0	125624.0	1163623.0
6512	581866430.0	0.0	4294901800.0	94504.0	169016.0	133628.0	262122.0	262143.0	176676.0	56592.0	90090.0	124288.0	44.0	60.0	89932.0	27.0	27.0	20576.0	12.0	21.0	53672.0	1163733.0
6513	582535000.0	0.0	4294901800.0	60092.0	109079.0	149028.0	252654.0	262143.0	141740.0	33861.0	45349.0	101988.0	71.0	74.0	63744.0	26.0	22.0	22780.0	32.0	41.0	53148.0	1165070.0
6515	582865600.0	0.0	4294901800.0	76501.0	126247.0	127756.0	262122.0	262143.0	116008.0	43124.0	55175.0	96904.0	74.0	84.0	75372.0	23.0	31.0	44060.0	30.0	26.0	29628.0	1165731.0
6516	583056960.0	0.0	4294901800.0	78572.0	129345.0	124648.0	262122.0	262143.0	151384.0	43807.0	64661.0	113408.0	59.0	72.0	61224.0	29.0	28.0	46292.0	24.0	37.0	83600.0	1166114.0
6517	583728400.0	0.0	4294901800.0	78004.0	116923.0	116348.0	262122.0	262143.0	119128.0	35309.0	46100.0	98632.0	35.0	43.0	83164.0	11.0	8.0	10308.0	20.0	13.0	29192.0	1167457.0
6518	583939840.0	0.0	4294901800.0	80123.0	128361.0	122108.0	261458.0	262143.0	128856.0	36352.0	45642.0	95796.0	53.0	67.0	84284.0	7.0	2.0	12896.0	26.0	10.0	20536.0	1167880.0
6519	583988160.0	0.0	4294901800.0	77961.0	122369.0	122812.0	253340.0	262143.0	125588.0	33522.0	42521.0	96400.0	68.0	68.0	68064.0	29.0	31.0	64784.0	3.0	2.0	5832.0	1167976.0
6520	584009340.0	0.0	4294901800.0	62954.0	112951.0	143636.0	258581.0	262143.0	132440.0	37578.0	53097.0	107868.0	35.0	42.0	68696.0	31.0	31.0	39240.0	28.0	29.0	39936.0	1168019.0
6521	584032900.0	0.0	4294901800.0	85219.0	145452.0	135708.0	262122.0	262143.0	150596.0	47035.0	61794.0	100456.0	76.0	77.0	80844.0	23.0	15.0	21768.0	23.0	13.0	30360.0	1168066.0
6522	584049200.0	0.0	4294901800.0	97650.0	158135.0	120512.0	262122.0	262143.0	145156.0	50905.0	67980.0	102288.0	63.0	65.0	62800.0	32.0	23.0	21896.0	61.0	67.0	64884.0	1168098.0
6523	584062460.0	0.0	4294901800.0	89703.0	159171.0	143552.0	262122.0	262143.0	145024.0	45306.0	57256.0	96600.0	68.0	69.0	62808.0	26.0	23.0	29592.0	45.0	50.0	27004.0	1168125.0
6524	584073200.0	0.0	4294901800.0	76145.0	154371.0	161864.0	262122.0	262143.0	185364.0	60320.0	96771.0	125024.0	56.0	74.0	75624.0	27.0	28.0	25396.0	49.0	37.0	45288.0	1168146.0
6525	584093200.0	0.0	4294901800.0	89307.0	144246.0	120560.0	262122.0	262143.0	127412.0	43860.0	57075.0	99072.0	53.0	63.0	84920.0	34.0	26.0	26912.0	8.0	4.0	21380.0	1168186.0
6526	584093760.0	0.0	4294901800.0	50123.0	91018.0	147120.0	222517.0	262143.0	122656.0	33099.0	44425.0	102344.0	51.0	49.0	60256.0	34.0	33.0	38116.0	8.0	4.0	9664.0	1168188.0
6529	585051460.0	0.0	4294901800.0	68794.0	105135.0	119340.0	262122.0	262143.0	121956.0	27913.0	35427.0	95672.0	37.0	31.0	53084.0	26.0	13.0	25000.0	15.0	18.0	32596.0	1170103.0
6530	585070660.0	0.0	4294901800.0	57983.0	117636.0	162604.0	243763.0	262143.0	151184.0	31034.0	42743.0	104272.0	48.0	55.0	69136.0	13.0	9.0	21836.0	30.0	28.0	43496.0	1170141.0
6531	585312900.0	0.0	4294901800.0	73872.0	114413.0	120216.0	262122.0	262143.0	137180.0	30895.0	39735.0	97476.0	31.0	29.0	50596.0	23.0	22.0	26348.0	6.0	3.0	9332.0	1170626.0
6532	585458600.0	0.0	4294901800.0	71040.0	141243.0	159356.0	262122.0	262143.0	161872.0	53353.0	72950.0	102748.0	52.0	63.0	76464.0	19.0	16.0	51352.0	17.0	7.0	24220.0	1170917.0
6533	585689400.0	0.0	4294901800.0	74985.0	129746.0	129680.0	262122.0	262143.0	140312.0	34312.0	46746.0	103544.0	31.0	25.0	35432.0	20.0	20.0	45876.0	15.0	11.0	14396.0	1171379.0
6534	585711550.0	0.0	4294901800.0	79186.0	169591.0	172996.0	262122.0	262143.0	184616.0	64434.0	92628.0	109020.0	50.0	53.0	59664.0	34.0	26.0	43984.0	13.0	7.0	39888.0	1171423.0
6535	585732700.0	0.0	4294901800.0	81716.0	131717.0	116216.0	262122.0	262143.0	136696.0	37307.0	51451.0	104632.0	28.0	22.0	36952.0	8.0	5.0	15688.0	22.0	12.0	24184.0	1171465.0
6538	586704200.0	0.0	4294901800.0	93058.0	136109.0	107588.0	262122.0	262143.0	129032.0	54271.0	68838.0	95776.0	48.0	34.0	26676.0	33.0	31.0	45796.0	9.0	4.0	27452.0	1173408.0
6539	586935400.0	0.0	4294901800.0	79276.0	129549.0	124976.0	262122.0	262143.0	118316.0	40411.0	48677.0	91412.0	49.0	43.0	58040.0	11.0	7.0	32396.0	9.0	4.0	26316.0	1173871.0
6540	586949000.0	0.0	4294901800.0	69021.0	127335.0	147512.0	262122.0	262143.0	135228.0	62997.0	89436.0	108684.0	52.0	55.0	58820.0	35.0	41.0	43972.0	22.0	38.0	51216.0	1173898.0
6541	586970500.0	0.0	4294901800.0	70549.0	126668.0	142368.0	262122.0	262143.0	131716.0	49286.0	70652.0	109320.0	88.0	112.0	85384.0	36.0	46.0	77480.0	32.0	34.0	66760.0	1173941.0
6542	587272000.0	0.0	4294901800.0	76229.0	120422.0	120812.0	262122.0	262143.0	113892.0	39661.0	48840.0	93432.0	55.0	50.0	50376.0	14.0	15.0	32552.0	11.0	7.0	25244.0	1174544.0
6543	587283650.0	0.0	4294901800.0	69432.0	116589.0	135104.0	262122.0	262143.0	127620.0	38094.0	50834.0	102036.0	59.0	78.0	87132.0	28.0	26.0	35088.0	18.0	15.0	30108.0	1174567.0
6546	588073600.0	0.0	4294901800.0	64356.0	120182.0	150700.0	252428.0	262143.0	144248.0	24745.0	30313.0	92864.0	34.0	30.0	56916.0	21.0	7.0	15196.0	8.0	5.0	21320.0	1176147.0
6548	590128200.0	0.0	4294901800.0	92857.0	132987.0	108844.0	262122.0	262143.0	132100.0	38067.0	48815.0	97600.0	36.0	46.0	79888.0	16.0	7.0	13448.0	14.0	15.0	57836.0	1180256.0
6549	590146100.0	0.0	4294901800.0	67773.0	104089.0	124168.0	248939.0	262143.0	118024.0	24352.0	30571.0	95276.0	48.0	47.0	60112.0	22.0	24.0	70512.0	13.0	7.0	24772.0	1180292.0
6550	590159940.0	0.0	4294901800.0	62295.0	109118.0	137432.0	262122.0	262143.0	144500.0	29345.0	39363.0	102096.0	11.0	8.0	34012.0	14.0	11.0	30944.0	8.0	3.0	10028.0	1180320.0
6551	590777700.0	0.0	4294901800.0	93113.0	138820.0	108096.0	262122.0	262143.0	127940.0	34278.0	43725.0	97604.0	45.0	48.0	66540.0	28.0	24.0	43848.0	31.0	26.0	37188.0	1181556.0
6552	590912400.0	0.0	4294901800.0	75385.0	109856.0	117452.0	262122.0	262143.0	127032.0	29125.0	36649.0	95200.0	33.0	37.0	62424.0	19.0	25.0	62072.0	14.0	9.0	28272.0	1181825.0
6553	590930900.0	0.0	4294901800.0	67770.0	113405.0	130188.0	252607.0	262143.0	119620.0	28133.0	34900.0	94200.0	48.0	56.0	81436.0	17.0	16.0	30352.0	16.0	17.0	41268.0	1181862.0
6554	590942140.0	0.0	4294901800.0	69883.0	141907.0	167660.0	262122.0	262143.0	168992.0	39458.0	60579.0	117968.0	73.0	100.0	79308.0	10.0	15.0	55092.0	15.0	11.0	43792.0	1181884.0
6556	593225150.0	0.0	4294901800.0	75123.0	115389.0	115328.0	262122.0	262143.0	136468.0	25934.0	33664.0	99236.0	44.0	49.0	46356.0	25.0	13.0	21460.0	17.0	14.0	39736.0	1186450.0
6557	593280400.0	0.0	4294901800.0	74628.0	122373.0	125992.0	262122.0	262143.0	122268.0	40847.0	50534.0	93148.0	39.0	39.0	65080.0	11.0	12.0	45292.0	11.0	5.0	27260.0	1186561.0
6558	593299260.0	0.0	4294901800.0	83127.0	167872.0	164544.0	262122.0	262143.0	165160.0	65527.0	91048.0	105856.0	66.0	64.0	61588.0	42.0	51.0	72584.0	29.0	26.0	44808.0	1186598.0
6559	594142600.0	0.0	4294901800.0	81260.0	123147.0	116256.0	262122.0	262143.0	110076.0	29595.0	36159.0	93060.0	31.0	29.0	58980.0	11.0	6.0	13468.0	26.0	26.0	26020.0	1188285.0
6560	594180740.0	0.0	4294901800.0	73851.0	134801.0	137916.0	262122.0	262143.0	152744.0	55175.0	80731.0	112392.0	174.0	211.0	86808.0	79.0	102.0	90524.0	65.0	68.0	67272.0	1188361.0
6562	594726800.0	0.0	4294901800.0	74070.0	116038.0	121812.0	262122.0	262143.0	129492.0	31310.0	40040.0	96888.0	23.0	28.0	67356.0	12.0	12.0	34392.0	13.0	6.0	41336.0	1189454.0
6563	594745600.0	0.0	4294901800.0	93767.0	137649.0	108872.0	262122.0	262143.0	113996.0	35852.0	46304.0	98768.0	40.0	45.0	66888.0	22.0	14.0	28512.0	0.0	2.0	5800.0	1189491.0
6564	595476030.0	0.0	4294901800.0	92262.0	136464.0	112592.0	262122.0	262143.0	129228.0	39848.0	53082.0	101404.0	48.0	51.0	78564.0	54.0	60.0	72456.0	16.0	7.0	39960.0	1190952.0
6565	596356600.0	0.0	4294901800.0	81660.0	146186.0	149020.0	262122.0	262143.0	153984.0	51470.0	66841.0	98400.0	70.0	72.0	73880.0	38.0	39.0	64640.0	28.0	24.0	47556.0	1192713.0
6566	596366100.0	0.0	4294901800.0	95966.0	167812.0	143280.0	262122.0	262143.0	156948.0	55653.0	74992.0	101936.0	97.0	114.0	84636.0	49.0	47.0	48460.0	39.0	34.0	48960.0	1192732.0
6568	597081200.0	0.0	4294901800.0	71765.0	143562.0	162640.0	262122.0	262143.0	161000.0	50294.0	70098.0	106188.0	97.0	117.0	80684.0	41.0	38.0	40524.0	61.0	62.0	48168.0	1194162.0
6571	597876540.0	0.0	4294901800.0	73717.0	116524.0	127260.0	262122.0	262143.0	124468.0	34789.0	42292.0	92184.0	30.0	27.0	60672.0	10.0	5.0	14544.0	10.0	5.0	33160.0	1195753.0
6572	597895000.0	0.0	4294901800.0	86621.0	162946.0	144296.0	262122.0	262143.0	161360.0	57614.0	85720.0	114280.0	58.0	68.0	68240.0	30.0	46.0	66072.0	31.0	30.0	54940.0	1195790.0
6573	598180160.0	0.0	4294901800.0	75420.0	129930.0	129724.0	262122.0	262143.0	125728.0	32787.0	42004.0	97592.0	66.0	72.0	62892.0	15.0	12.0	24932.0	34.0	15.0	21056.0	1196360.0
6574	598207700.0	0.0	4294901800.0	81663.0	135810.0	125424.0	262122.0	262143.0	130532.0	49492.0	66741.0	103372.0	37.0	40.0	61444.0	15.0	9.0	14240.0	11.0	3.0	9848.0	1196415.0
6576	598676000.0	0.0	4294901800.0	70915.0	111977.0	116624.0	262122.0	262143.0	103544.0	31236.0	39810.0	97160.0	47.0	48.0	73752.0	19.0	6.0	24464.0	16.0	23.0	47488.0	1197352.0
6577	600786050.0	0.0	4294901800.0	81656.0	133365.0	128108.0	262122.0	262143.0	124816.0	24754.0	31128.0	95724.0	33.0	35.0	50664.0	2.0	2.0	5904.0	11.0	6.0	22848.0	1201572.0
6578	600915100.0	0.0	4294901800.0	79237.0	127097.0	128700.0	262122.0	262143.0	134456.0	34299.0	45185.0	100784.0	54.0	63.0	74204.0	16.0	22.0	60048.0	32.0	28.0	42860.0	1201830.0
6579	601172400.0	0.0	4294901800.0	76161.0	123383.0	121296.0	262122.0	262143.0	123952.0	33511.0	42967.0	98024.0	53.0	52.0	60608.0	22.0	28.0	58520.0	11.0	8.0	26632.0	1202345.0
6580	601195140.0	0.0	4294901800.0	73792.0	123029.0	132604.0	262122.0	262143.0	140340.0	36307.0	45468.0	94812.0	28.0	26.0	35284.0	1.0	1.0	5212.0	13.0	6.0	14392.0	1202390.0
6582	601252800.0	0.0	4294901800.0	58981.0	94948.0	134312.0	221644.0	262143.0	139868.0	27040.0	34797.0	98132.0	32.0	31.0	49564.0	21.0	13.0	36456.0	10.0	3.0	9092.0	1202506.0
6583	602526200.0	0.0	4294901800.0	77343.0	103837.0	99260.0	262122.0	262143.0	109724.0	22268.0	26568.0	89728.0	32.0	32.0	50856.0	12.0	5.0	15436.0	1.0	2.0	5876.0	1205052.0
6584	603026370.0	0.0	4294901800.0	74265.0	121182.0	129988.0	262122.0	262143.0	135696.0	34549.0	43873.0	96924.0	51.0	58.0	71852.0	37.0	40.0	49424.0	12.0	7.0	35612.0	1206053.0
6585	603301000.0	0.0	4294901800.0	76406.0	115168.0	118236.0	256466.0	262143.0	121804.0	32612.0	42219.0	98760.0	28.0	32.0	65656.0	14.0	9.0	16268.0	5.0	5.0	19764.0	1206602.0
6586	603411700.0	0.0	4294901800.0	89917.0	122857.0	99484.0	262122.0	262143.0	125816.0	34047.0	43193.0	96328.0	38.0	41.0	60568.0	8.0	5.0	13836.0	1.0	2.0	8940.0	1206823.0
6587	603498200.0	0.0	4294901800.0	72673.0	111005.0	119164.0	262122.0	262143.0	117032.0	27065.0	34704.0	98012.0	49.0	55.0	71744.0	0.0	1.0	4272.0	107.0	149.0	95780.0	1206996.0
6588	603726660.0	0.0	4294901800.0	77197.0	165432.0	171096.0	262122.0	262143.0	171100.0	65536.0	92241.0	107512.0	62.0	68.0	81988.0	17.0	29.0	61816.0	36.0	40.0	67272.0	1207453.0
6589	603777540.0	0.0	4294901800.0	66408.0	108915.0	128388.0	252197.0	262143.0	125768.0	31965.0	39161.0	92932.0	42.0	41.0	67924.0	22.0	18.0	21864.0	15.0	15.0	48136.0	1207555.0
6590	603780350.0	0.0	4294901800.0	75169.0	123415.0	124224.0	262122.0	262143.0	127360.0	35776.0	47351.0	101232.0	54.0	60.0	69676.0	29.0	42.0	101208.0	52.0	82.0	104252.0	1207561.0
6593	604340900.0	0.0	4294901800.0	90543.0	128112.0	108720.0	262122.0	262143.0	127176.0	38171.0	50031.0	100184.0	56.0	62.0	79372.0	23.0	23.0	33672.0	29.0	34.0	18512.0	1208682.0
6595	604356700.0	0.0	4294901800.0	68321.0	122725.0	143780.0	262122.0	262143.0	132080.0	45261.0	61042.0	102828.0	41.0	41.0	43804.0	23.0	22.0	24364.0	11.0	4.0	10972.0	1208713.0
6597	605141500.0	0.0	4294901800.0	83600.0	140923.0	132204.0	262122.0	262143.0	141748.0	32077.0	39967.0	94376.0	51.0	56.0	67796.0	18.0	13.0	24928.0	31.0	47.0	97324.0	1210283.0
6599	605252030.0	0.0	4294901800.0	71400.0	123354.0	133748.0	262122.0	262143.0	132648.0	41208.0	51888.0	95616.0	43.0	47.0	66488.0	19.0	20.0	31992.0	0.0	1.0	3276.0	1210504.0
6600	605268000.0	0.0	4294901800.0	68208.0	100414.0	115144.0	236024.0	262143.0	124068.0	25963.0	32723.0	95120.0	25.0	29.0	43680.0	11.0	4.0	12732.0	18.0	18.0	31240.0	1210536.0
6601	605486500.0	0.0	4294901800.0	69724.0	131937.0	150692.0	262122.0	262143.0	130892.0	46411.0	60486.0	99616.0	58.0	59.0	70372.0	12.0	7.0	18568.0	36.0	41.0	61208.0	1210973.0
6602	605660350.0	0.0	4294901800.0	77668.0	130479.0	121620.0	262122.0	262143.0	130872.0	45969.0	63797.0	105992.0	47.0	49.0	58568.0	23.0	13.0	31952.0	17.0	29.0	73100.0	1211321.0
6603	606270460.0	0.0	4294901800.0	66033.0	102375.0	119648.0	241048.0	262143.0	113804.0	24069.0	30231.0	95824.0	40.0	41.0	67004.0	16.0	18.0	18268.0	9.0	4.0	14008.0	1212541.0
6604	606443600.0	0.0	4294901800.0	78553.0	128918.0	124284.0	262122.0	262143.0	123712.0	27240.0	34450.0	96232.0	58.0	64.0	68248.0	23.0	20.0	15576.0	3.0	2.0	14504.0	1212887.0
6606	606519740.0	0.0	4294901800.0	89177.0	145733.0	126056.0	262122.0	262143.0	137792.0	31654.0	40552.0	97372.0	28.0	25.0	17940.0	3.0	4.0	14236.0	7.0	4.0	22720.0	1213039.0
6608	606845700.0	0.0	4294901800.0	64223.0	123166.0	159916.0	217916.0	262143.0	151496.0	36318.0	50694.0	105208.0	43.0	59.0	81856.0	6.0	7.0	35120.0	26.0	20.0	38316.0	1213691.0
6609	607466750.0	0.0	4294901800.0	76520.0	118642.0	120580.0	262122.0	262143.0	128544.0	25852.0	34037.0	100076.0	39.0	42.0	68476.0	20.0	13.0	19428.0	15.0	10.0	19360.0	1214934.0
6610	607483650.0	0.0	4294901800.0	70796.0	143652.0	158196.0	262122.0	262143.0	155888.0	59404.0	76326.0	95976.0	40.0	41.0	57752.0	26.0	21.0	16856.0	12.0	9.0	55860.0	1214967.0
6611	607588740.0	0.0	4294901800.0	103902.0	167049.0	122048.0	262122.0	262143.0	142756.0	75173.0	95617.0	96496.0	72.0	80.0	75080.0	21.0	15.0	36304.0	59.0	61.0	56256.0	1215177.0
6612	607749250.0	0.0	4294901800.0	82949.0	135262.0	128304.0	262122.0	262143.0	125212.0	40231.0	52542.0	99340.0	53.0	65.0	70760.0	31.0	30.0	49196.0	19.0	9.0	17352.0	1215499.0
6614	608238100.0	0.0	4294901800.0	70733.0	98267.0	108456.0	258467.0	262143.0	120032.0	22192.0	27199.0	93052.0	25.0	23.0	48412.0	6.0	3.0	13404.0	0.0	1.0	4028.0	1216476.0
6615	608470460.0	0.0	4294901800.0	69717.0	124525.0	140448.0	245868.0	262143.0	130864.0	41541.0	53274.0	97604.0	47.0	42.0	56216.0	11.0	6.0	20368.0	20.0	19.0	13492.0	1216941.0
6616	608489700.0	0.0	4294901800.0	88621.0	156907.0	134848.0	262122.0	262143.0	160708.0	60075.0	86643.0	110716.0	64.0	71.0	61460.0	29.0	21.0	33632.0	34.0	27.0	40756.0	1216979.0
6617	608732350.0	0.0	4294901800.0	87616.0	157224.0	140376.0	262122.0	262143.0	148144.0	63931.0	87383.0	103504.0	62.0	74.0	85132.0	35.0	35.0	39264.0	39.0	31.0	35676.0	1217465.0
6618	608862200.0	0.0	4294901800.0	85958.0	128108.0	116656.0	262122.0	262143.0	133000.0	33376.0	42136.0	95644.0	40.0	40.0	51940.0	18.0	15.0	41608.0	9.0	5.0	14216.0	1217724.0
6619	608880830.0	0.0	4294901800.0	82068.0	123366.0	116644.0	262122.0	262143.0	143024.0	38912.0	56190.0	111004.0	59.0	70.0	81448.0	21.0	21.0	22416.0	15.0	5.0	38380.0	1217762.0
6621	609035900.0	0.0	4294901800.0	84198.0	125443.0	112856.0	244088.0	262143.0	123192.0	32603.0	40015.0	93388.0	50.0	43.0	40116.0	19.0	10.0	19644.0	23.0	15.0	37328.0	1218072.0
6622	609068900.0	0.0	4294901800.0	78041.0	134655.0	133076.0	262122.0	262143.0	146036.0	45252.0	58674.0	98508.0	32.0	31.0	61288.0	30.0	23.0	37456.0	21.0	15.0	32580.0	1218138.0
6623	609137540.0	0.0	4294901800.0	72112.0	138584.0	162136.0	262122.0	262143.0	182736.0	36313.0	55052.0	118412.0	26.0	32.0	67964.0	19.0	19.0	43536.0	8.0	4.0	25780.0	1218275.0
6624	609477570.0	0.0	4294901800.0	79128.0	146271.0	147404.0	262122.0	262143.0	168060.0	55664.0	70076.0	95040.0	20.0	25.0	26108.0	14.0	8.0	14284.0	10.0	5.0	18072.0	1218955.0
6625	609504830.0	0.0	4294901800.0	88817.0	167249.0	148848.0	262122.0	262143.0	152820.0	60090.0	83292.0	105556.0	71.0	82.0	84796.0	28.0	26.0	59412.0	35.0	30.0	33208.0	1219010.0
6627	609532400.0	0.0	4294901800.0	83039.0	162575.0	161912.0	262122.0	262143.0	184604.0	36094.0	79554.0	174444.0	41.0	71.0	58540.0	21.0	14.0	32524.0	33.0	35.0	42120.0	1219065.0
6628	609685200.0	0.0	4294901800.0	69920.0	115001.0	131828.0	262122.0	262143.0	133992.0	53974.0	75489.0	106984.0	66.0	82.0	78552.0	33.0	34.0	65756.0	28.0	23.0	30132.0	1219370.0
6629	610146750.0	0.0	4294901800.0	67203.0	123032.0	141020.0	262122.0	262143.0	125072.0	49507.0	67582.0	103232.0	63.0	68.0	65904.0	32.0	37.0	43096.0	42.0	40.0	42720.0	1220294.0
6630	610177400.0	0.0	4294901800.0	69155.0	112795.0	127636.0	262122.0	262143.0	125912.0	34578.0	42716.0	93752.0	32.0	27.0	49400.0	19.0	16.0	33528.0	11.0	6.0	34340.0	1220355.0
6631	610194500.0	0.0	4294901800.0	81782.0	136164.0	125108.0	262122.0	262143.0	143248.0	53108.0	70524.0	100608.0	49.0	50.0	55604.0	23.0	16.0	40364.0	18.0	6.0	14804.0	1220389.0
6632	610263360.0	0.0	4294901800.0	68548.0	107540.0	117880.0	256037.0	262143.0	110596.0	30576.0	39712.0	98712.0	35.0	31.0	46568.0	13.0	14.0	20440.0	18.0	13.0	15908.0	1220527.0
6634	610900700.0	0.0	4294901800.0	94557.0	157637.0	115888.0	262122.0	262143.0	134228.0	61202.0	89691.0	112420.0	62.0	67.0	72584.0	23.0	27.0	37396.0	14.0	10.0	15396.0	1221801.0
6635	611073700.0	0.0	4294901800.0	68114.0	90749.0	102168.0	262122.0	262143.0	109532.0	20845.0	25118.0	91972.0	26.0	20.0	33048.0	7.0	4.0	13008.0	9.0	3.0	8240.0	1222147.0
6636	611103040.0	0.0	4294901800.0	76681.0	134529.0	139752.0	262122.0	262143.0	128452.0	46321.0	63783.0	105512.0	56.0	58.0	64136.0	27.0	27.0	18236.0	20.0	25.0	40708.0	1222206.0
6638	611451000.0	0.0	4294901800.0	73243.0	123450.0	142112.0	262122.0	262143.0	147780.0	29870.0	38454.0	97812.0	35.0	39.0	75912.0	22.0	14.0	24736.0	14.0	9.0	16376.0	1222902.0
6639	611563100.0	0.0	4294901800.0	74578.0	119320.0	126760.0	262122.0	262143.0	139004.0	27556.0	34086.0	94140.0	31.0	27.0	36144.0	23.0	16.0	17864.0	4.0	3.0	9844.0	1223126.0
6640	611589900.0	0.0	4294901800.0	74583.0	105212.0	107428.0	262122.0	262143.0	119892.0	27039.0	36127.0	101716.0	23.0	19.0	45468.0	11.0	6.0	21076.0	18.0	8.0	21632.0	1223180.0
6642	611629300.0	0.0	4294901800.0	59554.0	87216.0	112548.0	262122.0	262143.0	117504.0	23110.0	32266.0	108520.0	18.0	26.0	49644.0	14.0	9.0	26808.0	8.0	3.0	11904.0	1223259.0
6643	611684030.0	0.0	4294901800.0	70441.0	126034.0	151640.0	262122.0	262143.0	139432.0	34698.0	44781.0	98564.0	50.0	67.0	92688.0	16.0	16.0	13700.0	9.0	3.0	8192.0	1223368.0
6644	611703500.0	0.0	4294901800.0	68251.0	88499.0	95192.0	250762.0	262143.0	106700.0	22818.0	31678.0	106624.0	34.0	40.0	79020.0	10.0	10.0	39008.0	33.0	29.0	36240.0	1223407.0
6645	611939800.0	0.0	4294901800.0	59877.0	100657.0	140656.0	246643.0	262143.0	116644.0	33435.0	43175.0	97824.0	45.0	48.0	62848.0	21.0	31.0	96876.0	31.0	32.0	65040.0	1223879.0
6646	611962430.0	0.0	4294901800.0	77978.0	115802.0	111516.0	262122.0	262143.0	115692.0	43161.0	53522.0	93200.0	55.0	64.0	82204.0	27.0	34.0	50552.0	17.0	13.0	26008.0	1223925.0
6647	611983800.0	0.0	4294901800.0	86792.0	166108.0	155856.0	262122.0	262143.0	159472.0	60152.0	82610.0	104132.0	86.0	101.0	72496.0	37.0	31.0	52828.0	33.0	36.0	57052.0	1223968.0
6648	612179260.0	0.0	4294901800.0	78062.0	140494.0	139836.0	262122.0	262143.0	149220.0	34723.0	45611.0	100276.0	17.0	18.0	40072.0	12.0	16.0	24980.0	20.0	9.0	23576.0	1224358.0
6649	612270340.0	0.0	4294901800.0	98023.0	172832.0	142084.0	262122.0	262143.0	142924.0	58885.0	74939.0	95516.0	80.0	79.0	72864.0	24.0	14.0	31912.0	26.0	27.0	58452.0	1224541.0
6650	612347700.0	0.0	4294901800.0	81210.0	143130.0	142380.0	262122.0	262143.0	134252.0	53835.0	71803.0	101416.0	61.0	69.0	83440.0	17.0	21.0	29456.0	29.0	18.0	22644.0	1224695.0
6651	612352900.0	0.0	4294901800.0	69949.0	114923.0	125740.0	262122.0	262143.0	128328.0	39065.0	50891.0	99112.0	73.0	81.0	79672.0	32.0	32.0	54148.0	18.0	10.0	28952.0	1224706.0
6652	612405950.0	0.0	4294901800.0	61099.0	107630.0	141752.0	240706.0	262143.0	124996.0	28498.0	40743.0	109276.0	56.0	83.0	96196.0	17.0	18.0	14488.0	16.0	13.0	31768.0	1224812.0
6653	612427260.0	0.0	4294901800.0	71104.0	124467.0	129440.0	262122.0	262143.0	128424.0	29795.0	39500.0	100360.0	60.0	82.0	81216.0	28.0	23.0	24940.0	3.0	2.0	11724.0	1224855.0
6654	612724300.0	0.0	4294901800.0	86464.0	133026.0	117116.0	262122.0	262143.0	130464.0	43499.0	54691.0	94840.0	32.0	33.0	69356.0	21.0	17.0	27440.0	6.0	4.0	11036.0	1225449.0
6655	612747460.0	0.0	4294901800.0	85025.0	143753.0	129920.0	262122.0	262143.0	144776.0	36300.0	47913.0	100444.0	48.0	57.0	78896.0	24.0	21.0	24572.0	20.0	13.0	18808.0	1225495.0
6656	612987900.0	0.0	4294901800.0	83335.0	149323.0	141660.0	262122.0	262143.0	136364.0	44760.0	55706.0	94316.0	40.0	48.0	89432.0	35.0	26.0	23692.0	8.0	4.0	17748.0	1225976.0
6658	613304300.0	0.0	4294901800.0	65857.0	98518.0	112764.0	262122.0	262143.0	116024.0	30228.0	36677.0	91944.0	52.0	49.0	38132.0	26.0	28.0	51488.0	27.0	33.0	48476.0	1226609.0
6659	613354050.0	0.0	4294901800.0	83527.0	144761.0	140228.0	262122.0	262143.0	140320.0	54978.0	71873.0	99124.0	34.0	42.0	83684.0	35.0	37.0	38800.0	23.0	25.0	40976.0	1226708.0
6660	613366800.0	0.0	4294901800.0	66957.0	146547.0	175632.0	262122.0	262143.0	176120.0	64925.0	100583.0	119372.0	84.0	99.0	84980.0	56.0	79.0	88304.0	40.0	55.0	76976.0	1226734.0
6661	613407040.0	0.0	4294901800.0	72973.0	108115.0	117776.0	262122.0	262143.0	153796.0	24429.0	31706.0	97760.0	29.0	20.0	33712.0	9.0	10.0	32900.0	21.0	16.0	19524.0	1226814.0
6662	613585600.0	0.0	4294901800.0	62014.0	107008.0	131340.0	227864.0	262143.0	130248.0	40558.0	51225.0	96260.0	53.0	47.0	50796.0	14.0	11.0	19780.0	13.0	4.0	11188.0	1227171.0
6663	613606200.0	0.0	4294901800.0	82678.0	139122.0	131252.0	262122.0	262143.0	128512.0	38224.0	48185.0	95408.0	56.0	55.0	67336.0	22.0	27.0	76232.0	5.0	4.0	20032.0	1227212.0
