	TLSW	TMSW	Event Info	FSC 488/10-H	FSC 488/10-A	FSC 488/10-W	FSC 405/10 (spd)-H	FSC 405/10 (spd)-A	FSC 405/10 (spd)-W	SSC 488/10-H	SSC 488/10-A	SSC 488/10-W	IFNL1-H	IFNL1-A	IFNL1-W	IFNB1-H	IFNB1-A	IFNB1-W	M2-H	M2-A	M2-W	TIME
9483	878332900.0	0.0	4294901800.0	89031.0	141568.0	120512.0	262122.0	262143.0	125840.0	41460.0	51347.0	93208.0	72.0	80.0	73648.0	82.0	83.0	45692.0	34.0	41.0	66588.0	1756666.0
9485	878474500.0	0.0	4294901800.0	94401.0	156804.0	125952.0	262122.0	262143.0	134780.0	37485.0	49156.0	99108.0	32.0	27.0	51436.0	69.0	64.0	36516.0	1.0	1.0	9572.0	1756949.0
9487	878759100.0	0.0	4294901800.0	78551.0	114997.0	110808.0	262122.0	262143.0	108112.0	31581.0	40704.0	98004.0	27.0	30.0	70112.0	0.0	1.0	2684.0	187.0	215.0	88192.0	1757518.0
9488	878779840.0	0.0	4294901800.0	92894.0	152923.0	127068.0	262122.0	262143.0	139828.0	53603.0	67897.0	95520.0	33.0	33.0	55944.0	38.0	41.0	47076.0	23.0	11.0	26584.0	1757560.0
9489	878793660.0	0.0	4294901800.0	74807.0	119804.0	130660.0	262122.0	262143.0	133280.0	33258.0	41545.0	94276.0	20.0	20.0	45828.0	30.0	29.0	33800.0	20.0	13.0	20444.0	1757587.0
9490	878823000.0	0.0	4294901800.0	88050.0	151859.0	133232.0	262122.0	262143.0	134620.0	41176.0	56426.0	104032.0	36.0	36.0	25896.0	36.0	52.0	91972.0	19.0	19.0	46268.0	1757646.0
9491	878843700.0	0.0	4294901800.0	77921.0	137377.0	147248.0	262122.0	262143.0	137156.0	37658.0	48444.0	97360.0	16.0	14.0	24820.0	42.0	50.0	84616.0	1.0	1.0	4424.0	1757687.0
9492	878852600.0	0.0	4294901800.0	72436.0	152149.0	179764.0	262122.0	262143.0	156284.0	53259.0	79230.0	113608.0	46.0	58.0	75380.0	102.0	129.0	80460.0	26.0	29.0	47424.0	1757705.0
9493	878874300.0	0.0	4294901800.0	81378.0	125607.0	112168.0	262122.0	262143.0	116992.0	38003.0	48728.0	97968.0	50.0	47.0	58476.0	56.0	64.0	74572.0	37.0	42.0	57080.0	1757749.0
9494	878878660.0	0.0	4294901800.0	77670.0	145964.0	145952.0	262122.0	262143.0	147632.0	51575.0	69777.0	102972.0	15.0	18.0	60804.0	56.0	62.0	66548.0	2.0	2.0	5828.0	1757757.0
9495	878905700.0	0.0	4294901800.0	88436.0	162995.0	153184.0	262122.0	262143.0	159880.0	50161.0	67962.0	103364.0	44.0	42.0	56756.0	62.0	67.0	69572.0	25.0	12.0	18416.0	1757812.0
9497	878924300.0	0.0	4294901800.0	83807.0	175042.0	171092.0	262122.0	262143.0	180336.0	53616.0	83025.0	118616.0	30.0	30.0	59664.0	84.0	113.0	78428.0	36.0	31.0	48948.0	1757849.0
9498	878943360.0	0.0	4294901800.0	77770.0	154385.0	165128.0	262122.0	262143.0	155816.0	43724.0	60521.0	105400.0	20.0	24.0	70756.0	53.0	59.0	60340.0	30.0	41.0	90288.0	1757887.0
9501	878961860.0	0.0	4294901800.0	66723.0	121385.0	145284.0	262122.0	262143.0	156548.0	42037.0	62559.0	113752.0	52.0	62.0	72364.0	95.0	134.0	104676.0	35.0	33.0	21012.0	1757924.0
9502	878978700.0	0.0	4294901800.0	72534.0	143941.0	163716.0	262122.0	262143.0	143076.0	70170.0	95465.0	103276.0	39.0	42.0	56888.0	68.0	86.0	82028.0	35.0	48.0	68580.0	1757957.0
9504	878987400.0	0.0	4294901800.0	78407.0	144043.0	144640.0	262122.0	262143.0	149836.0	51666.0	73177.0	107888.0	30.0	30.0	45416.0	70.0	78.0	78172.0	43.0	41.0	33060.0	1757975.0
9507	879098800.0	0.0	4294901800.0	80669.0	158069.0	152768.0	262122.0	262143.0	153592.0	58613.0	83043.0	107964.0	35.0	40.0	60844.0	58.0	69.0	70872.0	13.0	6.0	14384.0	1758198.0
9508	879130240.0	0.0	4294901800.0	64425.0	115508.0	138540.0	262122.0	262143.0	121896.0	32202.0	44045.0	104400.0	24.0	27.0	51644.0	54.0	58.0	78512.0	19.0	20.0	35564.0	1758260.0
9509	879143200.0	0.0	4294901800.0	76731.0	179660.0	218928.0	262122.0	262143.0	198028.0	35456.0	82481.0	198556.0	35.0	31.0	32136.0	42.0	71.0	45192.0	25.0	18.0	37600.0	1758286.0
9510	879183700.0	0.0	4294901800.0	67312.0	122598.0	151512.0	262122.0	262143.0	139576.0	32071.0	42557.0	101124.0	20.0	18.0	40696.0	27.0	36.0	84704.0	41.0	53.0	73608.0	1758367.0
9511	879209300.0	0.0	4294901800.0	80325.0	128844.0	120916.0	262122.0	262143.0	131928.0	39732.0	49945.0	95556.0	20.0	11.0	23740.0	41.0	49.0	50756.0	9.0	8.0	11792.0	1758419.0
9513	879280600.0	0.0	4294901800.0	91496.0	171805.0	137516.0	262122.0	262143.0	176372.0	63967.0	95878.0	115668.0	131.0	150.0	86108.0	249.0	333.0	93228.0	98.0	106.0	70132.0	1758561.0
9515	879516700.0	0.0	4294901800.0	71593.0	118943.0	134644.0	262122.0	262143.0	117112.0	30701.0	38599.0	95924.0	39.0	31.0	42432.0	51.0	51.0	53876.0	33.0	33.0	49892.0	1759033.0
9516	879558340.0	0.0	4294901800.0	72200.0	117042.0	135016.0	262122.0	262143.0	136904.0	40570.0	54044.0	100892.0	17.0	11.0	18828.0	26.0	33.0	65948.0	11.0	4.0	20440.0	1759117.0
9517	879602300.0	0.0	4294901800.0	68872.0	125871.0	146164.0	262122.0	262143.0	137664.0	39258.0	51849.0	100652.0	24.0	29.0	64036.0	48.0	62.0	73940.0	16.0	16.0	22784.0	1759205.0
9518	879781950.0	0.0	4294901800.0	70169.0	135366.0	154784.0	262122.0	262143.0	143796.0	46802.0	63667.0	103380.0	42.0	37.0	54508.0	81.0	86.0	75476.0	43.0	33.0	53056.0	1759564.0
9519	879989600.0	0.0	4294901800.0	80456.0	133790.0	130336.0	262122.0	262143.0	137388.0	45811.0	59129.0	97780.0	54.0	56.0	72672.0	60.0	70.0	84588.0	36.0	41.0	51288.0	1759979.0
9520	880172540.0	0.0	4294901800.0	79911.0	149810.0	145448.0	262122.0	262143.0	146912.0	54749.0	75090.0	103860.0	51.0	54.0	54632.0	60.0	70.0	67008.0	24.0	10.0	17220.0	1760345.0
9521	880219500.0	0.0	4294901800.0	87039.0	160259.0	148388.0	262122.0	262143.0	161736.0	53822.0	74149.0	105288.0	48.0	55.0	61416.0	82.0	90.0	82696.0	40.0	34.0	31380.0	1760439.0
9522	880411100.0	0.0	4294901800.0	84422.0	150453.0	141264.0	262122.0	262143.0	141536.0	50543.0	70892.0	107152.0	66.0	69.0	79656.0	85.0	90.0	63764.0	57.0	66.0	75028.0	1760822.0
9524	880448260.0	0.0	4294901800.0	71974.0	135615.0	146148.0	262122.0	262143.0	139288.0	52276.0	70125.0	100296.0	58.0	65.0	66220.0	79.0	109.0	91796.0	40.0	50.0	28576.0	1760897.0
9525	880484100.0	0.0	4294901800.0	69273.0	113673.0	130052.0	262122.0	262143.0	125052.0	39984.0	54396.0	103880.0	21.0	13.0	30752.0	64.0	66.0	62500.0	21.0	9.0	18876.0	1760968.0
9526	880510850.0	0.0	4294901800.0	73423.0	116273.0	124736.0	262122.0	262143.0	126460.0	31513.0	42995.0	105284.0	29.0	37.0	66808.0	92.0	107.0	86512.0	20.0	11.0	31676.0	1761022.0
9527	880528060.0	0.0	4294901800.0	66879.0	130024.0	155720.0	250563.0	262143.0	158628.0	50365.0	69860.0	105560.0	45.0	45.0	61492.0	56.0	59.0	53732.0	50.0	59.0	40356.0	1761056.0
9528	880545660.0	0.0	4294901800.0	86476.0	160287.0	140452.0	262122.0	262143.0	161452.0	59882.0	89609.0	112392.0	56.0	61.0	74324.0	62.0	83.0	91432.0	18.0	28.0	62228.0	1761091.0
9529	880774400.0	0.0	4294901800.0	79267.0	129509.0	124932.0	262122.0	262143.0	131716.0	28373.0	34456.0	92660.0	11.0	7.0	20528.0	31.0	40.0	61420.0	0.0	1.0	5052.0	1761549.0
9530	881305300.0	0.0	4294901800.0	83985.0	147148.0	138376.0	262122.0	262143.0	153064.0	45835.0	61137.0	101056.0	50.0	51.0	65304.0	89.0	107.0	93700.0	26.0	8.0	14864.0	1762611.0
9531	881327900.0	0.0	4294901800.0	71066.0	136835.0	154528.0	262122.0	262143.0	153772.0	46300.0	64988.0	106476.0	34.0	39.0	56796.0	53.0	57.0	49992.0	15.0	7.0	16324.0	1762656.0
9533	881601300.0	0.0	4294901800.0	74252.0	122986.0	127564.0	262122.0	262143.0	120504.0	29807.0	38487.0	97792.0	19.0	21.0	30248.0	38.0	32.0	51752.0	15.0	11.0	25392.0	1763203.0
9535	881981000.0	0.0	4294901800.0	73825.0	128182.0	131604.0	262122.0	262143.0	129764.0	31217.0	40728.0	99636.0	17.0	17.0	15452.0	42.0	50.0	90656.0	10.0	4.0	12320.0	1763962.0
9536	882008100.0	0.0	4294901800.0	68162.0	118188.0	136576.0	262122.0	262143.0	140756.0	38956.0	54869.0	108296.0	27.0	30.0	57204.0	29.0	35.0	73496.0	16.0	7.0	23708.0	1764016.0
9537	882056200.0	0.0	4294901800.0	79663.0	137709.0	131624.0	262122.0	262143.0	135200.0	52884.0	70371.0	101828.0	63.0	64.0	74100.0	89.0	102.0	74980.0	41.0	45.0	47852.0	1764112.0
9538	882078460.0	0.0	4294901800.0	75474.0	111151.0	115684.0	240665.0	262143.0	125196.0	50506.0	71511.0	108280.0	28.0	27.0	21864.0	23.0	23.0	38504.0	93.0	99.0	76232.0	1764157.0
9539	882129860.0	0.0	4294901800.0	68551.0	114732.0	134692.0	262122.0	262143.0	130760.0	38034.0	50534.0	100220.0	22.0	20.0	17272.0	56.0	53.0	47636.0	13.0	8.0	35176.0	1764260.0
9540	882334800.0	0.0	4294901800.0	76937.0	123594.0	120320.0	262122.0	262143.0	119172.0	41113.0	53942.0	99228.0	24.0	17.0	28012.0	34.0	49.0	96084.0	35.0	30.0	41924.0	1764670.0
9541	882360700.0	0.0	4294901800.0	78351.0	139634.0	139868.0	262122.0	262143.0	147300.0	40036.0	51949.0	98896.0	37.0	34.0	55796.0	28.0	25.0	22468.0	8.0	4.0	14228.0	1764721.0
9542	882383740.0	0.0	4294901800.0	76608.0	135076.0	132448.0	262122.0	262143.0	132984.0	43939.0	59051.0	102172.0	60.0	64.0	74908.0	72.0	108.0	106424.0	15.0	18.0	55608.0	1764767.0
9543	882479740.0	0.0	4294901800.0	84324.0	168149.0	159560.0	262122.0	262143.0	151124.0	68944.0	96632.0	106916.0	63.0	61.0	54272.0	74.0	77.0	61448.0	42.0	61.0	91848.0	1764959.0
9544	882609000.0	0.0	4294901800.0	69433.0	121701.0	136096.0	262122.0	262143.0	126116.0	33982.0	44793.0	100552.0	40.0	50.0	84192.0	58.0	67.0	84864.0	16.0	24.0	54764.0	1765218.0
9545	882908600.0	0.0	4294901800.0	70379.0	133908.0	153120.0	262122.0	262143.0	134424.0	45142.0	60711.0	102412.0	37.0	32.0	47892.0	45.0	54.0	76004.0	16.0	10.0	34064.0	1765817.0
9546	883064000.0	0.0	4294901800.0	82821.0	140844.0	131872.0	262122.0	262143.0	134384.0	47968.0	60580.0	95312.0	47.0	47.0	51728.0	75.0	89.0	70740.0	19.0	7.0	16528.0	1766128.0
9547	883104900.0	0.0	4294901800.0	79225.0	141314.0	143500.0	262122.0	262143.0	149992.0	38366.0	50789.0	100688.0	28.0	28.0	56200.0	59.0	70.0	59144.0	1.0	1.0	5256.0	1766210.0
9548	883167600.0	0.0	4294901800.0	79689.0	110805.0	104848.0	262122.0	262143.0	116360.0	29907.0	36117.0	91448.0	11.0	5.0	14916.0	18.0	9.0	20848.0	2.0	2.0	6224.0	1766335.0
9549	883272900.0	0.0	4294901800.0	76480.0	123457.0	127444.0	262122.0	262143.0	152340.0	34778.0	45379.0	98712.0	20.0	30.0	73252.0	51.0	48.0	56212.0	9.0	4.0	16088.0	1766546.0
9550	883311600.0	0.0	4294901800.0	85409.0	145344.0	132580.0	262122.0	262143.0	138500.0	39724.0	51669.0	99152.0	60.0	62.0	56900.0	89.0	115.0	88400.0	43.0	46.0	52296.0	1766623.0
9551	883331100.0	0.0	4294901800.0	71181.0	145001.0	168960.0	262122.0	262143.0	155168.0	49929.0	76517.0	117768.0	27.0	33.0	66056.0	55.0	74.0	107940.0	15.0	18.0	45044.0	1766662.0
9552	883411200.0	0.0	4294901800.0	89624.0	147260.0	127920.0	262122.0	262143.0	127168.0	49973.0	66868.0	102280.0	28.0	13.0	18424.0	54.0	74.0	101296.0	18.0	7.0	25168.0	1766822.0
9553	883425500.0	0.0	4294901800.0	84266.0	141647.0	126612.0	262122.0	262143.0	139968.0	58798.0	76615.0	99256.0	50.0	47.0	63076.0	55.0	67.0	85548.0	16.0	14.0	17624.0	1766851.0
9554	883443840.0	0.0	4294901800.0	77494.0	134154.0	131940.0	262122.0	262143.0	131584.0	39816.0	53292.0	101788.0	27.0	22.0	19620.0	46.0	53.0	41216.0	38.0	23.0	28168.0	1766888.0
9555	883457800.0	0.0	4294901800.0	68731.0	125625.0	141052.0	262122.0	262143.0	127760.0	37536.0	51580.0	103136.0	44.0	41.0	47044.0	59.0	59.0	66240.0	16.0	15.0	40344.0	1766916.0
9557	883918800.0	0.0	4294901800.0	72682.0	144501.0	160456.0	262122.0	262143.0	157432.0	38471.0	53516.0	106824.0	18.0	14.0	23040.0	35.0	44.0	59596.0	26.0	24.0	18836.0	1767838.0
9558	884060700.0	0.0	4294901800.0	86599.0	164486.0	152736.0	262122.0	262143.0	151120.0	60279.0	81389.0	102368.0	64.0	68.0	70748.0	59.0	77.0	91464.0	45.0	29.0	33180.0	1768121.0
9559	884105500.0	0.0	4294901800.0	77269.0	129581.0	132828.0	262122.0	262143.0	148240.0	51168.0	65636.0	96296.0	33.0	23.0	38212.0	47.0	54.0	63452.0	40.0	38.0	45880.0	1768211.0
9560	884136060.0	0.0	4294901800.0	77816.0	133738.0	132900.0	262122.0	262143.0	140604.0	45819.0	62927.0	104088.0	47.0	54.0	67400.0	79.0	95.0	73312.0	26.0	36.0	84580.0	1768272.0
9561	884178600.0	0.0	4294901800.0	76541.0	127549.0	130236.0	262122.0	262143.0	114944.0	33576.0	42701.0	97020.0	13.0	17.0	48392.0	37.0	37.0	43560.0	16.0	12.0	17904.0	1768357.0
9562	884200900.0	0.0	4294901800.0	64743.0	107594.0	130872.0	262122.0	262143.0	121584.0	28955.0	36419.0	95060.0	41.0	45.0	58308.0	52.0	36.0	26276.0	16.0	6.0	23660.0	1768402.0
9564	884363650.0	0.0	4294901800.0	65895.0	115487.0	138904.0	247168.0	262143.0	127056.0	44787.0	57900.0	97732.0	23.0	20.0	26312.0	39.0	53.0	47780.0	14.0	8.0	27512.0	1768727.0
9565	884384600.0	0.0	4294901800.0	79250.0	143270.0	141576.0	262122.0	262143.0	139060.0	52966.0	71527.0	103180.0	15.0	16.0	30740.0	27.0	26.0	46964.0	1.0	2.0	9784.0	1768769.0
9566	884405600.0	0.0	4294901800.0	71627.0	119287.0	126136.0	249320.0	262143.0	123876.0	36131.0	47704.0	100968.0	30.0	32.0	41756.0	40.0	41.0	72168.0	11.0	11.0	13464.0	1768811.0
9567	884410700.0	0.0	4294901800.0	69820.0	128825.0	148820.0	262122.0	262143.0	137692.0	36514.0	46697.0	97944.0	35.0	35.0	43652.0	50.0	39.0	25772.0	21.0	23.0	56028.0	1768821.0
9569	884454340.0	0.0	4294901800.0	80236.0	132070.0	126888.0	262122.0	262143.0	135496.0	41722.0	56313.0	101768.0	26.0	27.0	60852.0	41.0	46.0	58552.0	10.0	5.0	11212.0	1768909.0
9571	884636800.0	0.0	4294901800.0	74768.0	132593.0	142908.0	262122.0	262143.0	147892.0	46007.0	63396.0	104644.0	13.0	9.0	32780.0	35.0	46.0	88156.0	8.0	3.0	10212.0	1769274.0
9572	884660100.0	0.0	4294901800.0	79934.0	144160.0	146784.0	262122.0	262143.0	156308.0	61831.0	91763.0	113160.0	47.0	43.0	58544.0	49.0	65.0	78312.0	28.0	26.0	39276.0	1769320.0
9573	884682430.0	0.0	4294901800.0	64187.0	114827.0	146744.0	262122.0	262143.0	139312.0	31959.0	41724.0	99720.0	2.0	2.0	16868.0	33.0	42.0	76532.0	3.0	3.0	13816.0	1769365.0
9574	884695300.0	0.0	4294901800.0	87016.0	155703.0	141892.0	262122.0	262143.0	150376.0	45199.0	61953.0	104700.0	53.0	58.0	71660.0	54.0	58.0	54492.0	32.0	27.0	46736.0	1769391.0
9577	884782850.0	0.0	4294901800.0	70844.0	110090.0	120428.0	262122.0	262143.0	120012.0	28648.0	36644.0	96848.0	3.0	3.0	9420.0	21.0	9.0	22896.0	14.0	8.0	17448.0	1769566.0
9578	884799600.0	0.0	4294901800.0	73021.0	173870.0	185124.0	262122.0	262143.0	187012.0	48389.0	94326.0	159388.0	62.0	59.0	39684.0	137.0	221.0	112268.0	29.0	46.0	72928.0	1769599.0
9579	884880960.0	0.0	4294901800.0	72534.0	142669.0	159168.0	262122.0	262143.0	159052.0	42332.0	61375.0	110420.0	49.0	53.0	66984.0	79.0	116.0	107076.0	25.0	30.0	74896.0	1769762.0
9581	885350850.0	0.0	4294901800.0	75128.0	119583.0	123176.0	262122.0	262143.0	116596.0	40482.0	52982.0	99680.0	25.0	22.0	34660.0	34.0	37.0	63272.0	17.0	16.0	24092.0	1770702.0
9582	885468700.0	0.0	4294901800.0	74573.0	126878.0	132516.0	262122.0	262143.0	134188.0	25877.0	33677.0	98292.0	29.0	25.0	49540.0	51.0	52.0	43636.0	18.0	18.0	48096.0	1770937.0
9587	886016600.0	0.0	4294901800.0	83572.0	151360.0	140364.0	262122.0	262143.0	143488.0	47777.0	64466.0	102060.0	26.0	29.0	63244.0	42.0	52.0	65960.0	22.0	19.0	28764.0	1772033.0
9588	886030400.0	0.0	4294901800.0	64400.0	121764.0	142892.0	262122.0	262143.0	149104.0	43101.0	63911.0	113460.0	19.0	23.0	49496.0	59.0	60.0	41436.0	19.0	11.0	23548.0	1772061.0
9589	886147300.0	0.0	4294901800.0	74676.0	106902.0	103352.0	262122.0	262143.0	112648.0	24666.0	32145.0	98992.0	40.0	38.0	45516.0	31.0	42.0	91420.0	18.0	15.0	39484.0	1772295.0
9591	886542600.0	0.0	4294901800.0	82884.0	143664.0	131756.0	262122.0	262143.0	128476.0	41914.0	56481.0	103380.0	27.0	26.0	56544.0	69.0	77.0	75532.0	25.0	31.0	77172.0	1773085.0
9592	886556100.0	0.0	4294901800.0	72488.0	132358.0	137028.0	262122.0	262143.0	152112.0	39183.0	53938.0	103632.0	20.0	21.0	16336.0	5.0	6.0	27636.0	14.0	4.0	10032.0	1773112.0
9594	886622460.0	0.0	4294901800.0	68975.0	145703.0	168660.0	262122.0	262143.0	171364.0	51956.0	77024.0	112516.0	64.0	57.0	52676.0	119.0	189.0	117868.0	34.0	43.0	57352.0	1773245.0
9596	886935100.0	0.0	4294901800.0	71480.0	175119.0	212936.0	262122.0	262143.0	214304.0	31375.0	74769.0	195508.0	24.0	46.0	63980.0	52.0	95.0	71376.0	40.0	33.0	27324.0	1773870.0
9597	887389200.0	0.0	4294901800.0	63815.0	162747.0	237904.0	262122.0	262143.0	175712.0	42811.0	85934.0	165928.0	24.0	34.0	89968.0	61.0	102.0	51020.0	23.0	10.0	16992.0	1774778.0
9599	888553150.0	0.0	4294901800.0	77685.0	130423.0	132736.0	262122.0	262143.0	129280.0	36943.0	47366.0	97252.0	40.0	36.0	43656.0	58.0	72.0	78688.0	23.0	22.0	48280.0	1777106.0
9600	888568000.0	0.0	4294901800.0	63168.0	118384.0	152364.0	256840.0	262143.0	135660.0	31169.0	39763.0	96148.0	42.0	39.0	53688.0	43.0	51.0	78176.0	21.0	17.0	22440.0	1777136.0
9601	888581100.0	0.0	4294901800.0	72164.0	140559.0	154528.0	262122.0	262143.0	158332.0	57952.0	84742.0	111572.0	64.0	71.0	66580.0	86.0	104.0	73188.0	27.0	25.0	36784.0	1777162.0
9602	888594300.0	0.0	4294901800.0	72785.0	143517.0	158400.0	262122.0	262143.0	163272.0	51348.0	70820.0	104276.0	27.0	30.0	39028.0	54.0	56.0	60472.0	37.0	51.0	72152.0	1777189.0
9604	888621400.0	0.0	4294901800.0	71421.0	131045.0	146704.0	262122.0	262143.0	143484.0	45400.0	67527.0	113688.0	178.0	197.0	73380.0	149.0	187.0	93744.0	73.0	66.0	53740.0	1777243.0
9605	888633200.0	0.0	4294901800.0	69450.0	141564.0	181576.0	262122.0	262143.0	186668.0	53691.0	90041.0	129808.0	13.0	19.0	48500.0	57.0	60.0	32600.0	22.0	35.0	50708.0	1777266.0
9606	888849300.0	0.0	4294901800.0	57367.0	102199.0	140328.0	262122.0	262143.0	121276.0	28808.0	37300.0	98272.0	17.0	18.0	19692.0	21.0	34.0	82492.0	11.0	8.0	31604.0	1777699.0
9607	888876800.0	0.0	4294901800.0	70539.0	123044.0	143060.0	262122.0	262143.0	130284.0	43777.0	57257.0	99704.0	22.0	23.0	46356.0	67.0	79.0	64064.0	6.0	2.0	15016.0	1777754.0
9608	888881860.0	0.0	4294901800.0	59780.0	108173.0	144416.0	262122.0	262143.0	136832.0	42492.0	59974.0	108500.0	18.0	19.0	45772.0	46.0	63.0	106544.0	16.0	5.0	12160.0	1777764.0
9611	889905100.0	0.0	4294901800.0	66487.0	110011.0	130132.0	262122.0	262143.0	120280.0	24848.0	31681.0	97308.0	15.0	9.0	27760.0	20.0	20.0	44104.0	12.0	8.0	16744.0	1779810.0
9612	889919600.0	0.0	4294901800.0	70965.0	99171.0	107796.0	250639.0	262143.0	106580.0	21151.0	25184.0	91084.0	30.0	22.0	36108.0	4.0	4.0	19044.0	180.0	219.0	87384.0	1779839.0
9614	890145900.0	0.0	4294901800.0	102976.0	167497.0	127408.0	262122.0	262143.0	127832.0	46522.0	58885.0	95692.0	27.0	26.0	49908.0	40.0	34.0	38108.0	7.0	7.0	25256.0	1780292.0
9615	890425660.0	0.0	4294901800.0	86609.0	145736.0	131220.0	262122.0	262143.0	146588.0	57560.0	74135.0	97980.0	35.0	26.0	51676.0	85.0	96.0	77692.0	34.0	15.0	24168.0	1780851.0
9616	890441660.0	0.0	4294901800.0	68601.0	108988.0	122576.0	239605.0	262143.0	118368.0	39212.0	50760.0	97976.0	16.0	15.0	24968.0	13.0	10.0	25064.0	7.0	3.0	10108.0	1780883.0
9618	891178500.0	0.0	4294901800.0	80243.0	131256.0	125408.0	262122.0	262143.0	128324.0	38061.0	48690.0	97864.0	17.0	8.0	38732.0	35.0	27.0	22496.0	21.0	7.0	19508.0	1782357.0
9619	891193200.0	0.0	4294901800.0	85244.0	148428.0	130468.0	262122.0	262143.0	139988.0	47806.0	66155.0	105428.0	59.0	58.0	63808.0	49.0	52.0	54964.0	39.0	40.0	46408.0	1782386.0
9620	891204700.0	0.0	4294901800.0	82657.0	161407.0	158892.0	262122.0	262143.0	177440.0	55754.0	81490.0	113016.0	33.0	38.0	80272.0	66.0	69.0	52364.0	26.0	33.0	63968.0	1782409.0
9621	891221100.0	0.0	4294901800.0	69294.0	129127.0	147880.0	262122.0	262143.0	148460.0	32590.0	42830.0	99888.0	35.0	38.0	77460.0	52.0	43.0	41936.0	26.0	25.0	41032.0	1782442.0
9622	891234500.0	0.0	4294901800.0	64071.0	110302.0	130508.0	240545.0	262143.0	133428.0	41097.0	56089.0	103640.0	42.0	43.0	66620.0	33.0	42.0	57148.0	7.0	8.0	48276.0	1782469.0
9624	891268100.0	0.0	4294901800.0	81481.0	148979.0	143796.0	262122.0	262143.0	139456.0	51330.0	69360.0	102940.0	55.0	56.0	47372.0	67.0	65.0	70472.0	19.0	21.0	29028.0	1782536.0
9625	891275400.0	0.0	4294901800.0	59722.0	113586.0	149284.0	261374.0	262143.0	144080.0	36475.0	55018.0	114592.0	4.0	2.0	9608.0	6.0	3.0	15096.0	4.0	3.0	12344.0	1782551.0
9626	891515140.0	0.0	4294901800.0	66758.0	96828.0	114416.0	262122.0	262143.0	126100.0	28917.0	37951.0	100748.0	3.0	2.0	5068.0	1.0	2.0	7732.0	7.0	2.0	6856.0	1783030.0
9628	891714750.0	0.0	4294901800.0	70095.0	98645.0	96100.0	253033.0	262143.0	106396.0	23191.0	36337.0	122568.0	32.0	40.0	61372.0	13.0	8.0	15648.0	21.0	12.0	16188.0	1783429.0
9629	891721900.0	0.0	4294901800.0	66384.0	99413.0	116372.0	248621.0	262143.0	121524.0	44870.0	58095.0	97732.0	18.0	16.0	25832.0	11.0	9.0	11184.0	8.0	6.0	18768.0	1783444.0
9634	894209400.0	0.0	4294901800.0	62645.0	97816.0	122640.0	259713.0	262143.0	118068.0	26611.0	34782.0	99180.0	5.0	2.0	7708.0	16.0	18.0	42452.0	10.0	7.0	15216.0	1788419.0
9635	894548540.0	0.0	4294901800.0	77967.0	146581.0	150956.0	262122.0	262143.0	152388.0	55664.0	76028.0	104340.0	73.0	67.0	50520.0	56.0	60.0	81900.0	27.0	26.0	27044.0	1789097.0
9636	894560500.0	0.0	4294901800.0	83094.0	123539.0	117752.0	262122.0	262143.0	137124.0	25805.0	34802.0	102800.0	40.0	40.0	56184.0	13.0	8.0	24744.0	64.0	69.0	44968.0	1789121.0
9638	895030400.0	0.0	4294901800.0	83527.0	127708.0	120072.0	262122.0	262143.0	134096.0	36454.0	46685.0	97600.0	24.0	22.0	43336.0	22.0	32.0	77176.0	8.0	4.0	13472.0	1790061.0
9639	895055940.0	0.0	4294901800.0	85093.0	137338.0	121280.0	262122.0	262143.0	135976.0	48580.0	64408.0	101012.0	27.0	38.0	91100.0	45.0	48.0	53560.0	18.0	14.0	42192.0	1790112.0
9640	895177300.0	0.0	4294901800.0	82720.0	149670.0	145648.0	262122.0	262143.0	156632.0	63948.0	100673.0	122216.0	56.0	65.0	73796.0	67.0	85.0	92584.0	32.0	25.0	39580.0	1790355.0
9641	896056100.0	0.0	4294901800.0	78525.0	144059.0	145832.0	262122.0	262143.0	161112.0	36120.0	49113.0	103712.0	24.0	13.0	22900.0	26.0	27.0	26784.0	11.0	3.0	9292.0	1792112.0
9642	896418400.0	0.0	4294901800.0	81037.0	123255.0	113008.0	262122.0	262143.0	123356.0	36932.0	49777.0	102660.0	23.0	19.0	20380.0	76.0	94.0	94536.0	5.0	3.0	10996.0	1792837.0
9646	898046340.0	0.0	4294901800.0	64935.0	104008.0	122828.0	262122.0	262143.0	115480.0	23403.0	28781.0	94144.0	7.0	5.0	18112.0	29.0	23.0	32684.0	1.0	2.0	5848.0	1796093.0
9648	898233150.0	0.0	4294901800.0	75388.0	111557.0	113688.0	262122.0	262143.0	103632.0	24337.0	30681.0	96260.0	22.0	16.0	25120.0	32.0	30.0	51992.0	7.0	4.0	30624.0	1796466.0
9649	898239000.0	0.0	4294901800.0	79574.0	135720.0	132460.0	262122.0	262143.0	136608.0	42693.0	57324.0	101356.0	20.0	28.0	51364.0	35.0	43.0	78156.0	11.0	17.0	57512.0	1796478.0
9650	898257860.0	0.0	4294901800.0	71348.0	133041.0	149088.0	262122.0	262143.0	147080.0	44486.0	60259.0	103172.0	51.0	45.0	50400.0	37.0	45.0	68396.0	32.0	31.0	58308.0	1796516.0
9651	898271550.0	0.0	4294901800.0	66484.0	115619.0	132560.0	262122.0	262143.0	139264.0	36623.0	46779.0	97128.0	22.0	23.0	50012.0	54.0	59.0	72572.0	12.0	10.0	28528.0	1796543.0
