	TLSW	TMSW	Event Info	FSC 488/10-H	FSC 488/10-A	FSC 488/10-W	FSC 405/10 (spd)-H	FSC 405/10 (spd)-A	FSC 405/10 (spd)-W	SSC 488/10-H	SSC 488/10-A	SSC 488/10-W	IFNL1-H	IFNL1-A	IFNL1-W	IFNB1-H	IFNB1-A	IFNB1-W	M2-H	M2-A	M2-W	TIME
11385	1088916600.0	0.0	4294901800.0	76482.0	119425.0	116960.0	262122.0	262143.0	123540.0	40910.0	50294.0	93276.0	35.0	29.0	32020.0	51.0	42.0	47956.0	32.0	19.0	16580.0	2177833.0
11387	1088950000.0	0.0	4294901800.0	70461.0	117913.0	127840.0	262122.0	262143.0	127960.0	39043.0	50037.0	97256.0	22.0	14.0	24384.0	38.0	48.0	60304.0	26.0	10.0	17796.0	2177900.0
11388	1088965500.0	0.0	4294901800.0	72797.0	125235.0	141504.0	262122.0	262143.0	141192.0	46966.0	64225.0	104348.0	37.0	37.0	40252.0	73.0	78.0	70080.0	11.0	13.0	29364.0	2177931.0
11389	1089170200.0	0.0	4294901800.0	71889.0	120693.0	132708.0	262122.0	262143.0	136124.0	32256.0	42411.0	100532.0	23.0	19.0	32832.0	47.0	64.0	70932.0	1.0	2.0	7440.0	2178340.0
11390	1089209500.0	0.0	4294901800.0	72527.0	115787.0	120772.0	262122.0	262143.0	122448.0	31412.0	40701.0	98376.0	34.0	33.0	48308.0	61.0	68.0	69252.0	10.0	5.0	16772.0	2178419.0
11391	1089580900.0	0.0	4294901800.0	75600.0	138188.0	148280.0	262122.0	262143.0	143444.0	37304.0	46808.0	95260.0	47.0	53.0	55052.0	48.0	48.0	60052.0	9.0	6.0	26148.0	2179162.0
11394	1090005900.0	0.0	4294901800.0	75504.0	132978.0	134352.0	262122.0	262143.0	157860.0	37090.0	49224.0	100668.0	22.0	18.0	39544.0	37.0	39.0	54184.0	18.0	6.0	13400.0	2180012.0
11395	1090501900.0	0.0	4294901800.0	80606.0	141256.0	139012.0	262122.0	262143.0	137568.0	46595.0	61241.0	100820.0	36.0	30.0	46228.0	74.0	80.0	76992.0	18.0	11.0	33012.0	2181004.0
11396	1090517100.0	0.0	4294901800.0	71609.0	136948.0	153804.0	262122.0	262143.0	140920.0	48218.0	61811.0	97464.0	27.0	26.0	59068.0	92.0	103.0	74548.0	23.0	26.0	41808.0	2181034.0
11397	1090535800.0	0.0	4294901800.0	75195.0	117160.0	128076.0	262122.0	262143.0	124512.0	34521.0	42594.0	93832.0	31.0	24.0	29568.0	63.0	64.0	72688.0	28.0	24.0	46188.0	2181072.0
11398	1090544900.0	0.0	4294901800.0	87027.0	146770.0	125388.0	262122.0	262143.0	121964.0	42052.0	61032.0	110120.0	36.0	37.0	57820.0	77.0	98.0	96564.0	40.0	54.0	100912.0	2181090.0
11399	1090562300.0	0.0	4294901800.0	83307.0	146304.0	135924.0	262122.0	262143.0	152036.0	67259.0	97183.0	110044.0	55.0	63.0	81020.0	138.0	151.0	78928.0	21.0	24.0	26532.0	2181125.0
11401	1090581900.0	0.0	4294901800.0	71403.0	165384.0	203816.0	262122.0	262143.0	176328.0	34520.0	73798.0	180452.0	50.0	82.0	66828.0	45.0	81.0	50052.0	32.0	26.0	49108.0	2181164.0
11402	1090592800.0	0.0	4294901800.0	76934.0	121001.0	126348.0	250297.0	262143.0	134396.0	41553.0	53202.0	97428.0	61.0	66.0	74564.0	63.0	78.0	72216.0	37.0	20.0	20840.0	2181186.0
11403	1090601700.0	0.0	4294901800.0	82776.0	159483.0	154528.0	262122.0	262143.0	159808.0	57875.0	80362.0	105916.0	39.0	38.0	66144.0	64.0	83.0	96708.0	38.0	43.0	72296.0	2181203.0
11404	1090621000.0	0.0	4294901800.0	77868.0	150407.0	154152.0	262122.0	262143.0	150148.0	67295.0	97583.0	110824.0	67.0	83.0	88968.0	133.0	178.0	97356.0	38.0	42.0	57188.0	2181242.0
11406	1091176800.0	0.0	4294901800.0	71400.0	113499.0	118204.0	262122.0	262143.0	117988.0	29305.0	36824.0	94556.0	32.0	33.0	43068.0	54.0	63.0	76212.0	31.0	37.0	42356.0	2182354.0
11407	1091199500.0	0.0	4294901800.0	86565.0	146454.0	128408.0	262122.0	262143.0	137868.0	40765.0	54855.0	101492.0	31.0	30.0	46700.0	97.0	125.0	91752.0	13.0	7.0	25660.0	2182399.0
11409	1091353700.0	0.0	4294901800.0	83271.0	127908.0	120840.0	262122.0	262143.0	134208.0	44196.0	55704.0	95716.0	42.0	45.0	73724.0	66.0	77.0	55388.0	25.0	24.0	25916.0	2182708.0
11410	1091560400.0	0.0	4294901800.0	77116.0	140567.0	142288.0	262122.0	262143.0	143264.0	54373.0	75022.0	106116.0	36.0	40.0	70248.0	60.0	76.0	82428.0	29.0	56.0	116464.0	2183121.0
11411	1091636600.0	0.0	4294901800.0	84680.0	145603.0	132396.0	262122.0	262143.0	140464.0	33341.0	43775.0	100180.0	36.0	41.0	70356.0	58.0	62.0	69272.0	44.0	34.0	48456.0	2183273.0
11412	1091749100.0	0.0	4294901800.0	72402.0	122152.0	125956.0	262122.0	262143.0	122164.0	33147.0	42430.0	96820.0	29.0	34.0	68496.0	78.0	89.0	79264.0	22.0	16.0	26324.0	2183498.0
11413	1091784400.0	0.0	4294901800.0	95650.0	159427.0	129160.0	262122.0	262143.0	140044.0	54217.0	69300.0	96700.0	19.0	21.0	31312.0	50.0	53.0	70280.0	9.0	3.0	10588.0	2183569.0
11414	1091883000.0	0.0	4294901800.0	73628.0	117675.0	123340.0	262122.0	262143.0	122496.0	42821.0	54213.0	95928.0	38.0	36.0	59284.0	84.0	97.0	56696.0	37.0	23.0	19444.0	2183766.0
11415	1091974000.0	0.0	4294901800.0	75149.0	113292.0	111220.0	262122.0	262143.0	117496.0	26902.0	34626.0	98072.0	11.0	5.0	12232.0	51.0	50.0	53564.0	18.0	22.0	44980.0	2183948.0
11416	1092953900.0	0.0	4294901800.0	71038.0	104293.0	113896.0	260331.0	262143.0	115820.0	25482.0	32935.0	98192.0	42.0	35.0	32956.0	38.0	42.0	66640.0	12.0	4.0	12244.0	2185908.0
11417	1092986800.0	0.0	4294901800.0	84825.0	143317.0	139888.0	262122.0	262143.0	148852.0	39569.0	50968.0	97824.0	23.0	27.0	67344.0	57.0	77.0	88188.0	16.0	12.0	35564.0	2185973.0
11418	1093143900.0	0.0	4294901800.0	70897.0	114335.0	122500.0	262122.0	262143.0	115260.0	32054.0	40171.0	95600.0	17.0	15.0	44748.0	28.0	31.0	41560.0	20.0	6.0	17976.0	2186288.0
11419	1093180200.0	0.0	4294901800.0	86445.0	148909.0	135084.0	262122.0	262143.0	138232.0	43123.0	57329.0	101140.0	18.0	19.0	42384.0	32.0	41.0	68748.0	12.0	8.0	27220.0	2186360.0
11420	1093383700.0	0.0	4294901800.0	84449.0	139926.0	124136.0	262122.0	262143.0	123936.0	48122.0	60735.0	95080.0	26.0	21.0	31084.0	52.0	44.0	50792.0	46.0	46.0	46012.0	2186767.0
11422	1093410600.0	0.0	4294901800.0	89306.0	157381.0	138888.0	262122.0	262143.0	139300.0	46632.0	63282.0	103388.0	55.0	49.0	53748.0	138.0	169.0	89364.0	20.0	10.0	15740.0	2186821.0
11423	1093426700.0	0.0	4294901800.0	69503.0	111364.0	122832.0	262122.0	262143.0	126488.0	30842.0	40874.0	101704.0	18.0	12.0	25156.0	37.0	33.0	51456.0	19.0	16.0	44440.0	2186853.0
11424	1093450000.0	0.0	4294901800.0	86983.0	154790.0	139196.0	262122.0	262143.0	145864.0	50874.0	71393.0	107468.0	51.0	60.0	70864.0	107.0	131.0	85096.0	32.0	31.0	55748.0	2186900.0
11425	1093474800.0	0.0	4294901800.0	76563.0	136735.0	145928.0	262122.0	262143.0	144444.0	43705.0	60398.0	104148.0	34.0	27.0	26144.0	37.0	46.0	85712.0	42.0	37.0	43544.0	2186950.0
11426	1093477900.0	0.0	4294901800.0	70626.0	114498.0	124140.0	262122.0	262143.0	125984.0	29212.0	37239.0	96268.0	30.0	30.0	64404.0	45.0	46.0	50120.0	29.0	27.0	55976.0	2186956.0
11427	1093502200.0	0.0	4294901800.0	71719.0	127591.0	144812.0	262122.0	262143.0	129556.0	31215.0	41472.0	100680.0	23.0	21.0	22784.0	23.0	25.0	34712.0	21.0	19.0	32180.0	2187004.0
11429	1093550300.0	0.0	4294901800.0	74621.0	118614.0	123940.0	258709.0	262143.0	127704.0	33536.0	43366.0	97300.0	13.0	11.0	20008.0	22.0	15.0	17508.0	12.0	9.0	25768.0	2187101.0
11430	1093579100.0	0.0	4294901800.0	71444.0	139378.0	152520.0	262122.0	262143.0	136840.0	46240.0	63828.0	105188.0	34.0	38.0	62928.0	55.0	63.0	82644.0	14.0	7.0	18236.0	2187158.0
11431	1093612300.0	0.0	4294901800.0	70278.0	113622.0	123176.0	250726.0	262143.0	122640.0	33008.0	44354.0	103184.0	12.0	8.0	15276.0	38.0	39.0	68156.0	18.0	17.0	46372.0	2187225.0
11432	1094037500.0	0.0	4294901800.0	69833.0	112902.0	125904.0	262122.0	262143.0	123116.0	38871.0	51621.0	101040.0	28.0	28.0	53708.0	61.0	67.0	72904.0	10.0	12.0	41076.0	2188075.0
11433	1094331800.0	0.0	4294901800.0	85442.0	161529.0	154924.0	262122.0	262143.0	143760.0	61988.0	81418.0	99100.0	41.0	36.0	52560.0	59.0	65.0	73224.0	13.0	20.0	46080.0	2188664.0
11434	1094366700.0	0.0	4294901800.0	70900.0	105108.0	113832.0	238635.0	262143.0	118360.0	26637.0	36884.0	104824.0	41.0	56.0	76132.0	12.0	12.0	19012.0	5.0	3.0	13064.0	2188733.0
11436	1094835300.0	0.0	4294901800.0	84804.0	141918.0	129676.0	262122.0	262143.0	136872.0	39436.0	49059.0	94068.0	40.0	41.0	64548.0	86.0	108.0	85520.0	24.0	24.0	36808.0	2189671.0
11437	1096154100.0	0.0	4294901800.0	78670.0	141115.0	137676.0	262122.0	262143.0	130216.0	56394.0	73451.0	98828.0	72.0	65.0	57776.0	113.0	143.0	97680.0	19.0	17.0	47976.0	2192308.0
11440	1102285200.0	0.0	4294901800.0	101950.0	177492.0	131164.0	262122.0	262143.0	146860.0	56027.0	77442.0	105896.0	46.0	44.0	58304.0	62.0	76.0	93220.0	18.0	9.0	15644.0	2204570.0
11441	1102362800.0	0.0	4294901800.0	80423.0	137690.0	135600.0	262122.0	262143.0	137280.0	33921.0	43873.0	98332.0	38.0	32.0	42816.0	55.0	49.0	53996.0	14.0	12.0	31548.0	2204726.0
11442	1102931800.0	0.0	4294901800.0	79048.0	127771.0	133368.0	262122.0	262143.0	127216.0	39892.0	50568.0	96292.0	8.0	9.0	25516.0	59.0	66.0	81236.0	15.0	9.0	28860.0	2205864.0
11443	1103008000.0	0.0	4294901800.0	74797.0	121922.0	123228.0	234202.0	262143.0	121988.0	31848.0	40505.0	96464.0	38.0	40.0	63696.0	78.0	96.0	92816.0	18.0	9.0	20396.0	2206016.0
11444	1103028900.0	0.0	4294901800.0	75031.0	140022.0	150820.0	262122.0	262143.0	137108.0	37395.0	49424.0	100240.0	19.0	17.0	20524.0	20.0	17.0	49112.0	13.0	6.0	16260.0	2206058.0
11445	1103035300.0	0.0	4294901800.0	74099.0	138528.0	153028.0	262122.0	262143.0	147832.0	45599.0	60370.0	100896.0	28.0	22.0	36216.0	48.0	43.0	57460.0	15.0	8.0	18000.0	2206071.0
11446	1103050600.0	0.0	4294901800.0	56995.0	117917.0	158804.0	209457.0	262143.0	158024.0	39936.0	62459.0	116272.0	19.0	18.0	38540.0	17.0	16.0	46612.0	1.0	1.0	3700.0	2206101.0
11448	1103406300.0	0.0	4294901800.0	81167.0	133487.0	127768.0	262122.0	262143.0	132576.0	37933.0	49016.0	98096.0	25.0	20.0	39436.0	53.0	47.0	54636.0	59.0	78.0	77812.0	2206813.0
11449	1103457400.0	0.0	4294901800.0	72682.0	117617.0	124792.0	262122.0	262143.0	131864.0	36106.0	53095.0	112220.0	70.0	110.0	111524.0	41.0	61.0	94896.0	53.0	68.0	100596.0	2206915.0
11450	1104170800.0	0.0	4294901800.0	77047.0	121044.0	117868.0	262122.0	262143.0	123872.0	24044.0	29736.0	94052.0	28.0	30.0	60564.0	49.0	40.0	49520.0	14.0	8.0	29628.0	2208342.0
11451	1104658000.0	0.0	4294901800.0	94526.0	140054.0	110568.0	262122.0	262143.0	128824.0	33672.0	41825.0	94664.0	21.0	21.0	33472.0	23.0	20.0	38412.0	7.0	3.0	11000.0	2209316.0
11452	1104702100.0	0.0	4294901800.0	76120.0	123193.0	137804.0	262122.0	262143.0	142788.0	35442.0	47260.0	101804.0	22.0	15.0	16736.0	51.0	51.0	56344.0	15.0	16.0	36904.0	2209404.0
11453	1104785700.0	0.0	4294901800.0	99517.0	173827.0	133560.0	262122.0	262143.0	159392.0	57559.0	81477.0	108272.0	52.0	63.0	88436.0	113.0	156.0	102100.0	41.0	50.0	30372.0	2209571.0
11454	1105111600.0	0.0	4294901800.0	97162.0	153801.0	118180.0	262122.0	262143.0	125176.0	56383.0	72458.0	97496.0	82.0	98.0	81888.0	201.0	247.0	92716.0	49.0	63.0	89640.0	2210223.0
11455	1105314000.0	0.0	4294901800.0	89092.0	156253.0	134408.0	262122.0	262143.0	148492.0	56235.0	75855.0	102304.0	55.0	53.0	64704.0	123.0	148.0	87960.0	44.0	49.0	42176.0	2210628.0
11456	1105352800.0	0.0	4294901800.0	79339.0	144653.0	145272.0	262122.0	262143.0	151160.0	56320.0	78075.0	105892.0	48.0	42.0	45400.0	59.0	86.0	100572.0	29.0	29.0	45272.0	2210706.0
11457	1105387500.0	0.0	4294901800.0	88017.0	172787.0	161684.0	262122.0	262143.0	163488.0	65588.0	98033.0	115088.0	97.0	136.0	97284.0	153.0	209.0	105896.0	67.0	77.0	70408.0	2210775.0
11459	1105486600.0	0.0	4294901800.0	68708.0	130872.0	151640.0	262122.0	262143.0	135000.0	42207.0	55327.0	98964.0	40.0	27.0	21400.0	44.0	62.0	79100.0	19.0	10.0	22236.0	2210973.0
11461	1105576100.0	0.0	4294901800.0	73494.0	134605.0	144556.0	262122.0	262143.0	144948.0	53587.0	78067.0	111700.0	79.0	98.0	84480.0	103.0	118.0	74280.0	46.0	50.0	69164.0	2211152.0
11463	1106000900.0	0.0	4294901800.0	79674.0	145322.0	143356.0	262122.0	262143.0	133736.0	49998.0	65353.0	99168.0	52.0	49.0	52248.0	81.0	83.0	71424.0	34.0	44.0	89192.0	2212002.0
11464	1106020000.0	0.0	4294901800.0	78978.0	140470.0	140152.0	262122.0	262143.0	141648.0	46751.0	62392.0	100960.0	36.0	43.0	63848.0	92.0	121.0	91224.0	15.0	13.0	39752.0	2212040.0
11467	1106920700.0	0.0	4294901800.0	65203.0	108911.0	134012.0	262122.0	262143.0	120744.0	26077.0	33289.0	97356.0	4.0	3.0	13084.0	29.0	23.0	48028.0	34.0	34.0	27692.0	2213841.0
11470	1107378400.0	0.0	4294901800.0	90532.0	146039.0	119716.0	262122.0	262143.0	144608.0	44401.0	57199.0	98488.0	29.0	20.0	26468.0	63.0	79.0	82204.0	15.0	15.0	44656.0	2214757.0
11471	1107765900.0	0.0	4294901800.0	62577.0	114047.0	151956.0	256706.0	262143.0	144484.0	36158.0	52858.0	112480.0	37.0	36.0	49780.0	77.0	99.0	89676.0	35.0	36.0	34100.0	2215532.0
11472	1107804700.0	0.0	4294901800.0	74006.0	114934.0	122268.0	262122.0	262143.0	129736.0	29811.0	37807.0	96664.0	13.0	6.0	12988.0	23.0	18.0	24236.0	25.0	21.0	46848.0	2215609.0
11474	1107981600.0	0.0	4294901800.0	69693.0	131226.0	150316.0	262122.0	262143.0	131204.0	49052.0	65158.0	100604.0	29.0	21.0	32996.0	40.0	40.0	52652.0	19.0	15.0	28728.0	2215963.0
11477	1108639200.0	0.0	4294901800.0	88424.0	155332.0	138600.0	262122.0	262143.0	147516.0	46830.0	60739.0	97844.0	47.0	42.0	57104.0	68.0	71.0	57064.0	46.0	43.0	34208.0	2217278.0
11478	1108716000.0	0.0	4294901800.0	71321.0	120846.0	132512.0	262122.0	262143.0	131608.0	32729.0	43563.0	100980.0	32.0	34.0	61636.0	61.0	71.0	81116.0	22.0	25.0	55224.0	2217432.0
11479	1108745500.0	0.0	4294901800.0	82155.0	154521.0	153004.0	262122.0	262143.0	161868.0	37403.0	53184.0	108236.0	29.0	33.0	61312.0	75.0	89.0	70804.0	11.0	19.0	24716.0	2217491.0
11480	1108772500.0	0.0	4294901800.0	74296.0	118875.0	121264.0	261835.0	262143.0	117124.0	35221.0	48201.0	104100.0	9.0	7.0	28964.0	55.0	59.0	71972.0	16.0	17.0	20400.0	2217545.0
11481	1108791800.0	0.0	4294901800.0	80063.0	141852.0	142000.0	262122.0	262143.0	156980.0	48955.0	68374.0	106932.0	46.0	48.0	38672.0	73.0	83.0	76256.0	15.0	14.0	32140.0	2217584.0
11482	1109354800.0	0.0	4294901800.0	92630.0	141643.0	112724.0	262122.0	262143.0	109432.0	37504.0	47390.0	96332.0	44.0	41.0	57456.0	83.0	95.0	84064.0	13.0	8.0	11268.0	2218710.0
11483	1109492500.0	0.0	4294901800.0	84407.0	140483.0	130840.0	262122.0	262143.0	135520.0	36058.0	46941.0	99612.0	19.0	19.0	47312.0	42.0	36.0	38348.0	10.0	3.0	10356.0	2218985.0
11484	1109539000.0	0.0	4294901800.0	81693.0	142412.0	137440.0	262122.0	262143.0	144044.0	49932.0	64666.0	98368.0	27.0	26.0	33632.0	50.0	59.0	76388.0	50.0	61.0	60728.0	2219078.0
11485	1109565600.0	0.0	4294901800.0	65880.0	110260.0	135296.0	262122.0	262143.0	123244.0	38818.0	51247.0	100484.0	22.0	21.0	42868.0	48.0	52.0	76508.0	29.0	36.0	43292.0	2219131.0
11487	1109644300.0	0.0	4294901800.0	72710.0	114211.0	119976.0	262122.0	262143.0	115976.0	37487.0	48209.0	96816.0	29.0	32.0	51712.0	40.0	52.0	65696.0	21.0	23.0	44416.0	2219289.0
11491	1109965700.0	0.0	4294901800.0	74916.0	120149.0	114652.0	262122.0	262143.0	129564.0	26105.0	34935.0	101480.0	21.0	16.0	29524.0	44.0	51.0	79160.0	29.0	37.0	51212.0	2219931.0
11492	1109972000.0	0.0	4294901800.0	82256.0	156741.0	154444.0	262122.0	262143.0	170256.0	49356.0	71577.0	112484.0	41.0	42.0	71296.0	137.0	164.0	80852.0	48.0	62.0	69520.0	2219944.0
11493	1109974000.0	0.0	4294901800.0	61464.0	92632.0	117584.0	230075.0	262143.0	109196.0	20372.0	25587.0	96812.0	43.0	43.0	68204.0	21.0	18.0	38700.0	266.0	278.0	72428.0	2219948.0
11495	1109991600.0	0.0	4294901800.0	79490.0	140033.0	136772.0	262122.0	262143.0	152000.0	36096.0	49435.0	104648.0	21.0	17.0	18788.0	63.0	78.0	62144.0	8.0	3.0	9572.0	2219983.0
11497	1110254500.0	0.0	4294901800.0	83514.0	145994.0	137688.0	262122.0	262143.0	134304.0	38017.0	48727.0	97228.0	40.0	35.0	53716.0	53.0	52.0	42628.0	17.0	15.0	37612.0	2220509.0
11498	1110335000.0	0.0	4294901800.0	79881.0	133662.0	134456.0	262122.0	262143.0	145516.0	33467.0	44854.0	101672.0	14.0	11.0	25888.0	47.0	54.0	76672.0	14.0	21.0	33852.0	2220670.0
11499	1110356600.0	0.0	4294901800.0	71560.0	132151.0	155160.0	262122.0	262143.0	156960.0	48539.0	69724.0	109660.0	29.0	38.0	77712.0	69.0	88.0	90732.0	21.0	22.0	43800.0	2220713.0
11500	1110379300.0	0.0	4294901800.0	84891.0	132813.0	123932.0	262122.0	262143.0	144156.0	49957.0	64605.0	97688.0	39.0	42.0	59088.0	66.0	78.0	77488.0	36.0	41.0	24680.0	2220759.0
11502	1110817900.0	0.0	4294901800.0	71882.0	125600.0	133912.0	262122.0	262143.0	134748.0	27676.0	35669.0	97532.0	20.0	22.0	49720.0	50.0	43.0	40228.0	10.0	4.0	18004.0	2221636.0
11503	1110852000.0	0.0	4294901800.0	73108.0	172422.0	191972.0	262122.0	262143.0	163876.0	61240.0	104095.0	131888.0	37.0	72.0	116272.0	72.0	103.0	66848.0	32.0	39.0	60712.0	2221704.0
11504	1110931000.0	0.0	4294901800.0	98138.0	164110.0	126704.0	262122.0	262143.0	145836.0	37158.0	49803.0	102268.0	21.0	23.0	35908.0	55.0	57.0	49204.0	11.0	10.0	43288.0	2221862.0
11505	1110987800.0	0.0	4294901800.0	88761.0	137504.0	116732.0	262122.0	262143.0	142928.0	28378.0	36940.0	99444.0	6.0	2.0	7348.0	74.0	58.0	65608.0	24.0	14.0	15792.0	2221976.0
11506	1111011700.0	0.0	4294901800.0	73822.0	129560.0	136388.0	262122.0	262143.0	135256.0	34909.0	49174.0	107556.0	31.0	33.0	60624.0	59.0	62.0	69920.0	18.0	15.0	25496.0	2222023.0
11507	1111291800.0	0.0	4294901800.0	76175.0	129923.0	142064.0	262122.0	262143.0	124608.0	35924.0	45724.0	96880.0	26.0	30.0	76180.0	79.0	84.0	72444.0	14.0	13.0	39536.0	2222584.0
11509	1111379600.0	0.0	4294901800.0	69449.0	120635.0	137860.0	262122.0	262143.0	131108.0	33109.0	43374.0	99884.0	29.0	34.0	68524.0	149.0	150.0	64472.0	26.0	26.0	28172.0	2222759.0
11510	1111474200.0	0.0	4294901800.0	81535.0	156447.0	154136.0	262122.0	262143.0	150832.0	56210.0	76369.0	103116.0	73.0	80.0	74872.0	109.0	117.0	62380.0	44.0	55.0	80580.0	2222948.0
11511	1111548300.0	0.0	4294901800.0	80753.0	146547.0	144864.0	262122.0	262143.0	129224.0	37165.0	47511.0	97256.0	52.0	51.0	51416.0	81.0	93.0	77588.0	20.0	15.0	31224.0	2223097.0
11512	1111576200.0	0.0	4294901800.0	64943.0	103937.0	125740.0	262122.0	262143.0	113472.0	26079.0	33356.0	96400.0	30.0	22.0	45972.0	27.0	25.0	34532.0	19.0	20.0	54376.0	2223152.0
11513	1111596200.0	0.0	4294901800.0	81970.0	168275.0	163928.0	262122.0	262143.0	164020.0	61009.0	92240.0	116720.0	52.0	54.0	67728.0	69.0	85.0	76132.0	34.0	32.0	43884.0	2223192.0
11514	1111625300.0	0.0	4294901800.0	65980.0	120277.0	142708.0	262122.0	262143.0	128256.0	29724.0	39764.0	102624.0	8.0	2.0	7668.0	33.0	29.0	39860.0	13.0	10.0	23844.0	2223251.0
11515	1111684500.0	0.0	4294901800.0	83999.0	155996.0	144536.0	262122.0	262143.0	149388.0	57315.0	76294.0	100516.0	17.0	17.0	33960.0	74.0	71.0	67896.0	13.0	4.0	17384.0	2223369.0
11516	1111930600.0	0.0	4294901800.0	81959.0	132371.0	126440.0	262122.0	262143.0	133812.0	36961.0	48054.0	98728.0	37.0	38.0	54228.0	94.0	114.0	85056.0	13.0	7.0	17240.0	2223861.0
11517	1111950700.0	0.0	4294901800.0	82357.0	165820.0	163380.0	262122.0	262143.0	166784.0	62733.0	95014.0	116192.0	49.0	41.0	52584.0	71.0	85.0	75356.0	64.0	83.0	78164.0	2223902.0
11518	1112062300.0	0.0	4294901800.0	86455.0	148697.0	135932.0	262122.0	262143.0	141044.0	40848.0	51022.0	94844.0	46.0	37.0	42968.0	47.0	43.0	59180.0	33.0	26.0	40416.0	2224125.0
11519	1112080600.0	0.0	4294901800.0	78585.0	124240.0	124580.0	262122.0	262143.0	131952.0	39856.0	53447.0	102048.0	26.0	28.0	58036.0	49.0	58.0	75636.0	10.0	3.0	9012.0	2224161.0
11520	1112096400.0	0.0	4294901800.0	69663.0	132378.0	153828.0	262122.0	262143.0	144776.0	39060.0	50356.0	98024.0	79.0	72.0	61464.0	73.0	94.0	86200.0	29.0	32.0	45920.0	2224193.0
11521	1112113200.0	0.0	4294901800.0	71538.0	172391.0	209340.0	262122.0	262143.0	192128.0	35513.0	73029.0	173888.0	11.0	7.0	23764.0	38.0	72.0	84184.0	22.0	21.0	35508.0	2224226.0
11522	1112275100.0	0.0	4294901800.0	88362.0	147049.0	128272.0	262122.0	262143.0	142768.0	33886.0	42530.0	95428.0	25.0	22.0	26920.0	36.0	36.0	34260.0	21.0	27.0	71444.0	2224550.0
11524	1112444300.0	0.0	4294901800.0	76253.0	138866.0	143348.0	262122.0	262143.0	132712.0	44337.0	57926.0	99492.0	31.0	32.0	59388.0	62.0	75.0	80628.0	42.0	42.0	59496.0	2224889.0
11525	1112470000.0	0.0	4294901800.0	88715.0	164562.0	146852.0	262122.0	262143.0	155508.0	66510.0	92100.0	105912.0	34.0	40.0	77232.0	78.0	90.0	83516.0	18.0	21.0	24592.0	2224940.0
11526	1112491100.0	0.0	4294901800.0	71056.0	123549.0	139884.0	262122.0	262143.0	130504.0	36269.0	47202.0	98636.0	57.0	56.0	59484.0	85.0	90.0	60548.0	46.0	68.0	93036.0	2224982.0
11527	1112511100.0	0.0	4294901800.0	98311.0	173042.0	128432.0	262122.0	262143.0	163784.0	58368.0	87369.0	115284.0	80.0	100.0	80900.0	230.0	324.0	107596.0	44.0	47.0	53088.0	2225022.0
11528	1112539600.0	0.0	4294901800.0	92975.0	154021.0	118996.0	262122.0	262143.0	151360.0	54322.0	74432.0	104900.0	46.0	48.0	67116.0	100.0	103.0	67460.0	36.0	37.0	50040.0	2225079.0
11529	1112582900.0	0.0	4294901800.0	67869.0	116422.0	131840.0	262122.0	262143.0	114004.0	30292.0	39735.0	100300.0	18.0	11.0	22960.0	22.0	23.0	24340.0	6.0	2.0	8260.0	2225166.0
11530	1112606500.0	0.0	4294901800.0	80340.0	148603.0	145152.0	262122.0	262143.0	152292.0	50753.0	67242.0	100484.0	26.0	32.0	59596.0	88.0	91.0	57892.0	5.0	2.0	7568.0	2225213.0
11531	1112630000.0	0.0	4294901800.0	61838.0	103474.0	134912.0	247822.0	262143.0	122912.0	29968.0	38822.0	97860.0	6.0	4.0	12628.0	36.0	44.0	54592.0	4.0	4.0	19860.0	2225260.0
11532	1112713900.0	0.0	4294901800.0	75773.0	152649.0	160536.0	262122.0	262143.0	158220.0	52674.0	74329.0	108636.0	33.0	39.0	86172.0	66.0	76.0	83052.0	34.0	41.0	25948.0	2225428.0
11533	1112851800.0	0.0	4294901800.0	76000.0	139182.0	144204.0	262122.0	262143.0	125320.0	44479.0	58807.0	101312.0	52.0	50.0	63248.0	65.0	81.0	81440.0	48.0	27.0	23684.0	2225704.0
11535	1112893300.0	0.0	4294901800.0	67285.0	123178.0	149124.0	262122.0	262143.0	137404.0	40582.0	55072.0	103352.0	27.0	32.0	64076.0	57.0	60.0	59736.0	26.0	26.0	42300.0	2225787.0
11536	1112909200.0	0.0	4294901800.0	80358.0	159151.0	157728.0	262122.0	262143.0	168336.0	61515.0	90474.0	111804.0	47.0	52.0	77612.0	61.0	65.0	62768.0	24.0	11.0	20660.0	2225818.0
11537	1112931800.0	0.0	4294901800.0	75363.0	122706.0	132684.0	262122.0	262143.0	131024.0	31814.0	40783.0	98340.0	24.0	25.0	56480.0	42.0	43.0	55856.0	19.0	17.0	44068.0	2225864.0
11538	1112945300.0	0.0	4294901800.0	85411.0	162265.0	146764.0	262122.0	262143.0	169872.0	62460.0	95918.0	118404.0	60.0	67.0	75340.0	143.0	196.0	101468.0	65.0	82.0	61836.0	2225891.0
11541	1113003600.0	0.0	4294901800.0	71884.0	119657.0	129196.0	262122.0	262143.0	139124.0	29179.0	37764.0	98724.0	24.0	15.0	13488.0	40.0	49.0	82524.0	10.0	4.0	11220.0	2226007.0
11542	1113005000.0	0.0	4294901800.0	58239.0	95840.0	129516.0	247997.0	262143.0	118020.0	29938.0	38002.0	95476.0	10.0	7.0	15844.0	32.0	35.0	61712.0	1.0	1.0	4316.0	2226010.0
