	segment	fragments
0	PB2_vRNA	237542.0
0	PB1_vRNA	130995.0
0	PA_vRNA	268141.0
0	HA_vRNA	159828.0
0	NP_vRNA	259672.0
0	NA_vRNA	181949.0
0	M_vRNA	149651.0
0	NS_vRNA	168545.0
