	segment	fragments
0	PB2_vRNA	187886.0
0	PB1_vRNA	169947.0
0	PA_vRNA	240365.0
0	HA_vRNA	87113.0
0	NP_vRNA	147179.0
0	NA_vRNA	175998.0
0	M_vRNA	136797.0
0	NS_vRNA	133887.0
