	segment	fragments
0	PB2_vRNA	207079.0
0	PB1_vRNA	144232.0
0	PA_vRNA	185830.0
0	HA_vRNA	97766.0
0	NP_vRNA	210255.0
0	NA_vRNA	216900.0
0	M_vRNA	116137.0
0	NS_vRNA	114015.0
