	segment	fragments
0	PB2_vRNA	244413.0
0	PB1_vRNA	131420.0
0	PA_vRNA	207678.0
0	HA_vRNA	103232.0
0	NP_vRNA	183400.0
0	NA_vRNA	207392.0
0	M_vRNA	104074.0
0	NS_vRNA	103493.0
