"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
67016.6,28651.3,68.2526,16.107,225.59,0.961737
62741.3,32876.3,38.7733,14.4566,149.286,0.962411
45336.2,23744.7,37.686,3.8945,105.703,0.965087
39669.5,33684.8,64.2703,12.7402,170.972,0.969145
78060.8,48565.4,67.9464,23.6992,201.871,0.969359
91052.7,47197.6,67.0787,18.4176,287.438,0.970336
41470.4,31418.3,56.8442,23.7652,161.359,0.972031
43798.5,24563,33.6993,-10.3754,90.0491,0.973104
110914,62648.2,52.9606,38.819,306.074,0.973245
31102.6,19440.3,23.3968,26.208,81.1765,0.977031
71186.3,54025.3,45.4007,0.462052,203.013,0.980021
60485.9,23810.6,45.4525,17.5594,182.576,0.999516
63971.7,33896.6,36.4434,13.2683,155.541,1.00835
76264.9,32016.1,25.5193,9.43947,119.877,1.00966
79051.1,45945.8,75.545,43.6391,240.93,1.01639
61389.8,35737.5,40.0159,3.23441,195.66,1.01933
48751,24755,40.9996,11.3539,150.869,1.01998
40444.9,27689.8,60.029,1.84822,166.526,1.02471
69840.7,47062.6,76.6149,35.0554,346.883,1.02693
69724.5,30020.4,37.4789,5.74279,165.952,1.03142
114877,59496.4,51.9767,51.1668,285.184,1.03189
61857.3,35636.3,34.8383,17.2953,187.87,1.03208
74455.4,38351.6,50.5787,16.6351,193.517,1.03424
95430.7,64457.7,90.7568,25.8119,315.267,1.04456
68246.3,41193.4,65.6492,30.1034,269.525,1.0447
46671.3,30337.7,52.0285,18.8798,144.61,1.04749
49964.8,41425.5,52.2356,64.8363,157.05,1.04955
78983.8,41892.6,37.0129,27.5945,238.66,1.05078
78794.5,57470.5,45.5561,43.8372,261.257,1.05675
93070.5,51614.2,66.4661,12.2781,217.907,1.05801
23275.7,33192.4,30.4894,5.67678,178.496,1.06212
129678,72254.2,88.1147,38.0266,332.423,1.06682
99854,52664.3,61.8691,8.38326,286.523,1.06937
101285,59638,66.7724,1.91423,310.146,1.072
84974.7,40456.1,54.8765,-3.04427,188.871,1.07581
42052.1,23636.2,65.8023,5.47875,131.209,1.07884
96567.8,55271.5,112.346,37.0362,240.15,1.08007
23550.8,19004.6,37.5306,31.4239,113.806,1.08025
72712.9,46349.9,59.0576,15.4468,218.049,1.08598
58705.2,34555.7,48.611,28.849,151.947,1.09112
68917.1,40337,84.5558,26.8023,230.139,1.09566
82187.9,52795.4,74.3219,63.1193,323.466,1.0991
60123.2,38931.5,61.1025,20.1341,195.303,1.10038
61529.7,35816.1,81.5032,16.3711,187.512,1.1007
72913.8,62716.7,73.2514,23.7652,344.022,1.10335
130532,61367.8,85.1152,36.8381,360.961,1.10361
56063.7,65091,121.691,70.0534,398.719,1.10467
51561.6,53819.2,58.6485,22.6429,246.036,1.1099
73491.6,32838.8,58.4951,26.5382,182.004,1.11743
80308.8,56441.8,35.4596,39.2812,243.271,1.12933
54321.4,41029.4,49.1288,25.3498,171.116,1.13032
80394.2,35374.8,49.9573,45.7521,250.074,1.1422
95324,55636.2,88.9786,6.00684,339.832,1.14708
64376.8,66018.7,65.7513,40.5357,342.137,1.14865
48191.5,61322.9,71.7217,18.9458,351.626,1.1518
42758.3,17590.2,39.2392,-2.85789,113.083,1.15631
41601.7,34181.5,68.865,-2.98214,219.331,1.1579
47921.1,22525.3,56.6371,-1.36682,130.344,1.1588
24983.5,33708.4,66.2108,0.858098,195.803,1.16198
87568,42780.2,72.0787,37.6305,304.599,1.17632
72775.4,37931.7,77.8375,18.0215,202.87,1.17718
73251.5,40253.7,52.3392,-5.03237,191.159,1.17748
42839.8,31247,32.1979,34.9233,150.509,1.18115
102984,61950.1,53.6855,57.7703,410.678,1.18208
92005.8,55997.2,119.823,23.2371,312.742,1.18505
74992.7,42721.4,40.3265,18.7477,304.108,1.18572
80315.8,51185.2,74.8825,29.9054,234.543,1.19063
52788.6,64555.2,60.8469,38.6209,314.986,1.19353
59581.3,71281.4,68.2016,20.9264,300.313,1.19801
44347,23823.5,57.828,9.04339,193.946,1.19837
52703.9,59045,35.0972,11.4199,226.23,1.19845
41937.7,56634.6,40.1712,6.33689,299.259,1.20116
101970,46827.2,48.3004,28.1227,269.101,1.20363
57423,33386.1,37.7895,-4.16258,155.756,1.20487
123942,67038.1,77.8375,30.1695,366.459,1.20499
96454,58739,89.9948,68.2043,351.207,1.2112
93442.1,55792.3,76.5131,44.9598,252.766,1.21424
46769.4,39525.5,51.5107,40.7998,250.499,1.21951
58427.8,26600.2,69.8854,34.7913,162.866,1.22263
66819.2,26196.1,70.7526,56.0534,302.914,1.25787
103725,61549.5,65.3428,21.9827,290.607,1.27416
51338.9,48104.9,58.7508,8.97738,213.278,1.27803
92530,67387.4,91.5694,18.0215,362.841,1.27842
67869.5,59567.5,60.0802,30.3015,272.067,1.28465
89982,47557.4,66.5171,22.973,216.91,1.28858
69848.1,28685.8,38.4108,14.7867,160.21,1.29065
75239.3,60541,56.3264,46.2804,307.479,1.29288
61952.4,37840,62.2779,11.75,238.802,1.2944
85248.3,36509.4,77.8884,39.8754,206.151,1.29622
29766.3,22977.5,40.8961,37.1022,119.082,1.29796
75898.1,57433.9,71.1097,35.6496,339.343,1.30166
53335.3,30962.3,40.1712,18.3516,167.028,1.30863
76397.5,47563.2,44.6758,-0.93192,246.957,1.3103
17280.1,21711.9,35.8221,18.3516,51.9072,1.31047
40105.1,50504.4,44.7794,1.18814,212.709,1.31408
53671.2,43100.2,53.5819,28.1887,247.382,1.31593
52388.6,28853.4,50.6822,13.2683,130.271,1.31654
102743,57058.2,84.1998,24.4915,314.986,1.31722
67141.3,47409.2,45.5561,64.4401,245.681,1.31885
56189.9,20999.6,51.1483,17.5594,165.665,1.32144
