"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
100971,78053,22540.8,5032.62,451.566,1.9563
56439.2,43769.7,144.243,674.585,288.987,1.95698
127626,78011,652.914,569.595,419.788,1.95773
59206.3,44217.9,585.981,634.173,291.099,1.96594
91486.6,44084.8,468.986,563.858,303.616,1.96667
82856.1,29994.7,477.825,419.577,201.157,1.97812
108910,46473.8,1214.15,916.202,248.587,1.98842
49614.2,43980.1,481.309,1158.19,443.534,2.03041
91881.8,39804.2,275.466,535.496,299.892,2.03988
97801.3,52388.4,299.545,742.74,417.098,2.04171
40676.2,40361.8,92.8389,431.485,249.437,2.04673
92059.9,45526.9,234.201,486.507,330.325,2.04985
38509.4,63334.1,104.299,4273.54,328.226,2.05
69191.6,47458.3,43886.3,9583.49,309.514,2.05124
109421,60483.4,14834.7,4989,352.95,2.05446
120150,51665,223.8,596.047,383.407,2.05649
72699.5,35670.3,328.65,614.791,257.862,2.05833
43691.4,38610.7,1388.64,433.447,258.569,2.06049
88201.9,50222.2,3143.03,405.242,285.466,2.09848
90597.7,47360,2946.08,2102.04,331.025,2.11399
94109.3,72267.1,5908.08,960.685,461.232,2.12198
84293.9,33511.1,133.383,431.791,227.723,2.14191
118745,52120.8,1956.84,652.951,395.258,2.14375
65093.5,35973.4,141.581,465.345,202.156,2.16678
48630.2,28734,22901.8,4225.45,244.476,2.17421
97355.7,60309.7,35609.7,11689.8,923.729,2.17786
122449,91326.9,60832.9,6878.13,475.941,2.17995
57840,28141.8,42914.6,2653.86,190.515,2.19865
73786.9,50678,23978,11096.1,307.759,2.20784
88059.6,41133.4,543.907,526.409,214.988,2.24094
95198.5,47172,1602.15,402.9,311.76,2.2687
59440,28620,252.577,455.649,156.331,2.27216
68248.5,33245.1,209.713,444.1,210.001,2.27552
116193,66009.8,862.286,737.708,530.968,2.2767
90971.1,50222.7,4029.04,3264.58,264.297,2.28091
74179.1,40893.7,30435.7,5407.75,279.475,2.28519
105877,51175.1,18885.3,5776.54,296.587,2.29103
118321,89033.2,307.057,572.163,546.79,2.29364
78522.9,31642.8,717.07,485.475,253.049,2.31332
86018.6,32499,244.283,654.361,299.821,2.34965
106087,68730.1,345.192,600.918,473.617,2.38141
61410.9,28144.7,209.02,452.474,996.792,2.38535
56118.7,28915.6,5069.86,2512.46,904.495,2.38545
74342.6,71522.2,39888.3,8322.04,378.203,2.38813
51068.9,21430.6,598.451,1001.13,164.804,2.40507
58104.3,32875.4,285.308,547.387,233.052,2.43307
76143,44677.3,467.122,492.935,283.775,2.43474
122854,90356.8,87567.4,4571.75,434.941,2.43896
67632.6,53639.4,38559.8,6780.28,293.281,2.44547
58493.9,23899.6,335.919,6145.27,158.774,2.45094
94665.9,34422,246.69,601.868,260.267,2.45883
47521.4,28033.5,36611.1,3531.17,199.73,2.45946
79003.9,35901.5,409.54,553.622,445.938,2.48077
69219.6,52839.7,43843.4,5434.9,257.72,2.48531
70432.4,45089.1,178.865,511.511,286.523,2.49254
91727.1,49972.8,14281.2,3525.52,282.507,2.5084
75073.1,28328.5,13242.9,3154.92,234.827,2.51469
74029.6,32989.8,318.036,479.158,191.087,2.51765
51632.3,34662.8,1081.11,387.532,196.517,2.52843
89746.9,33445,147.055,379.181,209.787,2.53709
58359.7,36533,42144.2,7180.88,217.694,2.54179
65308.3,25183.4,91.5186,438.103,197.802,2.54358
102510,31517.6,572.438,442.449,238.518,2.54974
37304,15882.2,148.209,360.642,96.2861,2.55022
43765.3,47814.1,10702.3,4222.09,282.013,2.55915
48443.8,39070.6,11835.5,6086.62,258.286,2.59422
46471.3,34839.5,30303.5,4527.58,6154.48,2.59832
76306.7,77104.2,63234.9,6795.06,351.138,2.60863
86766.9,33603.3,300.466,651.952,243.696,2.61866
123351,80605.8,953.723,637.946,489.455,2.62634
113956,63684.6,2373.69,800.146,460.752,2.6337
75527,53977,19121.1,4907.18,276.231,2.6413
34442.5,68425,1105.03,906.82,406.395,2.64528
53399.6,24955.8,118.359,686.271,198.659,2.65175
50846,27881.9,144.745,462.359,169.395,2.68862
65826.1,26112.1,196.922,271.31,247.807,2.69785
79020.9,44293.3,679.853,355.858,278.558,2.72643
95978.4,38867,114.621,2297,328.366,2.73623
46022.1,35962.1,12244.6,6271.88,213.35,2.73937
84735.1,48513.6,713.27,914.711,361.17,2.74392
69705.4,27247.8,1391.42,456.198,303.897,2.74932
105473,47131.2,24920.9,4891.77,299.892,2.76001
71503.8,63731.8,21279.3,1382.41,365.693,2.76304
52345,38866.1,176.472,601.571,341.718,2.76826
58089.8,24729.9,3628.12,1105.88,198.802,2.77477
44499.6,21955.8,26361.7,3343.92,165.737,2.78185
66033.3,30849.1,19525.8,5117.61,225.946,2.7824
84615.8,44128.3,15687.7,3911.76,297.501,2.79165
61429.6,37734.4,10947.9,5450.49,258.923,2.79925
92387.3,34493.4,2112.19,479.948,286.523,2.81348
58435.1,28748,483.027,274.527,157.624,2.81405
72146.5,36809.1,202.43,701.798,299.892,2.8242
67043.1,37651.7,393.771,645.248,236.247,2.83159
66769,36595.5,32187.7,4339.45,150.437,2.83425
49053.8,29573.7,24242.3,3278.8,134.021,2.84806
85730.3,35976.4,452.418,417.979,241.923,2.85321
62319.9,31262.6,106.73,283.412,148.567,2.85323
53663.3,44306.1,39012.6,4579.33,244.547,2.87702
67385.6,34342,22501.3,4147.6,241.498,2.88439
88655.3,35496,1154.62,3253.27,252.482,2.89498
47679.8,67965.8,52135.7,6862.29,326.756,2.90209
51882.4,22579.7,1731.98,1343.39,167.387,2.90228
84192.4,33017.3,165.787,555.958,305.021,2.90288
67330.2,30110.2,926.686,455.1,278.629,2.91155
70198.6,31601.4,3648.68,3077.63,255.668,2.91621
69907.8,34350.6,397.328,720.995,271.008,2.92004
87584,30191.3,350.996,433.875,221.821,2.92431
53668.3,37995.8,13431.9,2015.8,241.569,2.92891
54081.5,30966.7,693.005,437.123,176.275,2.93085
45155.1,30435.8,21960.2,6183.66,131.93,2.9403
67406.6,56288.6,518.004,476.544,319.823,2.9409
39833.4,48352.5,29899.3,5572.51,288.917,2.94751
36983.6,12491.3,331.01,488.812,109.033,2.95198
72769.3,51854.7,32148.7,10577.9,357.619,2.95201
78545.1,46771.8,129.002,491.662,238.305,2.9522
76295.1,47297.4,1582.43,1666.52,236.389,2.9636
107949,63302.9,41616.1,6273,434.184,2.97175
77225.1,72817.4,256.694,711.614,468.967,2.97754
107097,49508,25030.6,6454.73,341.508,2.98315
99119.4,43889.4,536.314,537.299,305.091,3.00055
105124,37159,132.88,605.606,245.823,3.00061
76681.3,63429.5,170.983,614.435,386.528,3.00598
107347,32953.2,678.294,422.035,251.845,3.02857
71777.5,30654.5,159.385,262.912,212.566,3.04297
103260,48312.6,425.248,413.737,308.321,3.04685
72988.5,41100.7,1955.62,453.696,229.642,3.05705
124801,76627.9,42082.6,5619.54,394.012,3.06981
72747.2,35387.4,657.688,398.707,190.086,3.10053
118105,78740.6,46541.4,5513.05,438.93,3.11588
72409.7,34449.7,144.193,490.571,267.83,3.11605
62649.8,67294.9,52589.5,6157.26,364.093,3.11969
54288.5,26200.8,492.946,431.485,168.248,3.12232
47289.4,27589.6,19958.6,6208.58,139.426,3.13384
54414.5,23487.8,546.084,457.175,189.515,3.14592
106860,56488.3,181.506,641.127,369.727,3.15331
57668.5,25910.3,187.48,508.792,189.3,3.15489
113070,57175.8,46174.8,6614.58,563.244,3.15932
112104,62307.6,176.621,387.037,384.032,3.15991
62989.5,30882.8,405.71,494.269,192.659,3.16083
70557.3,38994.5,16854.9,6354.95,345.906,3.16576
84123.4,51014.5,745.519,498.509,348.418,3.18602
48607.9,19100.2,2687.36,369.454,181.932,3.18903
62389.9,25506.3,1222.77,714.286,294.055,3.20839
84011.4,39818.5,1542.82,399.201,253.049,3.21553
101352,33811.2,1245.13,493.057,318.141,3.22932
106238,61200.1,1094.46,510.424,339.064,3.23726
86519.5,33657.1,397.186,547.867,266.487,3.26034
62692.6,51143.6,20323.1,3732.77,271.643,3.28469
