"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
33115.7,45454.7,61.4602,409.983,192.731,2.89683
61760.5,47587.8,53.1677,357.598,231.347,2.90398
45131.8,35563.7,90.198,930.677,210.428,2.91196
60926.8,38870.9,50.5269,394.079,216.839,2.91458
85173,43051.3,108.299,690.588,327.456,2.92432
42195.3,25511.1,66.2108,395.684,174.914,2.92836
72861.9,28117.1,30.6447,230.024,169.897,2.94098
80256.8,38042.3,35.0454,364.74,229.997,2.95612
41539.5,12020.2,39.291,315.933,81.9855,2.97074
86691,44631.9,190.066,791.2,277.218,2.98525
68082.3,39904.2,40.1194,507.825,271.431,2.99892
47533.1,32475.4,61.1025,376.147,201.586,3.0042
51039,28231.6,68.7119,325.191,215.558,3.01406
77692.2,40033.5,103.894,571.685,295.743,3.02778
86733.2,39081.9,98.3191,410.291,310.988,3.02787
91144,51814.9,42.1905,424.307,259.772,3.03293
21780.3,33677.1,44.2616,519.418,177.708,3.05232
49809.6,40013.1,61.7158,725.717,232.91,3.05595
96522.7,47441.9,100.651,748.58,369.866,3.06058
91262.9,55964.6,377114,11058.5,340.88,3.06899
76282.8,39951,73.0984,492.875,308.532,3.0703
41744,33942.9,75.545,354.739,198.802,3.07107
49280.9,33131.6,66.6192,314.681,188.514,3.07722
50767.4,26867.7,83.4876,260.637,194.946,3.07896
104765,59081.8,50.2162,434.182,391.864,3.07928
29827.4,47601.1,60.3358,536.518,262.883,3.08867
90494.6,71049.5,82.8262,373.484,377.786,3.09554
101005,39150.2,52.0803,436.816,284.339,3.10643
60502.3,26689.3,327.734,350.261,194.517,3.11459
50962.6,33764.3,93.6511,340.047,243.271,3.12185
85967.6,41685,72.2826,550.506,311.199,3.12703
42020.8,22628.6,86.5898,1062.89,189.586,3.13691
69623.2,68699.1,8758.97,1095.07,466.504,3.13787
99400.3,77029.6,115.126,951.552,527.785,3.13968
76242.5,34543.5,66.0066,286.811,253.474,3.14722
43405.5,30613.6,63.2997,631.046,192.445,3.15373
46215.9,26577.7,32.9745,297.435,172.263,3.15494
60540.5,45008.6,91.0615,379.491,271.643,3.16242
69131.1,46569.5,67.9464,656.651,283.634,3.16365
59201.3,33811.7,84.5558,407.828,252.695,3.16844
59108.9,30645.7,27.9525,323.066,198.802,3.20037
58083.5,36441.4,65.9044,547.747,200.943,3.20822
84675.3,55282.9,45.815,381.904,276.654,3.21257
93961.7,51434.1,46.0221,365.609,307.9,3.22547
88701.2,43817.8,66.5171,685.279,323.536,3.23597
62476.6,36063.5,59.8757,382.77,245.327,3.24691
68603.8,46601.7,45.5561,334.309,268.466,3.25046
54123.5,33938.6,59.1088,1331.59,215.344,3.25194
49948.9,36834.7,75.0354,546.907,247.17,3.26264
93520.5,37321,45.0383,366.353,273.973,3.27702
44282.6,18655.6,64.5257,458.639,109.25,3.28031
37162.4,27235.1,38.8768,410.906,132.363,3.30361
96498,39323.3,61.9202,514.047,293.844,3.32987
44787.3,26166.7,41.5174,342.789,152.81,3.3331
25253.3,18578.5,75.1883,323.253,103.024,3.33549
57285.1,32183.9,102.02,670.605,210.5,3.34165
84916.4,43013.6,146.252,471.496,302.422,3.34976
82803.2,50307.3,6489.58,2697.54,283.282,3.36112
61509.2,29926.9,66.1087,386.728,221.323,3.39773
51412.2,40743.7,95.7827,450.153,247.028,3.40392
70893.4,25520.5,83.6402,407.521,195.374,3.41686
90695.7,47812.6,47.4201,525.927,262.53,3.4197
73468.7,50216.3,69.1201,477.821,236.957,3.42052
54423.5,55606,106.983,1128.37,312.952,3.42598
92691.5,50304.4,65.3938,432.956,337.806,3.44686
108412,47914,63.8106,565.711,311.549,3.46112
59737,39704.3,75.5959,363.747,195.089,3.47476
49648.3,26693.8,53.5302,507.1,191.73,3.48174
84399.7,49742.9,54.4104,521.769,328.016,3.48199
69511.9,50516.2,633.477,423.386,287.65,3.48264
33305.1,16166.1,58.6997,300.198,89.3235,3.49331
75891.7,45490.1,75.545,366.725,341.299,3.49596
30976.1,29238.7,53.0124,454.794,178.209,3.50185
41276,21980.8,30.2823,310.86,117.999,3.51063
79691.8,37083.3,74.8315,537.72,288.213,3.52972
53206.9,38501.2,82.063,713.043,247.524,3.53218
54401.2,38445,72.9455,353.495,199.873,3.5397
61338.1,33415.4,68.2016,604.301,224.382,3.54341
31554.2,28359.4,17.6505,228.88,144.682,3.56242
71621.8,53006.6,68.3036,678.094,327.946,3.56698
100740,45063.4,65.1896,481.406,305.372,3.57328
94527.5,45245.3,95.0216,651.717,292.718,3.58266
71889.1,33914.2,11.0247,414.598,193.946,3.5854
90565.5,50157.3,81.8594,774.798,379.73,3.59173
69981.8,57127.4,122.195,1088.79,378.064,3.59428
63681.8,57020.7,641.125,1595.76,385.072,3.59708
59769.7,34686.3,71.3647,372.182,218.975,3.61533
63098.3,28570.7,65.7513,421.973,241.001,3.63387
73013.2,50884,59.4667,630.456,277.43,3.63799
67695.6,36150.8,77.1753,424.245,217.409,3.64353
104236,50995.2,106.629,473.929,341.089,3.64693
116756,66910.8,100.499,726.649,402.731,3.64964
50844.4,28767.4,47.5237,323.316,156.259,3.65509
77907.3,34626.9,25.6746,295.613,328.226,3.66516
58178.9,45812.8,76.8187,267.27,246.248,3.67609
77470.2,41571.3,34.683,471.861,226.444,3.6765
84929.6,50649.1,94.5648,382.214,381.048,3.68241
56827.6,20482.3,61.7158,288.321,137.264,3.71813
47729.7,30649.6,73.6592,425.105,164.732,3.72016
56887.5,61856.9,138.314,523.879,247.595,3.75724
76746.4,48877.1,64.781,424.798,255.314,3.77077
66047.7,44890.9,60.3358,437.184,291.311,3.77825
66926.1,32089.1,67.0787,434.672,191.373,3.79634
63670.7,39933.3,2030.5,534.534,234.827,3.80086
86502.9,44973.4,93.6511,515.738,273.126,3.80401
37071.9,21183.4,66.8234,212.841,129.045,3.80702
97243.6,48162.8,78.2958,490.753,306.777,3.80968
74621.8,38990.5,70.6506,508.611,202.941,3.81814
62171.7,32123.2,77.5319,386.11,241.782,3.83102
59396.1,27848.4,77.8884,427.621,171.474,3.83549
64626.7,31042.5,47.1612,322.628,197.374,3.83665
66015.3,51859,69.2732,455.527,326.476,3.83771
71253.5,40720.3,67.2318,552.304,229.5,3.83954
50466.4,18635.9,190.215,501.051,165.45,3.85406
83542.3,52752.3,51.6661,327.941,305.232,3.85781
26381.6,15607.4,8693.89,2041.09,91.8628,3.8615
113286,53707.8,120.328,592.838,328.366,3.88465
93212.9,37202.3,51.4589,538.501,279.193,3.90434
95438.5,58217.8,90.5028,741.063,300.946,3.90638
80104.9,35808.9,72.6905,788.529,293.422,3.90909
88001.6,31067.4,76.0545,367.594,217.053,3.91203
57592.6,47188.2,38.2037,668.322,152.091,3.91342
63895.5,49793.4,62.1246,489.115,266.77,3.91922
41523.2,30863.7,42.8118,411.891,167.53,3.91945
55473.7,30270.1,64.066,338.987,185.867,3.92611
66888.8,25404.3,99.6881,445.385,218.761,3.92952
32443.4,14812.5,60.7447,336.243,68.9682,3.93061
60942.2,34578.8,85.7255,363.995,268.748,3.93335
46315,31135.5,86.844,605.072,196.088,3.94247
115401,55914.8,104.502,835.87,323.256,3.95007
72986,35781.7,92.7373,440.062,233.62,3.95695
67302.2,38123.7,96.0872,609.697,195.517,3.96159
