"FSC-A","SSC-A","Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A","Time"
71519.804688,46441.304688,73.778618,3629.055908,152.153625,230.115829,44.229713
73070.453125,46747.718750,30.683672,3176.904053,183.479599,341.621674,44.232212
47561.808594,18381.156250,42.086258,2082.558838,119.925301,115.997513,44.232719
63205.656250,51873.089844,87.551888,2950.494141,130.889252,272.576599,44.233646
68354.453125,39136.695312,34.597889,3142.538574,246.190765,247.506760,44.233677
70557.484375,59495.359375,24.604057,4026.260010,132.985107,283.445374,44.235279
51239.804688,31689.445312,68.315132,3218.312256,160.908432,235.613571,44.235378
66849.140625,46511.984375,46.173225,4337.308105,274.069916,371.339020,44.235413
52103.355469,21548.699219,30.634008,1858.031128,99.843323,88.784782,44.236458
95532.289062,45135.480469,14.962428,3466.701416,204.498978,368.858490,44.236698
54924.921875,49892.617188,91.899414,2592.026855,140.416473,202.159698,44.238014
69225.085938,33917.097656,57.531029,2674.782715,255.608521,216.389313,44.238609
48451.636719,43706.859375,28.112316,3757.895508,157.811966,247.956741,44.239967
72859.726562,49625.140625,27.055719,3883.516846,269.046600,343.022339,44.240318
62950.101562,24013.835938,27.728216,3348.123291,212.713211,293.965332,44.240990
61759.609375,45804.667969,33.803913,2274.906982,90.322990,172.739868,44.243488
46349.457031,44787.421875,80.698494,2724.144775,93.792755,237.774521,44.246807
49708.554688,36363.605469,48.907280,2484.620117,49.557610,113.773758,44.247898
47850.968750,29866.773438,26.787264,3433.489746,93.792755,225.698853,44.248154
72396.539062,34920.089844,46.105106,3175.629150,240.679260,202.592941,44.248310
90432.046875,44897.425781,70.342178,3822.861328,334.415833,377.056732,44.248886
75431.593750,30723.046875,21.673958,3642.413574,153.029648,249.600510,44.249405
71260.578125,42772.031250,30.603746,2576.362061,255.608521,300.918121,44.249611
75107.781250,42928.910156,60.456425,4783.752930,307.473663,408.215759,44.250103
64229.820312,41467.105469,32.451988,3581.818848,126.289421,281.007446,44.251263
60838.773438,30577.292969,17.981226,3556.986084,215.849091,297.861267,44.251675
77915.750000,63035.996094,15.238105,2770.531738,192.056625,385.931519,44.252407
73546.554688,67147.570312,27.092026,3435.189941,231.637589,372.986206,44.253162
72604.515625,32073.660156,37.610611,2663.610840,136.634323,186.597549,44.254105
78721.656250,55839.539062,103.531876,4078.354248,134.066589,240.448883,44.254635
84900.367188,51692.023438,96.137703,4323.646973,194.265976,308.346863,44.254757
67736.343750,42897.640625,22.370939,6437.535645,213.380539,340.512329,44.255939
54643.312500,42124.324219,97.782715,2474.359131,117.011925,184.239395,44.256180
61325.648438,41777.808594,63.758636,2534.650146,82.151405,160.061874,44.256916
77420.296875,49112.843750,47.666054,4544.471191,119.180153,266.615051,44.257095
77909.140625,32762.140625,58.701874,3966.515625,301.754913,273.798492,44.257702
54980.441406,47918.628906,48.536156,2384.135010,161.581375,184.633362,44.257774
74736.132812,48945.449219,68.753677,5439.121094,219.650040,357.820282,44.258591
72681.914062,63962.855469,34.271404,4721.094238,261.238953,355.946167,44.258942
45644.214844,22994.404297,-9.096766,2465.130371,130.415878,202.967667,44.260109
72940.468750,39665.820312,89.664856,3369.798584,231.437973,282.924896,44.260208
63773.878906,36334.093750,86.741554,3270.406494,185.893082,204.205978,44.260399
64729.632812,36950.695312,71.602753,3101.676758,274.334137,273.431000,44.262993
79178.953125,41626.550781,141.737656,3691.593506,339.319092,379.146790,44.263424
84149.085938,54249.996094,79.346992,3358.505371,100.454857,232.732376,44.264248
44035.875000,25533.884766,29.674528,2857.173340,164.137894,176.667389,44.264610
53479.773438,21237.634766,52.956863,2141.999756,80.856621,213.290543,44.265087
73186.398438,45628.500000,24.199385,4748.112793,299.650055,287.866577,44.265205
51786.121094,24184.355469,50.737732,2496.763428,60.051056,177.908356,44.265846
60927.292969,20116.218750,75.344139,2003.628052,130.077759,173.146347,44.265965
78304.414062,55172.074219,36.767941,3811.750488,169.987030,408.082367,44.266388
46411.242188,25993.107422,34.585117,2257.481689,78.948029,231.627014,44.266430
57603.851562,27838.437500,64.389633,3307.625732,177.106171,223.732925,44.267246
51732.574219,58885.617188,111.730644,4719.818848,209.842819,406.449310,44.267742
67886.460938,38764.472656,31.979721,3974.894287,271.757050,368.722351,44.268066
52827.136719,32671.470703,113.723999,2799.979004,183.881912,232.590408,44.268539
62263.859375,23522.923828,74.096298,2730.823486,58.532238,186.037582,44.268883
88342.242188,47559.593750,-2.813919,3899.424316,345.458740,316.490509,44.269432
82613.367188,44397.617188,3.633376,3587.283447,183.010193,213.551697,44.269627
63384.765625,28762.644531,21.084890,3177.328857,148.041367,248.742798,44.269772
78716.148438,58725.070312,54.806496,4109.562500,220.249969,418.326050,44.270256
55664.609375,33122.480469,77.345444,2953.590576,174.689255,291.658478,44.270824
49430.640625,50896.152344,80.600952,3167.250000,144.128860,218.605255,44.271080
79410.382812,54484.867188,33.566319,3246.545166,231.970230,338.397034,44.271233
56376.367188,36173.253906,89.583244,2868.588135,145.545746,234.645599,44.271271
68557.945312,45281.511719,88.736626,3968.580078,332.715088,331.547211,44.271324
90764.359375,50119.511719,67.131844,4720.972656,300.307892,273.004272,44.272095
60544.058594,40263.347656,10.266653,3220.801514,151.412262,215.233307,44.272335
87331.875000,53625.171875,47.039040,4339.129395,205.033569,353.106567,44.272461
69860.945312,36982.503906,34.205997,3978.476807,193.529617,285.808746,44.272892
58728.871094,41968.464844,85.172119,1665.804077,-36.827782,182.664108,44.273685
57144.558594,39993.722656,65.019402,3213.819336,238.021347,252.039139,44.274384
46280.707031,33450.097656,136.106430,2951.101074,150.401184,302.572906,44.275654
61071.867188,26779.650391,41.343964,2015.528320,152.625351,149.665970,44.276123
87472.867188,52000.867188,71.684036,4128.262695,295.767273,437.304596,44.277065
64166.664062,39566.000000,98.946716,3212.604980,152.692719,228.516937,44.277451
57008.347656,39797.542969,11.449025,2822.626221,50.731194,126.197830,44.279018
55691.503906,28661.435547,66.141525,2161.550293,185.021652,189.384369,44.279678
80440.937500,39863.437500,56.881573,2624.145508,161.917831,126.511009,44.279865
53514.582031,32359.611328,103.802895,3310.175781,128.319168,230.541016,44.281731
47060.433594,36330.953125,71.482239,1743.763428,84.603981,142.679733,44.281834
44847.136719,30877.298828,12.905721,2517.164062,95.084930,162.487427,44.285259
63060.871094,49810.703125,84.303619,3496.695312,177.576004,274.320312,44.285583
90585.273438,51050.570312,41.524712,4191.893555,174.420654,335.653137,44.286182
80644.507812,66961.765625,49.710205,3451.826172,179.790512,358.167999,44.286240
70038.960938,28785.431641,27.336666,2630.824219,124.123619,188.153946,44.287189
70012.679688,39139.640625,58.669609,3468.644531,299.913208,287.788574,44.287392
79373.046875,35045.093750,42.876297,3694.447266,299.650055,416.551758,44.288708
49594.632812,31941.707031,-17.976894,2933.068359,113.893814,166.500992,44.288910
65646.132812,35154.722656,41.239395,3242.902100,224.647690,329.178558,44.289845
59172.906250,31322.654297,8.582155,2022.085693,161.514099,189.911804,44.290031
103723.484375,79511.937500,102.270477,5147.866699,268.253052,300.805176,44.291134
58724.656250,32035.234375,40.764149,2324.694092,199.351151,237.296432,44.292000
98016.070312,50984.335938,68.550301,3783.760254,292.870087,444.970093,44.292389
63818.269531,36199.429688,50.501793,3493.052002,131.430191,280.269135,44.293083
66605.015625,35001.203125,-0.174022,3194.754395,232.435913,326.039581,44.293587
87277.750000,32013.009766,45.863987,2568.468750,49.212448,152.730118,44.293877
42532.835938,27428.644531,42.774658,2590.266113,168.978943,145.338455,44.294094
73696.460938,65964.179688,38.895641,3060.693359,237.356674,404.641632,44.294792
39357.765625,31983.861328,92.556419,2709.147949,126.763077,154.512421,44.296528
51254.882812,33938.152344,63.196808,2729.730713,211.244797,262.586914,44.297466
57864.878906,46447.406250,38.222721,3113.698730,196.541428,282.676788,44.297905
81627.968750,48598.062500,65.454391,3829.054443,172.607285,232.843521,44.298336
54107.160156,53499.441406,2.567152,2782.857178,217.383087,247.232117,44.298557
64174.328125,28375.525391,58.118244,3498.091553,100.183067,208.576599,44.299301
67259.445312,34151.992188,55.197876,3380.120361,108.467346,290.056946,44.299801
70757.234375,38176.164062,58.329887,3819.400635,248.115311,424.740509,44.300602
49043.710938,36270.949219,98.192375,2220.566162,73.306717,107.138916,44.300613
83482.062500,46314.515625,25.939968,4098.087402,272.285797,375.918488,44.301193
110272.859375,58323.394531,75.644218,4724.979980,224.114807,424.537628,44.301952
75101.429688,53610.378906,14.784499,2659.117920,221.183090,281.478699,44.303001
73221.539062,41895.386719,6.821713,3243.266602,164.675964,258.270447,44.303066
83156.195312,48388.796875,72.492607,2806.779297,242.207047,400.106445,44.303772
62202.851562,34003.875000,21.097267,3452.736816,181.266403,174.654770,44.303864
76638.132812,33698.042969,0.383250,3825.108154,332.060822,305.170593,44.304272
54235.308594,28979.171875,30.708332,3167.978760,214.448166,247.471497,44.304455
38376.359375,40253.652344,12.317783,2078.794434,112.469810,116.438988,44.305874
64807.757812,49633.156250,10.061969,4100.394531,196.073029,339.369293,44.306671
68202.921875,41905.937500,6.516685,2605.748535,80.652153,264.099304,44.306820
66595.953125,22866.115234,43.638309,2076.183594,182.205429,271.540100,44.308834
59353.417969,41287.750000,49.245007,2943.693848,218.983383,246.593246,44.310383
66389.578125,33268.734375,-16.375689,2581.280029,257.463806,246.985474,44.310833
63470.398438,43208.796875,56.074303,3492.748779,129.469070,288.072968,44.312164
58222.699219,24620.378906,69.057381,2218.380371,136.769440,129.660553,44.312569
85947.757812,46533.113281,52.307114,3675.564453,220.050003,303.571991,44.313953
67860.070312,38649.421875,121.257240,2912.485840,205.300858,295.587158,44.314568
59883.015625,27755.796875,-7.852361,2539.385986,139.201035,224.310867,44.316532
60376.500000,40907.960938,59.465137,2843.147949,260.113281,279.999451,44.316776
62319.023438,30719.650391,115.508835,3115.034424,37.408123,234.172195,44.317020
60456.210938,28521.187500,21.530064,3085.222900,98.212280,192.553970,44.319786
67155.476562,47360.238281,2.921745,3544.660889,118.231636,251.143387,44.319931
51375.355469,28107.789062,12.776615,3178.179199,185.088699,220.014435,44.320530
