1/2-SBSRNA4	2
61E3.4	0
A1BG	5
A1BG-AS1	1
A1CF	0
A2LD1	8
A2M	0
A2ML1	0
A2MP1	0
A4GALT	7
A4GNT	0
AA06	0
AAA1	0
AAAS	78
AACS	60
AACSP1	0
AADAC	1
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	12
AAGAB	106
AAK1	7
AAMP	128
AANAT	0
AARS	385
AARS2	22
AARSD1	24
AASDH	5
AASDHPPT	61
AASS	0
AATF	125
AATK	0
AATK-AS1	0
ABAT	1
ABCA1	0
ABCA10	0
ABCA11P	2
ABCA12	1
ABCA13	0
ABCA17P	1
ABCA2	20
ABCA3	42
ABCA4	0
ABCA5	4
ABCA6	0
ABCA7	12
ABCA8	1
ABCA9	0
ABCB1	0
ABCB10	37
ABCB11	0
ABCB4	0
ABCB5	0
ABCB6	129
ABCB7	12
ABCB8	23
ABCB9	9
ABCC1	141
ABCC10	8
ABCC11	0
ABCC12	0
ABCC13	0
ABCC2	233
ABCC3	436
ABCC4	72
ABCC5	10
ABCC6	5
ABCC6P1	0
ABCC6P2	0
ABCC8	3
ABCC9	0
ABCD1	3
ABCD2	0
ABCD3	71
ABCD4	16
ABCE1	112
ABCF1	35
ABCF2	75
ABCF3	31
ABCG1	4
ABCG2	105
ABCG4	1
ABCG5	0
ABCG8	0
ABHD1	6
ABHD10	38
ABHD11	9
ABHD11-AS1	1
ABHD12	117
ABHD12B	0
ABHD13	8
ABHD14A	9
ABHD14A-ACY1	0
ABHD14B	33
ABHD15	31
ABHD16A	32
ABHD16B	3
ABHD2	63
ABHD3	51
ABHD4	113
ABHD5	13
ABHD6	12
ABHD8	20
ABI1	53
ABI2	32
ABI3	0
ABI3BP	0
ABL1	83
ABL2	3
ABLIM1	77
ABLIM2	0
ABLIM3	4
ABO	0
ABP1	0
ABR	69
ABRA	0
ABT1	18
ABTB1	16
ABTB2	42
ACAA1	28
ACAA2	79
ACACA	87
ACACB	7
ACAD10	15
ACAD11	0
ACAD8	6
ACAD9	51
ACADL	0
ACADM	22
ACADS	20
ACADSB	31
ACADVL	208
ACAN	0
ACAP1	0
ACAP2	15
ACAP3	9
ACAT1	57
ACAT2	172
ACBD3	45
ACBD4	15
ACBD5	59
ACBD6	39
ACBD7	1
ACCN1	0
ACCN2	1
ACCN3	0
ACCN4	0
ACCN5	0
ACCS	15
ACCSL	0
ACD	21
ACE	0
ACE2	0
ACER1	0
ACER2	0
ACER3	27
ACHE	0
ACIN1	29
ACLY	865
ACMSD	0
ACN9	14
ACO1	72
ACO2	103
ACOT1	10
ACOT11	5
ACOT12	0
ACOT13	41
ACOT2	49
ACOT4	0
ACOT6	0
ACOT7	64
ACOT8	7
ACOT9	55
ACOX1	30
ACOX2	11
ACOX3	17
ACOXL	0
ACP1	208
ACP2	23
ACP5	0
ACP6	11
ACPL2	10
ACPP	0
ACPT	0
ACR	0
ACRBP	0
ACRC	0
ACRV1	0
ACSBG1	0
ACSBG2	0
ACSF2	4
ACSF3	32
ACSL1	33
ACSL3	376
ACSL4	40
ACSL5	1
ACSL6	0
ACSM1	0
ACSM2A	0
ACSM2B	1
ACSM3	18
ACSM4	0
ACSM5	0
ACSS1	23
ACSS2	37
ACSS3	0
ACTA1	0
ACTA2	6
ACTB	6234
ACTBL2	0
ACTC1	0
ACTG1	4081
ACTG2	0
ACTL6A	81
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	499
ACTN2	0
ACTN3	0
ACTN4	251
ACTR10	50
ACTR1A	136
ACTR1B	5
ACTR2	164
ACTR3	234
ACTR3B	7
ACTR3BP2	0
ACTR3C	0
ACTR5	26
ACTR6	18
ACTR8	13
ACTRT1	0
ACTRT2	0
ACVR1	14
ACVR1B	1
ACVR1C	0
ACVR2A	6
ACVR2B	0
ACVRL1	0
ACY1	2
ACY3	2
ACYP1	5
ACYP2	4
ADA	54
ADAD1	0
ADAD2	0
ADAL	8
ADAM1	0
ADAM10	172
ADAM11	1
ADAM12	4
ADAM15	55
ADAM17	61
ADAM18	0
ADAM19	6
ADAM2	0
ADAM20	0
ADAM21	0
ADAM21P1	0
ADAM22	2
ADAM23	22
ADAM28	0
ADAM29	0
ADAM30	0
ADAM32	0
ADAM33	0
ADAM3A	0
ADAM5P	0
ADAM6	0
ADAM7	0
ADAM8	0
ADAM9	433
ADAMDEC1	0
ADAMTS1	0
ADAMTS10	6
ADAMTS12	5
ADAMTS13	1
ADAMTS14	0
ADAMTS15	1
ADAMTS16	1
ADAMTS17	0
ADAMTS18	0
ADAMTS19	0
ADAMTS2	0
ADAMTS20	0
ADAMTS3	0
ADAMTS4	0
ADAMTS5	0
ADAMTS6	0
ADAMTS7	0
ADAMTS8	0
ADAMTS9	1
ADAMTS9-AS1	0
ADAMTS9-AS2	0
ADAMTSL1	0
ADAMTSL2	0
ADAMTSL3	2
ADAMTSL4	2
ADAMTSL5	5
ADAP1	2
ADAP2	7
ADAR	168
ADARB1	9
ADARB2	0
ADARB2-AS1	0
ADAT1	27
ADAT2	2
ADAT3	2
ADC	2
ADCK1	7
ADCK2	18
ADCK3	21
ADCK4	34
ADCK5	12
ADCY1	2
ADCY10	0
ADCY2	0
ADCY3	71
ADCY4	0
ADCY5	2
ADCY6	23
ADCY7	15
ADCY8	0
ADCY9	7
ADCYAP1	0
ADCYAP1R1	0
ADD1	86
ADD2	37
ADD3	15
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	0
ADH5	94
ADH6	0
ADH7	0
ADHFE1	0
ADI1	84
ADIG	0
ADIPOQ	0
ADIPOR1	132
ADIPOR2	40
ADK	36
ADM	89
ADM2	1
ADNP	26
ADNP2	14
ADO	10
ADORA1	1
ADORA2A	0
ADORA2B	3
ADORA3	0
ADPGK	46
ADPRH	2
ADPRHL1	31
ADPRHL2	29
ADRA1A	0
ADRA1B	3
ADRA1D	1
ADRA2A	0
ADRA2B	0
ADRA2C	2
ADRB1	0
ADRB2	1
ADRB3	0
ADRBK1	36
ADRBK2	5
ADRM1	127
ADSL	93
ADSS	36
ADSSL1	7
AEBP1	0
AEBP2	9
AEN	44
AES	53
AFAP1	49
AFAP1-AS1	4
AFAP1L1	21
AFAP1L2	15
AFF1	21
AFF2	0
AFF3	0
AFF4	21
AFG3L1P	6
AFG3L2	57
AFM	0
AFMID	6
AFP	0
AFTPH	7
AGA	16
AGAP1	7
AGAP1-IT1	0
AGAP10	0
AGAP11	0
AGAP2	13
AGAP3	21
AGAP4	2
AGAP5	0
AGAP6	0
AGAP7	0
AGAP8	0
AGAP9	0
AGBL1	0
AGBL2	0
AGBL3	0
AGBL4	0
AGBL5	128
AGER	0
AGFG1	229
AGFG2	13
AGGF1	47
AGK	26
AGL	8
AGMAT	5
AGMO	0
AGPAT1	13
AGPAT2	90
AGPAT3	25
AGPAT4	3
AGPAT4-IT1	0
AGPAT5	97
AGPAT6	116
AGPAT9	44
AGPHD1	5
AGPS	49
AGR2	21
AGR3	0
AGRN	24
AGRP	0
AGSK1	1
AGT	1
AGTPBP1	16
AGTR1	0
AGTR2	0
AGTRAP	66
AGXT	0
AGXT2	0
AGXT2L1	3
AGXT2L2	3
AHCTF1	57
AHCY	220
AHCYL1	119
AHCYL2	20
AHDC1	1
AHI1	9
AHNAK	50
AHNAK2	66
AHR	7
AHRR	1
AHSA1	210
AHSA2	8
AHSG	0
AHSP	0
AICDA	0
AIDA	27
AIF1	0
AIF1L	2
AIFM1	86
AIFM2	70
AIFM3	1
AIG1	19
AIM1	0
AIM1L	0
AIM2	0
AIMP1	37
AIMP2	73
AIP	47
AIPL1	0
AIRE	0
AJAP1	0
AK1	20
AK2	120
AK3	77
AK4	63
AK5	7
AK7	2
AK8	5
AKAP1	69
AKAP10	32
AKAP11	2
AKAP12	70
AKAP13	75
AKAP14	0
AKAP17A	0
AKAP2	0
AKAP3	1
AKAP4	0
AKAP5	4
AKAP6	2
AKAP7	3
AKAP8	27
AKAP8L	20
AKAP9	10
AKD1	1
AKIP1	28
AKIRIN1	30
AKIRIN2	42
AKIRIN2-AS1	1
AKNA	0
AKNAD1	0
AKR1A1	97
AKR1B1	2127
AKR1B10	7720
AKR1B15	8
AKR1C1	908
AKR1C2	3053
AKR1C3	2812
AKR1C4	0
AKR1CL1	0
AKR1D1	0
AKR1E2	4
AKR7A2	54
AKR7A2P1	0
AKR7A3	0
AKR7L	0
AKT1	167
AKT1S1	37
AKT2	40
AKT3	31
AKTIP	19
ALAD	7
ALAS1	70
ALAS2	0
ALB	0
ALCAM	109
ALDH16A1	31
ALDH18A1	94
ALDH1A1	6182
ALDH1A2	0
ALDH1A3	8
ALDH1B1	95
ALDH1L1	1
ALDH1L2	7
ALDH2	92
ALDH3A1	2404
ALDH3A2	180
ALDH3B1	328
ALDH3B2	0
ALDH4A1	24
ALDH5A1	13
ALDH6A1	13
ALDH7A1	47
ALDH8A1	1
ALDH9A1	75
ALDOA	2110
ALDOB	0
ALDOC	14
ALG1	86
ALG10	5
ALG10B	4
ALG11	4
ALG12	17
ALG13	25
ALG14	18
ALG1L	2
ALG1L2	0
ALG2	51
ALG3	90
ALG5	43
ALG6	12
ALG8	88
ALG9	15
ALK	0
ALKBH1	14
ALKBH2	15
ALKBH3	16
ALKBH4	8
ALKBH5	172
ALKBH6	32
ALKBH7	6
ALKBH8	4
ALLC	0
ALMS1	9
ALMS1P	0
ALOX12	3
ALOX12B	1
ALOX12P2	0
ALOX15	0
ALOX15B	0
ALOX5	0
ALOX5AP	0
ALOXE3	1
ALPI	0
ALPK1	3
ALPK2	32
ALPK3	0
ALPL	0
ALPP	0
ALPPL2	0
ALS2	28
ALS2CL	4
