1/2-SBSRNA4	0
61E3.4	0
A1BG	4
A1BG-AS1	3
A1CF	0
A2LD1	9
A2M	1
A2ML1	0
A2MP1	0
A4GALT	2
A4GNT	0
AA06	0
AAA1	0
AAAS	48
AACS	30
AACSP1	0
AADAC	1
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	4
AAGAB	73
AAK1	2
AAMP	114
AANAT	0
AARS	123
AARS2	1
AARSD1	30
AASDH	3
AASDHPPT	28
AASS	0
AATF	95
AATK	0
AATK-AS1	0
ABAT	0
ABCA1	1
ABCA10	0
ABCA11P	1
ABCA12	0
ABCA13	0
ABCA17P	1
ABCA2	1
ABCA3	6
ABCA4	2
ABCA5	10
ABCA6	0
ABCA7	2
ABCA8	0
ABCA9	1
ABCB1	0
ABCB10	6
ABCB11	0
ABCB4	0
ABCB5	0
ABCB6	50
ABCB7	11
ABCB8	17
ABCB9	5
ABCC1	28
ABCC10	0
ABCC11	0
ABCC12	0
ABCC13	0
ABCC2	49
ABCC3	104
ABCC4	24
ABCC5	7
ABCC6	3
ABCC6P1	0
ABCC6P2	0
ABCC8	3
ABCC9	0
ABCD1	0
ABCD2	0
ABCD3	18
ABCD4	13
ABCE1	38
ABCF1	23
ABCF2	42
ABCF3	19
ABCG1	3
ABCG2	43
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	4
ABHD10	6
ABHD11	9
ABHD11-AS1	1
ABHD12	132
ABHD12B	0
ABHD13	13
ABHD14A	9
ABHD14A-ACY1	0
ABHD14B	23
ABHD15	7
ABHD16A	13
ABHD16B	1
ABHD2	18
ABHD3	32
ABHD4	68
ABHD5	6
ABHD6	7
ABHD8	6
ABI1	34
ABI2	14
ABI3	0
ABI3BP	0
ABL1	13
ABL2	6
ABLIM1	23
ABLIM2	0
ABLIM3	3
ABO	0
ABP1	0
ABR	15
ABRA	0
ABT1	23
ABTB1	6
ABTB2	3
ACAA1	27
ACAA2	84
ACACA	23
ACACB	0
ACAD10	2
ACAD11	0
ACAD8	1
ACAD9	21
ACADL	0
ACADM	34
ACADS	26
ACADSB	12
ACADVL	164
ACAN	2
ACAP1	0
ACAP2	3
ACAP3	4
ACAT1	69
ACAT2	137
ACBD3	21
ACBD4	11
ACBD5	31
ACBD6	28
ACBD7	0
ACCN1	0
ACCN2	2
ACCN3	0
ACCN4	0
ACCN5	0
ACCS	8
ACCSL	0
ACD	16
ACE	0
ACE2	0
ACER1	0
ACER2	1
ACER3	19
ACHE	3
ACIN1	13
ACLY	209
ACMSD	1
ACN9	19
ACO1	19
ACO2	63
ACOT1	10
ACOT11	2
ACOT12	0
ACOT13	53
ACOT2	40
ACOT4	3
ACOT6	0
ACOT7	52
ACOT8	11
ACOT9	43
ACOX1	21
ACOX2	6
ACOX3	10
ACOXL	0
ACP1	206
ACP2	31
ACP5	0
ACP6	9
ACPL2	2
ACPP	0
ACPT	0
ACR	0
ACRBP	0
ACRC	0
ACRV1	0
ACSBG1	0
ACSBG2	0
ACSF2	9
ACSF3	10
ACSL1	15
ACSL3	383
ACSL4	14
ACSL5	0
ACSL6	0
ACSM1	0
ACSM2A	0
ACSM2B	0
ACSM3	24
ACSM4	0
ACSM5	0
ACSS1	6
ACSS2	18
ACSS3	0
ACTA1	0
ACTA2	6
ACTB	3715
ACTBL2	0
ACTC1	0
ACTG1	2076
ACTG2	0
ACTL6A	57
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	202
ACTN2	1
ACTN3	0
ACTN4	57
ACTR10	50
ACTR1A	71
ACTR1B	7
ACTR2	90
ACTR3	185
ACTR3B	6
ACTR3BP2	0
ACTR3C	0
ACTR5	6
ACTR6	17
ACTR8	6
ACTRT1	0
ACTRT2	0
ACVR1	17
ACVR1B	0
ACVR1C	0
ACVR2A	3
ACVR2B	1
ACVRL1	0
ACY1	0
ACY3	2
ACYP1	8
ACYP2	8
ADA	49
ADAD1	0
ADAD2	0
ADAL	6
ADAM1	0
ADAM10	58
ADAM11	0
ADAM12	0
ADAM15	30
ADAM17	28
ADAM18	0
ADAM19	2
ADAM2	0
ADAM20	0
ADAM21	0
ADAM21P1	0
ADAM22	1
ADAM23	12
ADAM28	0
ADAM29	0
ADAM30	0
ADAM32	0
ADAM33	0
ADAM3A	0
ADAM5P	0
ADAM6	0
ADAM7	0
ADAM8	0
ADAM9	159
ADAMDEC1	0
ADAMTS1	0
ADAMTS10	1
ADAMTS12	2
ADAMTS13	1
ADAMTS14	0
ADAMTS15	0
ADAMTS16	0
ADAMTS17	0
ADAMTS18	0
ADAMTS19	0
ADAMTS2	0
ADAMTS20	0
ADAMTS3	0
ADAMTS4	1
ADAMTS5	0
ADAMTS6	0
ADAMTS7	0
ADAMTS8	0
ADAMTS9	1
ADAMTS9-AS1	0
ADAMTS9-AS2	0
ADAMTSL1	0
ADAMTSL2	0
ADAMTSL3	2
ADAMTSL4	3
ADAMTSL5	0
ADAP1	4
ADAP2	5
ADAR	68
ADARB1	3
ADARB2	0
ADARB2-AS1	0
ADAT1	4
ADAT2	2
ADAT3	0
ADC	4
ADCK1	1
ADCK2	6
ADCK3	8
ADCK4	15
ADCK5	5
ADCY1	0
ADCY10	0
ADCY2	0
ADCY3	19
ADCY4	1
ADCY5	0
ADCY6	9
ADCY7	6
ADCY8	0
ADCY9	1
ADCYAP1	0
ADCYAP1R1	0
ADD1	38
ADD2	6
ADD3	7
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	0
ADH5	46
ADH6	0
ADH7	0
ADHFE1	0
ADI1	132
ADIG	0
ADIPOQ	0
ADIPOR1	176
ADIPOR2	17
ADK	34
ADM	48
ADM2	0
ADNP	6
ADNP2	1
ADO	0
ADORA1	0
ADORA2A	0
ADORA2B	4
ADORA3	0
ADPGK	61
ADPRH	2
ADPRHL1	20
ADPRHL2	50
ADRA1A	0
ADRA1B	2
ADRA1D	0
ADRA2A	0
ADRA2B	0
ADRA2C	3
ADRB1	0
ADRB2	0
ADRB3	0
ADRBK1	9
ADRBK2	6
ADRM1	107
ADSL	86
ADSS	18
ADSSL1	7
AEBP1	0
AEBP2	12
AEN	29
AES	41
AFAP1	29
AFAP1-AS1	2
AFAP1L1	2
AFAP1L2	4
AFF1	10
AFF2	0
AFF3	0
AFF4	18
AFG3L1P	7
AFG3L2	31
AFM	0
AFMID	7
AFP	0
AFTPH	12
AGA	22
AGAP1	2
AGAP1-IT1	0
AGAP10	0
AGAP11	0
AGAP2	12
AGAP3	8
AGAP4	0
AGAP5	1
AGAP6	0
AGAP7	0
AGAP8	0
AGAP9	0
AGBL1	0
AGBL2	0
