"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
6.10795,32.3935,-93.269,51.4478
10.8995,55.5457,-9.27516,66.6715
31.3587,49.9328,58.5805,63.2835
37.0008,139.331,0.589818,148.457
24.3937,61.0951,34.0098,106.871
50.2123,87.7874,-61.8573,86.4999
91.3652,74.4526,33.0959,116.779
39.9976,21.9347,-33.5253,65.018
17.2925,121.493,88.1425,116.959
23.0846,134.596,29.9297,167.137
67.9032,113.428,-5.12227,124.393
16.5136,47.3177,8.60077,51.375
28.9568,61.6054,121.895,74.5539
35.2806,51.9738,-44.2117,120.491
22.1186,46.935,-10.7907,85.8113
445.284,86.0279,57.519,81.0783
29.1169,88.2272,10.8395,87.1922
47.5279,101.217,-39.2659,98.6952
33.5586,62.3071,-100.42,68.377
73.9113,107.107,148.951,116.766
39.5242,108.422,-41.8514,117.616
67.3886,182.02,122.488,175.56
-9.8831,83.8278,-175.596,55.909
7.71127,131.042,-6.55783,68.0056
28.1151,153.389,11.7892,64.6179
65.5474,73.508,-21.8157,85.9159
15.599,37.4956,-61.47,73.888
27.0832,123.304,115.361,106.242
20.2711,82.8218,-102.08,84.1896
38.0316,71.9332,150.152,88.6956
44.1503,75.4601,32.4561,114.873
48.5319,105.729,38.5251,35.8259
26.218,142.444,-30.5731,141.516
62.1205,62.8174,52.0059,94.174
9.7968,95.071,-59.0134,30.9891
38.4529,96.8905,-4.13153,121.011
50.6288,87.0962,-19.9009,113.268
167.165,99.3366,36.8584,109.197
0.489136,89.1695,45.8108,42.9961
18.1698,127.986,-6.70144,92.5092
44.485,112.365,86.3787,120.291
15.2092,93.7531,29.1518,56.3547
16.7236,127.736,12.2286,113.234
35.9013,94.569,14.7479,100.204
49.5666,53.3133,-14.8067,85.2105
45.0444,403.255,113.703,64.2233
21.2822,61.414,-68.6665,75.298
57.2098,93.7531,-99.8983,69.8684
532.026,88.2272,-35.6718,66.6137
42.6622,20.9782,-42.7611,42.839
23.4607,89.1695,27.9327,107.082
26.6758,75.7119,-1.3978,114.995
55.9049,73.5709,28.0991,105.293
34.1007,100.716,-67.1888,105.514
60.1256,5068.44,35.2052,117.201
37.2268,110.613,87.7977,153.78
24.6684,91.7443,-1.05356,100.69
19.7899,55.9285,-120.537,52.4566
9.46732,59.3091,-37.3005,55.4284
12.9783,75.7119,-32.1098,91.2529
6.54534,57.4593,59.8502,88.031
0.749047,70.2806,62.0374,99.2944
5.11184,90.3628,61.1517,113.451
8.0436,76.7821,-28.4044,85.8417
-0.695739,71.365,-81.9107,60.125
22.7957,51.6549,-57.4279,89.687
17.2076,33.3501,-59.4939,53.3721
36.3203,105.479,55.5178,96.2586
53.9962,101.97,38.8613,86.0648
50.5899,148.292,182.977,190.631
26.1595,112.427,-86.9719,74.9877
27.1927,67.9204,-57.3355,106.241
0.538754,65.7516,12.4346,31.399
12.0869,65.624,-110.977,62.5209
40.3398,74.5785,16.4605,118.288
24.6074,43.3633,91.3643,52.699
43.6942,108.297,16.4283,122.938
50.807,102.032,104.648,99.5556
13.4088,75.4601,-11.4618,61.6831
148.878,68.4307,26.3801,101.179
10.6187,79.2994,-32.9098,61.3575
218.073,70.3444,-124.417,60.9409
16.7551,66.9636,32.7397,48.8881
14.9772,91.1792,46.9916,63.8814
43.6864,110.049,32.0252,87.2945
-0.738518,52.229,-65.8856,47.6989
26.1804,97.016,121.164,97.0094
12.2209,121.742,-13.2551,144.988
21.3622,109.048,-14.0295,84.6588
36.7059,74.8934,-84.3959,71.6689
47.3525,64.412,13.684,87.7454
20.6692,66.7084,-11.1185,82.5518
36.2221,38.1334,-29.0832,64.5612
93.1149,68.941,91.242,83.6797
22.9893,71.8702,-53.027,62.0994
29.8107,97.8315,0.880062,70.9578
52.5902,85.3994,41.8821,59.6829
48.8037,66.1981,-59.4944,78.6746
24.1256,70.8547,-27.9691,87.976
23.2456,91.4931,29.5464,118.814
48.7962,72.9411,62.1086,103.849
4.85709,110.488,75.3212,50.4901
19.3161,46.5523,-93.2167,86.8523
15.4951,38.5798,-70.6022,73.2673
13.9721,58.4161,-18.2437,72.1043
48.8822,126.301,148.971,100.384
22.2903,43.427,-103.766,84.9928
113.131,69.4513,-116.445,130.909
10.11,68.1118,-46.3083,38.787
0.549994,44.894,3.69503,121.411
21.6104,113.053,-143.852,50.9941
15.0389,70.2168,-71.3316,81.3647
-5.6978,108.171,-29.83,77.6243
40.0971,73.445,-51.9324,84.3914
33.2086,77.6632,-60.3323,101.174
51.6825,130.045,-36.254,111.837
18.218,89.7348,-9.40753,68.8986
54.7694,57.9058,17.3017,109.712
38.1736,140.141,-20.4775,145.953
33.7313,76.1526,-81.2484,91.788
23.5321,52.803,25.6071,68.7234
25.6535,105.792,-11.4732,94.7013
31.9463,69.26,-127.56,64.9363
26.2173,89.6091,-24.6071,129.421
38.4384,59.5642,-91.4557,86.1056
2603.27,98.7095,-13.814,127.863
-11.8006,53.8873,-58.5765,45.6363
9.82527,90.928,35.2319,113.011
49.6634,114.992,-6.97825,110.969
55.0165,81.0609,-3.68134,70.0909
57.0232,107.044,89.1613,102.773
29.8542,64.2207,28.5291,66.1246
14.1101,71.0461,-86.1386,105.45
32.8688,50.9533,4.85803,65.8964
1.38942,39.7916,-58.5002,107.236
4.2147,111.739,19.8497,127.951
42.9798,78.8589,-39.5851,50.1542
15.6159,48.1469,-91.8696,35.5041
52.7146,88.5413,5.32513,155.423
637.98,134.222,72.9391,109.767
45.1523,174.659,-147.255,76.5809
19.4508,160.343,91.6707,59.7078
57.3644,161.77,102.654,95.2954
49.0778,51.2722,19.9402,84.7372
61.0804,101.594,69.2165,149.637
50.8074,131.042,-62.0365,154.291
30.1006,64.6672,-133.01,57.0098
34.0187,49.9328,-10.7734,90.289
25.7843,136.341,99.5057,110.594
55.9504,88.5413,80.3933,94.1492
27.7863,61.6054,50.4928,58.5448
28.0792,64.6672,9.05488,99.0352
40.7868,45.9145,-171.505,56.4518
-112.39,-10.3217,-168.004,-64.6199
42.7544,103.348,-18.2813,99.544
34.9057,113.178,60.6032,70.8531
42.6908,77.7262,64.4788,94.4461
24.9841,87.4732,-106.55,59.531
62.447,102.22,109.401,117.998
53.7116,79.6769,-8.2508,105.512
34.8679,83.6392,84.9282,99.3954
0.852924,65.0499,-37.8758,81.6684
36.2452,128.61,24.457,128.945
46.663,81.7527,-63.4607,97.4098
33.8656,74.4526,57.0342,76.87
103.538,143.689,45.4419,166.708
9.36004,89.3579,73.0685,91.6864
50.9915,36.0287,143.142,60.7987
27.1646,76.5303,-50.1969,66.7648
17.928,108.985,-69.659,70.6957
75.1937,99.2112,200.375,106.176
59.9501,83.3248,25.5515,87.9976
67.1237,118.431,34.8997,120.945
12.7219,67.8566,-69.0121,77.1544
13.889,62.0519,-162.807,44.8352
35.7256,49.9965,34.8821,77.1298
24.0252,145.369,34.84,117.386
13.1757,77.0968,-11.819,87.5761
63.0464,77.7891,-61.1334,111.486
35.6618,75.9637,133.204,108.557
9.57389,76.4044,222.496,98.3492
205.303,170.82,67.6368,97.8626
24.249,49.2312,-35.4511,56.0152
43.8387,383.923,4.39384,112.977
47.0526,107.545,1.6676,84.5471
7.7193,85.6508,30.7089,85.3673
41.4584,104.852,74.1012,103.561
33.5532,111.239,-0.229569,135.927
40.7018,68.6221,182.045,102.412
86.2367,51.5273,8.01982,100.734
419.524,80.0544,-1.22896,26.1883
21.1072,105.666,-38.6697,70.3973
15.9133,62.5622,-80.2926,69.398
22.4602,88.1015,6.74111,60.0319
23.3302,67.0274,51.0659,182.445
-5.83744,28.7583,14.3934,58.7802
20.8217,86.5307,-42.1383,77.7796
4610.94,176.763,-13.1038,86.8358
9.43785,48.7209,-39.4527,40.4484
27.7481,69.7703,76.1971,99.3093
33.0607,74.7675,9.93226,75.0085
78.7419,137.027,15.0384,125.4
215215,8458.89,18.543,80.9838
40.6104,52.5479,-11.6434,39.5399
1.96543,72.3112,16.97,61.4871
1498.6,85.2737,29.007,99.3342
1002.56,77.8521,-29.8362,75.6105
56.3567,101.844,31.2591,79.4397
0.823718,70.6633,4.68722,90.9977
40.2869,155.066,31.44,142.43
40.383,86.9077,91.868,125.668
17.2671,88.3528,9.82511,77.1908
