"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
35.0597,110.175,105.797,163.287
3.56374,110.3,27.2233,145.521
30.5954,110.863,18.3286,111.577
21.0275,56.3112,70.508,67.0839
46.8892,100.214,-47.1308,102.708
38.9363,68.048,-7.68525,85.5574
30.582,126.425,-54.0891,113.069
15.8381,120.68,-0.528452,114.258
1.0352,61.6692,-42.5728,67.5
30.3432,87.3476,91.4527,48.3097
62.237,75.8378,109.534,111.288
154.884,300.021,298.918,142.167
86.8925,108.046,50.903,99.6428
38.0746,133.474,54.9144,108.269
64.1411,68.8134,62.3068,85.9938
31.0824,155.128,80.1199,167.014
38.3485,153.265,-42.0578,150.874
14.4361,117.743,-26.8096,111.826
27.4291,127.923,3.06862,134.753
35.5565,87.9759,-77.2052,53.3127
6.13655,69.3238,125.567,96.9458
42.1057,129.545,2.10854,147.275
41.3795,130.98,34.3459,118.416
303.474,157.302,-10.9773,70.9753
56.9179,120.93,138.972,193.6
25.7189,126.987,-52.2257,136.116
17.7956,104.915,101.838,91.4913
39.4384,143.44,-16.4268,114.974
12.4496,91.8699,-47.0907,101.319
34.9465,157.674,-36.1188,115.005
20.7126,123.554,122.844,120.322
197.956,85.0851,-118.378,102.058
16.9523,75.523,18.5101,118.248
30.2272,111.176,-40.6472,109.884
10.426,63.4552,-87.7977,34.0908
12.8767,56.7577,-80.7204,66.0363
22.9292,113.053,-11.1377,87.0313
35.9265,145.618,65.1121,164.357
20.7638,79.551,76.9229,120.728
12.8032,21.4883,-34.1754,62.0326
13.997,27.8017,-71.2193,69.3424
44.2974,119.556,106.786,159.387
10.5374,83.765,-77.1506,33.883
23.1871,116.618,-33.095,88.7995
17.838,95.3848,5.67706,111.124
53.2377,82.1301,18.1702,97.2958
16.1865,90.4256,-58.8594,69.4652
49.9856,49.9965,-28.1892,75.1662
22.0011,101.155,-124.168,86.6973
28.435,79.1106,16.678,65.5822
-6.65088,60.9675,-20.1111,51.8133
