"FSC-A","SSC-A","PerCP-Cy5-5-A","Time"
81591.2,86747.9,29.76,44.2069
58448,49058.1,58.28,44.21
90831.2,83257.3,90.52,44.21
89963.2,73295.2,109.12,44.2111
97767.2,97418.1,80.6,44.2121
76548,73024.8,39.68,44.2141
90212.8,84163.8,44.64,44.2152
84192,62811,138.88,44.2183
80789.6,63837.7,109.12,44.2224
70967.2,35285.4,59.52,44.2224
92367.2,56075.3,-16.12,44.2234
84598.4,102977,81.84,44.2234
85481.6,65377.8,18.6,44.2255
67945.6,43175.6,84.32,44.2265
86601.6,82838.2,81.84,44.2265
88036.8,75083.2,136.4,44.2275
95013.6,80438.8,135.16,44.2286
71593.6,54333.1,8.68,44.2316
81620.8,50758.2,60.76,44.2388
72868.8,81872.2,44.64,44.2584
88664,74281,142.6,44.2759
73540,39446.9,7.44,44.2893
77657.6,60221.8,-23.56,44.2934
85514.4,60484.7,135.16,44.2985
81837.6,82131.4,19.84,44.3006
92392.8,69240.4,55.8,44.3026
97316,63865,80.6,44.3047
64961.6,52533.8,6.2,44.3088
104847,103781,257.92,44.3098
72428.8,83884.8,94.24,44.3119
81541.6,68713.4,18.6,44.3129
90014.4,120001,44.64,44.315
70974.4,61523.8,75.64,44.317
72143.2,57314,42.16,44.3479
92762.4,60078,70.68,44.351
76760,60171,-49.6,44.352
106857,83486.7,99.2,44.3603
104028,141694,570.4,44.3613
83291.2,71110.3,89.28,44.3644
99676,69366.8,52.08,44.3664
78262.4,98374.2,133.92,44.3685
81985.6,74785.6,60.76,44.3726
98473.6,93828.3,33.48,44.3788
79622.4,77942.7,-33.48,44.3808
77890.4,59238.5,116.56,44.3829
92075.2,82926.2,54.56,44.3849
78611.2,44863.2,53.32,44.387
104492,110787,135.16,44.3891
82423.2,69127.5,33.48,44.3911
75676.8,57792.7,457.56,44.4055
78164,65010.7,22.32,44.4086
70884.8,64839.6,32.24,44.4096
61420,71858,44.64,44.4127
77428.8,61001.8,545.6,44.4179
84633.6,62782.4,110.36,44.4199
63570.4,44416.8,44.64,44.421
81430.4,76250.1,79.36,44.424
93540.8,117297,158.72,44.4302
87076.8,83900.9,104.16,44.4302
101655,84680.8,58.28,44.4333
80912.8,86522.2,47.12,44.4374
72148.8,69871.5,126.48,44.4395
92447.2,84825.9,104.16,44.4436
61264,75812.4,96.72,44.4467
71270.4,66615.3,73.16,44.4487
70983.2,88948.9,110.36,44.4487
74692.8,53177.4,55.8,44.4559
96981.6,137024,158.72,44.459
87220.8,125963,45.88,44.4611
89761.6,83356.5,122.76,44.4652
73513.6,58952.1,48.36,44.4765
93200,75297.8,6.2,44.4775
58860,42125.3,100.44,44.4878
78231.2,91941,97.96,44.493
115367,131574,212.04,44.4961
79171.2,63914.6,48.36,44.4971
70758.4,44992.2,43.4,44.4992
99773.6,79050,57.04,44.5022
94647.2,81227.4,74.4,44.5033
69596.8,49921.2,40.92,44.5033
92538.4,80228,32.24,44.5064
91463.2,82866.7,75.64,44.5084
70231.2,59900.7,69.44,44.5105
77821.6,74822.8,76.88,44.5125
78774.4,84161.3,114.08,44.5136
85570.4,72008,137.64,44.5167
74720,87778.4,86.8,44.5208
70291.2,45799.4,13.64,44.5218
63813.6,59144.3,96.72,44.5249
82730.4,77333.8,96.72,44.5269
83423.2,105292,83.08,44.529
90661.6,85912.2,76.88,44.5321
91601.6,89179.6,62,44.5331
84813.6,66300.3,3.72,44.5362
79256.8,65999,111.6,44.5413
85129.6,86388.3,112.84,44.5455
97476,116714,83.08,44.5475
92108.8,66190,81.84,44.5506
86980.8,108955,184.76,44.5537
91252,127941,243.04,44.5557
69148.8,42651,52.08,44.565
82924.8,76119.9,57.04,44.5701
78856,114043,133.92,44.5732
86386.4,84122.8,4.96,44.5753
75436.8,68363.7,26.04,44.5784
72284,60318.6,705.56,44.5794
70248,59141.8,18.6,44.5794
104211,83139.5,188.48,44.5804
81366.4,82571.6,76.88,44.5815
87072,119887,48.36,44.5825
91540,77767.8,64.48,44.5846
98740.8,74676.5,119.04,44.5876
76062.4,69715.3,132.68,44.5887
97915.2,116908,153.76,44.5938
91753.6,86044.8,33.48,44.5969
90808,71895.2,73.16,44.5969
80196,67578.8,31,44.5979
87013.6,88875.8,131.44,44.601
84728,71032.2,43.4,44.6031
90897.6,90518.8,91.76,44.6072
84981.6,71085.5,55.8,44.6236
73671.2,58349.4,22.32,44.6257
89000,111193,111.6,44.6288
70099.2,49948.4,37.2,44.6309
85952.8,95931.4,80.6,44.6319
72265.6,73566.7,40.92,44.6339
77885.6,60102.8,84.32,44.636
87016.8,73659.7,63.24,44.6411
67773.6,62291.4,59.52,44.6432
105458,104902,60.76,44.6442
92140,86528.4,80.6,44.6473
96784.8,82690.6,89.28,44.6483
64160,76810.6,109.12,44.6514
89140,80127.6,121.52,44.6576
80400.8,57111.9,174.84,44.6689
87350.4,113460,243.04,44.6823
74230.4,56845.3,52.08,44.6844
91315.2,57116.9,17.36,44.6946
63480.8,85016.9,33.48,44.6946
81416,93239.3,-32.24,44.7183
76497.6,102833,161.2,44.7235
89693.6,75880.6,6.2,44.743
80226.4,57467.8,16.12,44.7461
87508.8,71540.6,147.56,44.7461
76974.4,83213.9,110.36,44.7492
109254,116246,130.2,44.7512
79003.2,74970.4,130.2,44.7533
72904.8,83088.7,127.72,44.7543
98240.8,75011.3,23.56,44.7564
86168,105374,236.84,44.7574
85072,75834.7,131.44,44.7605
95071.2,101061,88.04,44.7605
72101.6,77779,395.56,44.7646
93865.6,111942,155,44.7656
78822.4,62844.4,124,44.7677
85944.8,91738.9,91.76,44.7739
84233.6,79575.8,65.72,44.7759
79011.2,50070,83.08,44.7759
110347,122094,146.32,44.779
95414.4,143676,205.84,44.7831
90333.6,76521.6,157.48,44.7852
79286.4,82699.3,44.64,44.7872
74800.8,84537,496,44.7924
62064,53729.2,90.52,44.7955
60747.2,52883.5,133.92,44.7965
66827.2,53680.8,90.52,44.8006
85945.6,86554.5,89.28,44.8027
94581.6,85334.3,96.72,44.8037
81736.8,86769,219.48,44.8068
90682.4,60730.2,136.4,44.8078
69246.4,80657,27.28,44.8089
105555,132315,323.64,44.8099
90172,83604.5,116.56,44.8119
69247.2,87580,159.96,44.814
89998.4,75844.6,60.76,44.815
84507.2,65317,141.36,44.8161
68520,103002,75.64,44.8294
80803.2,75171.3,621.24,44.8346
93168,81554.8,22.32,44.8387
68649.6,69012.2,416.64,44.8428
80120.8,58325.9,3.72,44.8449
84780.8,82651,79.36,44.8469
110594,132255,212.04,44.849
80114.4,102563,63.24,44.8521
77944,58231.6,59.52,44.8531
86581.6,88010.2,43.4,44.8552
82046.4,86419.3,91.76,44.8562
82989.6,105838,66.96,44.8582
85357.6,74039.2,86.8,44.8593
81532.8,78601.1,59.52,44.8624
75085.6,95733,26.04,44.8644
95065.6,115864,172.36,44.8665
86578.4,82668.3,94.24,44.8665
96958.4,77661.2,52.08,44.8706
95396.8,109119,157.48,44.8737
60371.2,49960.8,-11.16,44.8757
76496.8,53684.6,99.2,44.8757
91332.8,101490,157.48,44.8778
96682.4,100125,101.68,44.8819
67123.2,65846.5,28.52,44.885
99834.4,96500.5,97.96,44.8891
78028,74811.7,79.36,44.8901
77795.2,82074.4,86.8,44.8912
101554,118685,181.04,44.8932
82610.4,110965,181.04,44.8943
81789.6,74174.3,69.44,44.8953
74419.2,75271.7,83.08,44.8963
70012,67312.2,105.4,44.8994
82908.8,75403.2,83.08,44.8994
67464,67803.2,22.32,44.9015
77886.4,62177.3,69.44,44.9025
86264.8,58151,128.96,44.9035
66479.2,59952.8,477.4,44.9035
111358,103986,58.28,44.9066
87972,88939,90.52,44.9128
87724.8,119638,107.88,44.9138
83643.2,111474,188.48,44.9159
70956,40391.8,173.6,44.9169
89137.6,79458,95.48,44.92
90508.8,106528,55.8,44.9231
85262.4,60352,-9.92,44.9262
88109.6,87044.3,44.64,44.9303
60583.2,54995.2,75.64,44.9375
80459.2,76136,214.52,44.9467
88479.2,123996,198.4,44.9488
96636,95566.8,71.92,44.9591
75908,83243.7,28.52,44.9601
67552.8,63928.2,-37.2,44.9632
103432,84012.5,91.76,44.9653
85056.8,71828.2,0,44.9673
78356,92682.6,91.76,44.9683
82283.2,55338.7,155,44.9714
78835.2,78058,33.48,44.9725
98036.8,83047.8,81.84,44.9735
115435,109072,223.2,44.9735
94511.2,116296,176.08,44.9786
86220.8,97646.3,155,44.9807
83651.2,93071.9,84.32,44.9817
84768,55788.8,55.8,44.9827
75012,64601.5,135.16,44.9838
92658.4,133512,161.2,44.9848
84272.8,125277,101.68,44.9869
63459.2,65300.9,45.88,45.0013
80944.8,57099.5,55.8,45.0054
89587.2,66207.3,18.6,45.0074
73055.2,69271.4,78.12,45.0157
83039.2,71089.2,86.8,45.0239
70132,53396.9,35.96,45.027
93585.6,114417,106.64,45.0321
76145.6,61859.9,90.52,45.0362
81270.4,56293.5,133.92,45.0393
72508.8,60205.7,104.16,45.0393
63253.6,56921,26.04,45.0445
65073.6,53647.4,528.24,45.0476
96568,81092.3,55.8,45.0506
112306,87937.1,102.92,45.0537
75101.6,55811.2,19.84,45.0558
114630,102182,3.72,45.0579
76332.8,57580.6,31,45.0599
99444,101736,148.8,45.062
76312.8,54773.3,117.8,45.063
77040.8,73258,42.16,45.0671
70767.2,70854.8,53.32,45.0867
64332.8,54056.6,60.76,45.0908
101917,105861,76.88,45.0928
86770.4,82864.2,101.68,45.097
73632,66766.6,84.32,45.1
73209.6,54288.4,85.56,45.1021
67168,59870.9,70.68,45.1052
76757.6,78510.6,23.56,45.1052
85228,59973.8,106.64,45.1062
95136.8,90198.8,44.64,45.1083
95132.8,66633.9,49.6,45.1114
65820,33612.7,27.28,45.1165
79119.2,56479.5,32.24,45.1227
80641.6,99998.6,26.04,45.1247
97112,102862,78.12,45.1258
99641.6,97383.4,95.48,45.133
76077.6,70153,161.2,45.134
99124.8,79056.2,107.88,45.134
86526.4,59383.6,27.28,45.1391
67620,38198.2,88.04,45.1412
66504.8,65769.6,70.68,45.1453
83888,76617.1,38.44,45.1474
87790.4,95518.4,32955.5,45.1525
94026.4,83393.7,143.84,45.1649
91808.8,86783.9,148.8,45.1659
85488,87994.1,152.52,45.1865
83919.2,103830,59.52,45.1896
75954.4,48894.4,19.84,45.1906
85213.6,77511.2,22.32,45.1937
102028,127136,194.68,45.1957
81899.2,60809.6,48.36,45.1988
72016,74290.9,64.48,45.2019
85012.8,71040.8,432.76,45.2029
86580.8,81530,44.64,45.207
92553.6,107437,48.36,45.2235
82713.6,51058.2,74.4,45.2256
79136,80347,96.72,45.2276
95437.6,102193,81.84,45.2287
101702,105964,88.04,45.2317
74560.8,59722.1,179.8,45.2503
90246.4,68857.2,143.84,45.2503
82092.8,55450.3,32.24,45.2544
83007.2,100630,40.92,45.2677
65011.2,60766.2,146.32,45.276
79180.8,78974.4,33.48,45.2791
81165.6,64534.6,312.48,45.2863
66540.8,66827.3,31,45.2873
84192.8,65241.4,52.08,45.2894
83240.8,65669.2,60.76,45.2935
98168.8,88593,205.84,45.2976
87508,77306.6,76.88,45.2996
98298.4,130252,213.28,45.3017
63767.2,53370.8,133.92,45.3038
66665.6,63112.3,97.96,45.3048
73003.2,79554.7,53.32,45.3099
114084,98950.8,150.04,45.314
98677.6,83721.1,13.64,45.3243
95368.8,87746.1,145.08,45.3367
67980.8,84162.5,143.84,45.3624
75248,66720.7,34.72,45.3634
78973.6,47840.4,107.88,45.3645
67920.8,82260.4,76.88,45.3655
89768.8,64776.4,128.96,45.3696
97488.8,98027,68.2,45.3706
84793.6,86278,59.52,45.3727
58903.2,69231.7,142.6,45.3748
61486.4,51894,31,45.3758
72920.8,75884.3,69.44,45.3778
80356,87856.5,199.64,45.3799
75004,62636.1,16.12,45.382
70608.8,69866.6,28.52,45.3892
80304,91853,115.32,45.3902
75167.2,74194.2,68.2,45.3933
89621.6,81381.2,28.52,45.3964
68996,59665.1,-52.08,45.3974
112344,104339,209.56,45.4015
110178,126699,209.56,45.4355
76672.8,56397.7,32.24,45.4396
88920.8,94011.8,91.76,45.4416
96684,60903.8,91.76,45.4447
84030.4,82693.1,76.88,45.4509
94078.4,100590,136.4,45.4519
80856.8,69321,79.36,45.453
105721,128707,287.68,45.456
92408.8,90453,86.8,45.4571
66757.6,46941.4,85.56,45.4602
99005.6,131007,128.96,45.4602
85446.4,95452.7,93,45.4622
79139.2,54475.7,26.04,45.4643
111188,97662.4,152.52,45.4653
79549.6,91611.2,124,45.4674
60113.6,59309.2,32.24,45.4684
70774.4,77507.4,142.6,45.4735
86511.2,117624,121.52,45.4746
79223.2,92918.2,24.8,45.4756
92300,115923,597.68,45.4776
103440,79097.1,23.56,45.4838
64175.2,87188.1,76.88,45.4859
75002.4,82007.4,86.8,45.5383
65647.2,64742.9,84.32,45.5394
92180.8,94540.1,141.36,45.5702
83395.2,73429.1,32.24,45.598
81721.6,66857.1,53.32,45.6063
73664.8,55943.8,34.72,45.6114
87504.8,72711.1,148.8,45.6155
68562.4,55668.6,50.84,45.6207
88342.4,101046,81.84,45.6217
87466.4,104753,245.52,45.6227
86361.6,63832.7,86.8,45.6248
80701.6,107383,100.44,45.6258
73351.2,59197.6,95.48,45.6279
78746.4,82426.5,151.28,45.6289
108619,138816,99.2,45.6299
86943.2,80107.7,114.08,45.631
85736,68705.9,42.16,45.634
67040,56767.2,44.64,45.6433
81639.2,84735.4,96.72,45.6515
60946.4,55550.8,29.76,45.6546
89769.6,114445,119.04,45.6567
91237.6,59506.4,133.92,45.6577
103873,105054,80.6,45.6618
67592.8,41597,58.28,45.6618
99772.8,91521.9,137.64,45.6639
89542.4,65331.9,133.92,45.6659
96242.4,75942.6,18.6,45.667
79410.4,67227.8,26.04,45.668
99278.4,77818.7,32.24,45.6701
71921.6,66415.6,111.6,45.6701
70852,36602.3,4.96,45.6711
85336.8,61993.8,89.28,45.6721
80692.8,79635.3,266.6,45.6752
77271.2,51420.3,152.52,45.6762
86395.2,81799.1,59.52,45.6783
75044,71505.8,90.52,45.6814
69814.4,47906.2,17.36,45.6824
78973.6,53143.9,79.36,45.6886
82442.4,74568.6,151.28,45.6886
59956.8,62151.3,78.12,45.6917
94940,100936,105.4,45.6958
85992.8,63282.2,121.52,45.6968
67954.4,72231.2,76.88,45.6989
74656.8,111156,64.48,45.7091
86828,56704,42.16,45.7102
79923.2,52644.2,24.8,45.7133
85822.4,78485.8,122.76,45.7164
81204,75338.7,96.72,45.7194
78376.8,84937.5,55.8,45.7215
91804.8,72021.7,114.08,45.7215
71046.4,80237.9,189.72,45.7236
57304,45155.8,80.6,45.7287
61919.2,69327.2,23.56,45.7308
79180.8,54392.6,99.2,45.7349
75957.6,85391.4,125.24,45.7359
74411.2,48061.2,49.6,45.739
94792,83680.2,307.52,45.74
75688,60872.8,109.12,45.7421
92035.2,128967,97.96,45.7421
90169.6,83675.2,143.84,45.7452
92348.8,87737.4,32.24,45.7472
69599.2,69029.6,116.56,45.7493
78681.6,60446.3,64.48,45.7503
78830.4,56069.1,34.72,45.7524
81608,79505.1,90.52,45.7565
69093.6,55938.9,272.8,45.7565
66602.4,60448.8,83.08,45.7575
81087.2,63966.6,88.04,45.7585
94708.8,89386.6,104.16,45.7585
95187.2,75958.7,31,45.7596
79092.8,94323.1,148.8,45.7606
77896,57208.6,58.28,45.7616
97354.4,93369.5,54.56,45.7637
97101.6,120135,194.68,45.7647
92786.4,133389,186,45.7657
84803.2,96813,94.24,45.7678
96418.4,115012,115.32,45.7688
86457.6,75310.2,89.28,45.7699
95368.8,107814,119.04,45.774
78288.8,69154.8,40.92,45.774
104381,103547,104.16,45.776
82545.6,103179,52.08,45.7781
86708,72299.4,75.64,45.7801
70992,64261.8,45.88,45.7812
78440,87282.4,187.24,45.81
95793.6,70608.1,109.12,45.811
75787.2,95788.8,1013.08,45.8151
90534.4,102446,-22.32,45.8162
78465.6,51533.2,64.48,45.8192
70452.8,56551.4,18.6,45.8203
108814,96883.7,44.64,45.8203
72212,54622,4.96,45.8244
84301.6,126342,135.16,45.8316
78589.6,58058,62,45.8336
65085.6,55038.6,74.4,45.8378
89697.6,109873,74.4,45.8408
70584.8,49064.3,3.72,45.8583
109690,109139,137.64,45.8594
86420.8,91951,136.4,45.8635
65713.6,42953.6,7.44,45.8902
72800.8,36554,136.4,45.8933
90747.2,110102,135.16,45.8933
64626.4,69384.2,65.72,45.8954
83508.8,70946.6,62,45.8974
78843.2,66979.8,111.6,45.9016
66041.6,81456.8,38.44,45.9046
118058,123673,145.08,45.9067
90682.4,108276,95553.2,45.9088
64578.4,56979.2,55.8,45.9098
96068,116050,159.96,45.9118
80146.4,71288.8,99.2,45.9129
82748.8,100378,55.8,45.9149
78634.4,84927.6,89.28,45.917
74640,61013,79.36,45.919
92787.2,126558,145.08,45.9211
94940.8,98384.1,35.96,45.9232
65536.8,54511.6,90.52,45.9242
92548.8,92965.3,79.36,45.9252
61338.4,64437.8,60.76,45.9263
62663.2,31672.1,14.88,45.9283
69096.8,99863.4,132.68,45.9304
96613.6,118410,44.64,45.9335
83741.6,67306,47.12,45.952
82636.8,52226.3,66.96,45.9561
79211.2,87730,127.72,45.9581
74522.4,45790.7,50.84,45.9612
102628,140606,188.48,45.9633
63438.4,40033.4,94.24,45.9633
88780,62626.2,78.12,45.9653
72260,52097.4,55.8,45.9653
87602.4,61862.4,84.32,45.9664
95035.2,115575,74.4,45.9684
110765,127735,157.48,45.9715
66380.8,72806.6,296.36,45.9849
78384.8,53098,181.04,45.988
77472.8,51761.3,96.72,45.9962
77208.8,78266.3,207.08,45.9962
69275.2,71590.2,89.28,46.0024
73992.8,53799.9,69.44,46.0055
80901.6,86845.9,3424.88,46.0075
77224.8,97759.1,157.48,46.0096
78701.6,46004,97.96,46.023
68532,56854,116.56,46.06
90402.4,104437,147.56,46.0631
80864,59469.2,97.96,46.0652
103997,125772,90.52,46.0682
56047.2,53791.2,49.6,46.0693
74116,43635.6,48.36,46.0703
78530.4,63855,96.72,46.0723
80411.2,69417.7,99.2,46.0754
104982,80027.1,117.8,46.0765
62987.2,39818.9,1.24,46.0775
84836,72641.7,58.28,46.0796
113110,104825,79.36,46.0816
88830.4,94236.3,45.88,46.0826
66408,43372.7,79.36,46.0847
87018.4,57575.7,26.04,46.0857
80100,82717.9,38.44,46.0878
83392,82696.8,95.48,46.0888
108314,96966.8,161.2,46.0919
84068.8,60510.8,76.88,46.0929
71985.6,61478,73.16,46.0991
65336,42928.8,11.16,46.0991
71967.2,76923.4,0,46.1022
87218.4,74030.5,0,46.1042
79164.8,104404,96.72,46.1042
79456.8,78327.1,171.12,46.1084
89696,70394.8,556.76,46.1104
79794.4,99487.7,99.2,46.1135
79388.8,59665.1,142.6,46.1166
76804,70813.9,102.92,46.1176
82868.8,111674,64.48,46.1187
95765.6,133679,137.64,46.1217
79938.4,90002.9,164.92,46.1238
100726,111888,151.28,46.1248
89901.6,81163,97.96,46.1279
83062.4,58725.2,50.84,46.1289
83513.6,133629,68.2,46.131
75091.2,76426.2,97.96,46.1331
79125.6,99710.9,89.28,46.1341
68726.4,48594.4,65.72,46.1351
70268,63662.8,0,46.1361
75744.8,65122.3,8.68,46.1372
79335.2,55780.2,96.72,46.1372
108134,139393,135.16,46.1382
87734.4,65493.1,70.68,46.1403
84013.6,100295,85.56,46.1413
90782.4,134926,125.24,46.1464
88527.2,99546,49.6,46.1464
95900.8,106649,47.12,46.1505
92877.6,131486,159.96,46.1536
66677.6,64336.2,145.08,46.1557
105072,128941,259.16,46.1567
111362,97285.4,104.16,46.1608
67078.4,74724.9,166.16,46.1619
74414.4,62386.9,93,46.1639
97931.2,140514,302.56,46.166
86327.2,61734.6,101.68,46.1691
66125.6,49732.7,85.56,46.1701
100889,107677,150.04,46.1711
69848.8,65878.7,57.04,46.1752
72358.4,78079.1,114.08,46.1783
67730.4,65897.3,74.4,46.1814
87512,67164.6,63.24,46.1845
71998.4,71612.5,224.44,46.1855
73128.8,62953.6,13.64,46.1897
90134.4,101003,53.32,46.1917
82078.4,80505.8,329.84,46.1948
103673,121963,172.36,46.1948
81533.6,76291,244.28,46.1968
93254.4,120010,145.08,46.1979
103738,135615,44.64,46.1989
78353.6,84370.8,147.56,46.201
99524.8,76769.6,96.72,46.203
87586.4,126383,221.96,46.2061
72284,50198.9,8.68,46.2071
73517.6,72058.9,116.56,46.2082
94624.8,92368.8,157.48,46.2092
91970.4,110442,100.44,46.2123
107278,73394.4,152.52,46.2154
97436.8,100677,93,46.2164
95678.4,115961,287.68,46.2174
66012.8,45434.8,80.6,46.2185
90640,79999.8,19.84,46.2205
81292,89892.6,37.2,46.2277
93759.2,91425.2,80.6,46.2308
99249.6,92624.3,104.16,46.2349
95201.6,102624,85.56,46.2411
79814.4,113276,53.32,46.2452
92228.8,124113,106.64,46.2792
84720,94364,126.48,46.2823
105882,103168,100.44,46.2987
80012.8,120563,86.8,46.3018
97207.2,138409,233.12,46.3039
86036,79854.8,78.12,46.3059
73583.2,79465.4,53.32,46.308
81998.4,65801.8,70.68,46.308
75932,41934.3,26.04,46.309
76586.4,78247.7,168.64,46.31
81576,69443.7,26.04,46.3121
88139.2,76875,110.36,46.3121
69283.2,44783.8,52.08,46.3141
77956.8,82894,71.92,46.3152
70424.8,63893.5,190.96,46.3152
104842,104155,401.76,46.3162
96097.6,108758,86.8,46.3172
86510.4,52511.5,57.04,46.3183
113486,103304,110.36,46.3193
87066.4,55931.4,104.16,46.3203
74877.6,103234,93,46.3234
84201.6,83097.4,34.72,46.3234
113690,127098,150.04,46.3244
68752.8,68046.2,9.92,46.3265
94326.4,106022,86.8,46.3286
79234.4,74299.6,34.72,46.3296
98891.2,136643,250.48,46.3316
60676.8,65454.6,3.72,46.3327
74827.2,55356.1,55.8,46.3347
76372,65148.4,19.84,46.3368
94603.2,130785,245.52,46.3378
75235.2,50196.4,64.48,46.3419
96637.6,79710.9,133.92,46.345
94843.2,102710,934.96,46.3502
83532,61868.6,85.56,46.3646
67461.6,43067.7,69.44,46.3718
76139.2,51633.6,63.24,46.3985
82483.2,70322.9,158.72,46.3996
82038.4,98939.6,174.84,46.4006
75828,89184.5,93,46.4016
82895.2,66357.4,57.04,46.4016
84429.6,50340.3,6.2,46.4026
83112,58554,79.36,46.4026
85476,61962.8,57.04,46.4047
83687.2,71280.2,93,46.4047
78724,133637,230.64,46.4078
94897.6,70122,55.8,46.4078
87022.4,52917,8215,46.4098
76406.4,47922.3,-21.08,46.4109
76884,61149.4,390.6,46.4119
81717.6,64535.8,52.08,46.4129
75488.8,70727.1,65.72,46.4139
93084,98206.8,91.76,46.416
82540.8,52263.5,50.84,46.4191
60014.4,47035.7,83.08,46.4201
105584,106682,219.48,46.4201
70351.2,61242.4,37.2,46.4212
100614,111457,78.12,46.4222
85479.2,128868,53.32,46.4232
57794.4,45004.6,16.12,46.4242
82688.8,84484.9,81.84,46.4253
84216,127742,130.2,46.4263
70036,45375.3,71.92,46.4263
71793.6,82551.8,65.72,46.4273
64858.4,45055.4,-9.92,46.4284
79793.6,87227.8,150.04,46.4294
85048.8,67396.5,3.72,46.4304
80496,124346,121.52,46.4325
107570,104799,131.44,46.4356
91873.6,97113.1,127.72,46.452
68481.6,44196.1,58.28,46.4993
83739.2,59248.4,109.12,46.5179
72517.6,62740.3,29.76,46.521
94895.2,96109.9,71.92,46.5271
91214.4,103163,280.24,46.5312
78457.6,89948.4,44.64,46.5333
86807.2,78870.2,91.76,46.5374
97247.2,85738.6,63.24,46.5405
67673.6,64029.9,115.32,46.5415
69523.2,54995.2,69.44,46.5467
73527.2,69293.7,71.92,46.5508
77291.2,67121.2,71.92,46.5508
93140.8,99506.3,110.36,46.5518
83903.2,85609.6,8.68,46.5549
87431.2,53661,24.8,46.5549
79548,76483.2,60.76,46.558
85384.8,85184.3,42.16,46.5611
90809.6,86592.9,111.6,46.5631
83456.8,82329.8,115.32,46.5631
90452.8,116913,91.76,46.5662
107748,98430,89.28,46.5724
88303.2,72737.2,89.28,46.6043
85070.4,57940.2,105.4,46.6053
82905.6,78675.5,142.6,46.6125
70242.4,51541.8,40.92,46.6136
70384,36523,21.08,46.6269
67173.6,83879.8,88.04,46.6311
60236.8,66214.8,131.44,46.6331
89337.6,82544.3,42.16,46.6362
86400.8,62171.1,60.76,46.6557
85310.4,56772.2,48.36,46.6588
69044.8,48896.9,-3.72,46.6609
95821.6,128842,197.16,46.664
83110.4,82753.9,147.56,46.665
74781.6,70345.2,122.76,46.6671
87473.6,73456.4,109.12,46.6691
86411.2,128076,65.72,46.6712
87601.6,59007.9,65.72,46.6712
77663.2,94613.2,116.56,46.6722
79068.8,101349,117.8,46.6743
66802.4,53725.5,53.32,46.6784
85673.6,91700.5,119.04,46.6784
83397.6,97896.8,126.48,46.6794
78432.8,47656.9,66.96,46.6804
108002,84434.1,62,46.6804
88872,96062.8,94.24,46.6804
97012,88175.2,24.8,46.6825
73093.6,92775.6,76.88,46.6825
91436,91397.9,137.64,46.6856
82039.2,73000,135.16,46.6866
84211.2,73231.9,44.64,46.6866
76709.6,98248.9,78.12,46.6907
74370.4,54153.3,95.48,46.6918
80228,63196.6,52.08,46.6948
82824.8,71450,88.04,46.6948
79196,62615,65.72,46.6979
68549.6,52788,130.2,46.7
68512.8,102987,75.64,46.7062
72220,86305.2,146.32,46.7247
68029.6,65133.5,111.6,46.7278
85581.6,127112,57.04,46.7288
80383.2,66275.5,34.72,46.7309
81905.6,92536.2,1104.84,46.7329
91331.2,63411.1,26.04,46.735
81642.4,53760.2,4.96,46.736
82100,61154.3,45.88,46.737
86012.8,66480.1,-31,46.7381
76357.6,84329.9,78.12,46.7401
93210.4,84315,65.72,46.7401
89580.8,84989.6,75.64,46.7401
68475.2,55569.4,62,46.7422
101732,100146,76.88,46.7453
103291,96338.1,97.96,46.7483
93912,85924.6,74.4,46.7494
85323.2,126176,251.72,46.7504
109372,122441,151.28,46.7566
82076,56909.8,57.04,46.7566
79722.4,77294.2,97.96,46.7597
68612,46100.7,53.32,46.7597
80285.6,93126.5,84.32,46.7638
78060.8,82903.9,57.04,46.772
98104,67080.3,71.92,46.8029
65084,63489.2,-2.48,46.8142
108466,88164,312.48,46.8163
87320,113022,79.36,46.8214
93029.6,101234,167.4,46.8255
85408.8,64950,114.08,46.8348
84348,60317.3,119.04,46.842
103684,108453,5891.24,46.8461
80247.2,62887.8,11370.8,46.8533
85480,89986.8,321.16,46.8584
74825.6,78027,76.88,46.8595
104810,103263,128.96,46.8626
77300.8,88097,121.52,46.8646
81391.2,52047.8,527,46.8687
81828,77392.1,93,46.8718
72903.2,92442,414.16,46.8759
88244,77956.3,105.4,46.877
90919.2,77359.9,115.32,46.88
99650.4,141622,155,46.8821
79359.2,77414.4,101.68,46.8842
77386.4,62891.6,86.8,46.8852
90620,111305,88.04,46.8872
91119.2,87928.4,110.36,46.8903
71376,68498.8,55.8,46.8903
85360,68868.4,55.8,46.8924
83298.4,63739.7,63.24,46.8945
104835,82561.7,70.68,46.9099
69960,85562.5,142.6,46.915
70195.2,51084.3,53.32,46.9202
87889.6,77704.6,68.2,46.9233
93707.2,59925.5,59.52,46.9263
71071.2,71743.9,33.48,46.9284
80700,49638.4,264.12,46.9335
83381.6,70732.1,114.08,46.9377
70437.6,38701.6,19.84,46.9469
85237.6,69085.4,86.8,46.9634
96668,82750.2,97.96,46.9665
101173,82916.3,102.92,46.9685
90314.4,76922.2,174.84,46.9716
79495.2,65537.7,156.24,46.9798
109028,93038.4,62,46.9829
77803.2,122700,119.04,46.9871
82868,113268,124,46.9901
79749.6,71694.3,132.68,47.0015
62941.6,67969.4,33.48,47.0148
66904,66314,45.88,47.021
78814.4,89779.7,136.4,47.0241
88660.8,100983,94.24,47.0272
