"FSC-A","SSC-A","PerCP-Cy5-5-A","Time"
69213.6,75077,158.72,40.0665
91416,93633.6,47.12,40.0686
80524,90197.6,40.92,40.0706
70320,65003.3,102.92,40.0726
103759,124386,200.88,40.0746
101386,88891.9,90.52,40.0776
99578.4,83960.4,57.04,40.0786
77031.2,68884.5,75.64,40.0827
96446.4,99547.2,109.12,40.0837
75097.6,69136.2,52.08,40.0867
90431.2,100864,138.88,40.0887
88815.2,82787.4,116.56,40.0988
74098.4,50180.3,42.16,40.1149
62797.6,54101.2,42.16,40.1169
103159,96819.2,71.92,40.1179
81633.6,80379.3,28.52,40.1209
80003.2,72780.6,70.68,40.125
67367.2,56129.8,-6.2,40.127
58948.8,53866.8,-12.4,40.1471
79485.6,70175.3,137.64,40.1562
72861.6,75219.6,66.96,40.1642
58708,54741,89.28,40.1672
91328.8,90038.9,54.56,40.1703
79029.6,76722.5,54.56,40.1713
65741.6,52402.4,79.36,40.1773
68510.4,55519.8,42.16,40.1954
66655.2,69526.8,-27.28,40.1995
68548.8,56002.1,35.96,40.2015
97244,118360,127.72,40.2035
83954.4,89529.2,84.32,40.2065
94209.6,99337.6,155,40.2085
90438.4,84145.2,83.08,40.2095
69072,74721.2,57.04,40.2105
61667.2,61378.8,88.04,40.2115
81765.6,85762.1,74.4,40.2115
77274.4,96059.1,58.28,40.2136
87978.4,72739.6,53.32,40.2146
77974.4,58355.6,71.92,40.2156
100042,98158.4,209.56,40.2176
79454.4,79980,71.92,40.2186
72300.8,78175.8,60.76,40.2196
80136.8,94856.3,79.36,40.2206
73964.8,71613.7,70.68,40.2216
87135.2,103001,64.48,40.2216
96585.6,91047,89.28,40.2236
73814.4,53630,24.8,40.2246
73413.6,70779.2,-4.96,40.2246
76680.8,66435.5,111.6,40.2246
60724.8,67701.5,99.2,40.2267
90242.4,113378,293.88,40.2277
81320.8,89061.8,80.6,40.2287
71136.8,51456.3,18.6,40.2287
77074.4,56606,52.08,40.2307
67840,62695.6,58.28,40.2317
74004.8,69815.7,70.68,40.2317
90264.8,101204,148.8,40.2327
72258.4,48863.4,-3.72,40.2337
69335.2,49681.8,23.56,40.2347
66365.6,69711.6,4.96,40.2347
92287.2,139129,71.92,40.2367
77536,64957.4,0,40.2377
89342.4,74917.1,122.76,40.2387
82993.6,118016,79.36,40.2397
78692.8,73596.5,58.28,40.2397
70462.4,63427.2,57.04,40.2428
91853.6,101075,131.44,40.2458
77096,76074,35.96,40.2468
91721.6,77956.3,70.68,40.2468
94070.4,100239,156.24,40.2488
87689.6,78268.8,125.24,40.2528
86904,59532.4,14.88,40.272
92564,105526,66.96,40.275
69616.8,64101.8,45.88,40.2931
76678.4,60264,64.48,40.3082
103807,88852.2,70.68,40.3082
94045.6,121761,69.44,40.3102
73151.2,78699.1,78.12,40.3273
73188.8,57352.5,102.92,40.3324
67660.8,57557.1,68.2,40.3364
75181.6,64489.9,76.88,40.3394
72322.4,61826.4,-27.28,40.3475
87762.4,103685,90.52,40.3495
66819.2,59704.8,89.28,40.3535
84303.2,95702,207.08,40.3555
68824.8,62369.5,31,40.3576
77232,67141,38.44,40.3576
76495.2,78790.8,69.44,40.3596
114897,111311,58.28,40.3616
92645.6,101002,116.56,40.3626
85050.4,91064.4,150.04,40.3636
78730.4,86956.2,12.4,40.3666
90949.6,114581,85.56,40.3686
68911.2,62333.6,27.28,40.3696
70033.6,60552.9,-40.92,40.3706
74089.6,91860.4,31,40.3706
92962.4,135911,130.2,40.3727
90576.8,125182,99.2,40.3737
88294.4,144439,95.48,40.3777
80189.6,50665.2,43.4,40.3817
69415.2,65763.4,12.4,40.4029
67579.2,63247.4,86.8,40.4079
75487.2,72980.2,156.24,40.4109
76393.6,60727.8,17.36,40.4129
84194.4,70853.6,12.4,40.4139
81690.4,71828.2,126.48,40.4139
74082.4,78556.5,107.88,40.418
68323.2,71297.5,105.4,40.419
74176.8,73964.8,47.12,40.42
80811.2,68863.4,38.44,40.42
72364,63682.7,109.12,40.422
75267.2,68822.5,110.36,40.422
106650,132582,102.92,40.424
66576.8,45561.3,4.96,40.424
90168.8,92691.2,104.16,40.425
83692,141664,230.64,40.426
76570.4,62098,40.92,40.426
75321.6,84595.3,62,40.428
104014,77997.2,105.4,40.428
81858.4,72928.1,71.92,40.4291
87318.4,84298.9,96.72,40.4301
88668.8,108698,83.08,40.4321
74520,54832.8,29.76,40.4341
67916,53613.9,116.56,40.4371
75664.8,55646.2,69.44,40.4401
79414.4,108018,75.64,40.4411
96550.4,89649.5,91.76,40.4452
73648,58311,73.16,40.4472
70635.2,54915.9,24.8,40.4693
80479.2,91152.4,71.92,40.4754
78705.6,95648.6,109.12,40.4804
79631.2,97193.7,9.92,40.4824
78828.8,85483.1,24.8,40.4844
115152,97459,96.72,40.4864
95135.2,125519,70.68,40.4875
73085.6,45436.1,28.52,40.4895
85304.8,61644.1,91.76,40.4985
62816.8,49699.2,38.44,40.5257
68724.8,50502.7,26.04,40.5318
67780,63207.8,35.96,40.5338
87981.6,117086,66.96,40.5348
74952.8,122015,81.84,40.5368
81924.8,62275.3,75.64,40.5388
93110.4,115134,104.16,40.5408
99230.4,107546,121.52,40.5428
102197,92744.6,84.32,40.5428
61717.6,67992.9,111.6,40.5459
108148,139631,217,40.5479
105178,91202,112.84,40.5509
86651.2,94955.5,96.72,40.5509
76257.6,63595.9,6.2,40.5509
61323.2,57769.1,64.48,40.5539
86379.2,123660,207.08,40.5559
75933.6,106659,146.32,40.5569
80537.6,90475.4,75.64,40.5579
67000,52709.9,52.08,40.561
83036.8,81205.1,210.8,40.561
67844,60893.9,28.52,40.562
92424,87947,166.16,40.6113
69711.2,74171.8,80.6,40.6123
81956,90868.4,69.44,40.6153
75339.2,70975.1,57.04,40.6194
81296.8,68864.6,120.28,40.6224
81722.4,84053.4,81.84,40.6234
82850.4,98426.2,90.52,40.6254
105085,129203,78.12,40.6274
83651.2,122528,166.16,40.6294
100570,85271.1,101.68,40.6294
74542.4,105710,-2.48,40.6314
75584.8,71029.7,106.64,40.6325
64354.4,37813.8,68.2,40.6345
98272.8,85659.2,155,40.6345
73853.6,66972.4,96.72,40.6345
81968.8,89373,85.56,40.6486
73025.6,54359.1,107.88,40.6596
85826.4,66180,32.24,40.6627
75392,89949.6,-4.96,40.6647
94462.4,106254,204.6,40.6657
84464,73749,43.4,40.6677
67764,60736.4,31,40.6697
64717.6,69685.5,35.96,40.6727
80618.4,63753.4,2.48,40.6727
71075.2,78704,133.92,40.6747
80374.4,95064.6,241.8,40.6758
69158.4,75626.4,104.16,40.6788
68256,66627.7,13.64,40.6788
100410,110205,176.08,40.6838
93152.8,92913.2,155,40.6878
101351,89556.5,162.44,40.6939
62932,51391.8,21.08,40.7039
97905.6,117055,137.64,40.71
90464.8,102145,115.32,40.715
60716,59533.6,48.36,40.718
67093.6,51168.6,53.32,40.7191
71506.4,58751.2,101.68,40.7261
58232.8,54407.5,34.72,40.7281
83760.8,75533.4,59.52,40.7291
80975.2,66709.5,-21.08,40.7301
82940.8,96661.7,194.68,40.7331
92916,137686,166.16,40.7352
69553.6,76821.7,69.44,40.7352
75385.6,61139.4,79.36,40.7362
89409.6,133307,44.64,40.7382
84412,67029.4,107.88,40.7392
84421.6,98670.5,125.24,40.7402
74279.2,101163,88.04,40.7402
75814.4,120358,102.92,40.7422
79432.8,61135.7,81.84,40.7432
87841.6,138130,83.08,40.7442
91053.6,119455,4.96,40.7452
93222.4,97101.9,89.28,40.7472
67024.8,80224.3,93,40.7493
76148.8,73876.7,68.2,40.7624
84636,101116,81.84,40.7664
90016.8,124684,156.24,40.7684
60678.4,47132.4,84.32,40.7684
66080,84971,34.72,40.7704
81972.8,85418.6,100.44,40.7714
75985.6,82136.4,96.72,40.7734
79161.6,69051.9,115.32,40.7754
71206.4,62110.4,530.72,40.7956
71872.8,61912,68.2,40.8157
73840,56159.6,14.88,40.8187
62384.8,46549.6,-31,40.8258
95982.4,148305,128.96,40.8278
71764.8,72096.1,44.64,40.8298
83859.2,98577.5,110.36,40.8308
95360,85328.1,97.96,40.8318
78180.8,69550.4,37.2,40.8328
76883.2,79730.8,37.2,40.8349
67247.2,59574.6,83.08,40.8369
91790.4,102993,112.84,40.8379
86444.8,98327,6.2,40.8409
62112,66222.2,9.92,40.8439
85212.8,86406.9,21.08,40.8459
74004.8,111135,137.64,40.8469
78105.6,54057.8,55.8,40.8489
111487,91216.9,181.04,40.8489
67880.8,77722,109.12,40.852
80564.8,62174.8,117.8,40.857
95029.6,104260,167.4,40.859
73376,57941.5,97.96,40.861
94216.8,96480.7,34.72,40.862
91316.8,63904.6,43.4,40.8671
70124,41651.6,80.6,40.8771
84140.8,76183.1,57.04,40.8842
84319.2,78971.9,126.48,40.8852
86530.4,112542,52.08,40.8902
71200,102512,146.32,40.8933
75707.2,83530.1,2.48,40.8953
74077.6,59019,89.28,40.9225
72440.8,75366,84.32,40.9255
95490.4,94484.3,233.12,40.9265
68735.2,95451.5,102.92,40.9295
80382.4,79766.7,21.08,40.9295
82704,86607.8,71.92,40.9315
66732.8,44373.4,73.16,40.9325
63032,61991.3,-28.52,40.9345
65435.2,46779,86.8,40.9376
82541.6,82767.5,89.28,40.9386
86212,90492.7,54.56,40.9396
64780.8,45226.5,18.6,40.9406
80062.4,98454.8,95.48,40.9416
76393.6,62793.6,78.12,40.9426
77642.4,78980.6,71.92,40.9436
88847.2,76603.5,53.32,40.9456
81286.4,91288.8,102.92,40.9466
84773.6,109460,164.92,40.9476
84154.4,48304.2,97.96,40.9486
89930.4,93073.2,101.68,40.9496
82518.4,100103,114.08,40.9506
73072,84005,65.72,40.9527
60821.6,49409,26.04,40.9527
84193.6,105678,102.92,40.9537
81063.2,111589,80.6,40.9547
64810.4,36530.4,34.72,40.9557
101113,83521.4,117.8,40.9557
82110.4,69843,147.56,40.9607
71629.6,60564.1,63.24,40.9647
80625.6,80151.1,68.2,40.9668
69480,69823.2,94.24,40.9678
67695.2,69633.4,12.4,40.9708
90541.6,124414,146.32,40.9728
72071.2,77265.6,63.24,40.9738
84026.4,78046.8,44.64,40.9758
72840.8,66394.6,130.2,40.9778
71077.6,49350.8,53.32,40.9788
72891.2,69143.6,93,40.9788
83454.4,85974.2,57.04,40.9829
65856.8,74633.1,-3.72,40.9839
96448,142103,71.92,40.9849
84020,96911,59.52,40.9859
99424.8,88839.8,110.36,40.9879
88745.6,81670.1,151.28,40.9889
103896,103776,176.08,40.9889
67185.6,47932.2,52.08,41.0191
87587.2,146747,248,41.0211
87814.4,89262.6,132.68,41.0231
69273.6,64310.1,99.2,41.0252
81512,99581.9,101.68,41.0272
69121.6,68197.5,28.52,41.0272
86423.2,76050.4,136.4,41.0282
79622.4,56880,6.2,41.0292
92245.6,83147,146.32,41.0312
94351.2,106301,81.84,41.0322
80104,76205.4,111.6,41.0342
73395.2,73999.5,91.76,41.0383
102870,128595,169.88,41.0383
75310.4,50740.8,81.84,41.0403
89427.2,99538.5,93,41.0403
81084,47490.8,69.44,41.0413
77873.6,84378.3,106.64,41.0433
86886.4,74670.3,69.44,41.0433
91065.6,83583.4,96.72,41.0453
87156,69938.5,62,41.0463
90362.4,83149.4,59.52,41.0463
87300,95610.2,88.04,41.0463
77755.2,99694.8,104.16,41.0624
95496.8,84566.8,42.16,41.1279
67008,48821.3,55.8,41.1359
83780.8,73770.1,138.88,41.139
88757.6,128178,53.32,41.141
78079.2,89348.2,104.16,41.143
73721.6,60158.6,17.36,41.148
78593.6,57487.6,42.16,41.151
82151.2,94324.3,94.24,41.151
61825.6,48237.2,140.12,41.1541
78152,61775.6,38.44,41.1551
83555.2,67768.5,-3.72,41.1571
98172.8,132298,74.4,41.1581
109172,98312.2,128.96,41.1601
78099.2,95157.6,42.16,41.1611
69512,84656,395.56,41.1631
90144.8,74367.8,99.2,41.1641
68209.6,63302,19.84,41.1661
61842.4,49142.4,26.04,41.1661
86132,103139,88.04,41.1671
62993.6,56036.8,27.28,41.1692
106353,118861,193.44,41.1702
89263.2,118809,124,41.1873
83497.6,112043,146.32,41.1903
83183.2,72447,48.36,41.1923
83462.4,59120.7,62,41.1943
90452.8,93515.8,100.44,41.1953
108462,129923,167.4,41.1963
75492.8,84804.8,-1.24,41.1984
108200,81577.1,95.48,41.1984
67048.8,57636.4,21.08,41.2014
80456,111306,142.6,41.2064
69425.6,53333.6,-7.44,41.2104
88127.2,76789.5,37.2,41.2114
87360.8,113157,171.12,41.2125
83336.8,66983.6,37.2,41.2125
76107.2,108205,102.92,41.2145
79878.4,73587.8,68.2,41.2155
90554.4,81910.7,99.2,41.2165
77028,91205.7,34.72,41.2175
86398.4,104356,70.68,41.2175
94189.6,112587,115.32,41.2195
82324,52130.8,115.32,41.2195
85604,84365.9,150.04,41.2205
108365,124051,142.6,41.2215
92340,76422.4,93,41.2225
80107.2,74850.1,62,41.2235
87090.4,122131,126.48,41.2266
75104,105536,107.88,41.2296
70172,46738.1,33.48,41.2306
97522.4,84478.7,23.56,41.2326
71327.2,96007,106.64,41.2336
70463.2,66294.1,80.6,41.2346
89359.2,99329,-1.24,41.2376
91016.8,117484,122.76,41.2386
66128.8,59694.8,81.84,41.2396
78928.8,87752.3,70.68,41.2417
80608.8,64246.9,48.36,41.2427
65947.2,53597.8,34.72,41.2477
77597.6,56730,76.88,41.2527
69206.4,52543.8,81.84,41.293
71289.6,39119.5,13.64,41.3061
72013.6,56262.5,49.6,41.3101
67694.4,67131.1,53.32,41.3121
100069,140380,143.84,41.3131
93526.4,102646,167.4,41.3162
71530.4,91752.6,275.28,41.3172
75848,86620.2,35.96,41.3192
63866.4,57398.4,50.84,41.3202
76970.4,86738,60.76,41.3212
97207.2,105684,135.16,41.3242
104017,128263,79.36,41.3262
72946.4,85452.1,267.84,41.3273
83944,70422.1,182.28,41.3273
82046.4,75578,60.76,41.3303
81826.4,90392.3,122.76,41.3323
81710.4,66421.8,60.76,41.3736
73765.6,81866,69.44,41.3816
75701.6,53358.4,105.4,41.3826
75073.6,70619.2,49.6,41.3856
83307.2,68670,74.4,41.3887
69151.2,57490.1,34.72,41.3937
69804.8,70131.9,-4.96,41.3967
93658.4,88968.8,167.4,41.3987
88529.6,68161.6,27.28,41.4008
101645,126423,66.96,41.4038
85226.4,96433.6,138.88,41.4058
62785.6,66054.8,97.96,41.4058
82930.4,127959,153.76,41.4078
89810.4,96240.1,18.6,41.4088
67074.4,58862.8,109.12,41.4098
100490,67179.5,88.04,41.4118
91357.6,133488,86.8,41.4128
83861.6,63933.2,54.56,41.4159
95758.4,105319,192.2,41.4169
86876,68552.2,26.04,41.4209
96561.6,90446.8,64.48,41.4239
78199.2,62129,7.44,41.4259
98540.8,89189.5,62,41.4279
80506.4,85764.6,60.76,41.432
61705.6,53780,70.68,41.4441
74661.6,51212,85.56,41.4471
77283.2,74593.4,44.64,41.4501
73122.4,59768,33.48,41.4511
60340.8,50180.3,0,41.4531
73092,62607.6,28.52,41.4551
72410.4,59513.8,-14.88,41.4561
115058,120843,151.28,41.4582
105878,116337,96.72,41.4622
87234.4,100416,86.8,41.4642
85727.2,87813.1,19.84,41.4672
69450.4,78044.4,68.2,41.4672
73215.2,49521.9,59.52,41.4682
84909.6,84048.4,53.32,41.4692
68668,49597.5,19.84,41.4702
97184.8,109897,183.52,41.4712
72690.4,67345.6,62,41.4723
94950.4,91915,12.4,41.4773
88188,93906.4,125.24,41.4823
71855.2,44707,74.4,41.4833
84625.6,89928.5,93,41.4833
91270.4,75649.9,96.72,41.4894
94398.4,88302.9,106.64,41.4904
81637.6,57113.2,54.56,41.5286
77198.4,61956.6,26.04,41.5488
82687.2,82128.9,102.92,41.5538
100834,115008,42.16,41.5548
88754.4,93582.8,106.64,41.5578
96302.4,128339,135.16,41.5599
70944,65059.1,107.88,41.5609
69828,50102.2,76.88,41.5619
85330.4,64383.3,90.52,41.5629
72380,45743.6,24.8,41.5629
79284,90486.5,181.04,41.5639
77314.4,47490.8,60.76,41.5649
72746.4,63205.3,75.64,41.5669
80789.6,63878.6,75.64,41.5679
82784.8,66084.6,93,41.5709
71276.8,74660.4,81.84,41.5729
75859.2,84313.8,6.2,41.575
101525,148669,264.12,41.577
93369.6,84703.2,137.64,41.578
76285.6,56544,71.92,41.58
79683.2,81694.9,32.24,41.585
74892.8,84068.3,16.12,41.5891
72579.2,39758.1,53.32,41.5941
81426.4,61159.3,16.12,41.5961
64829.6,65708.8,63.24,41.6152
86084.8,108791,33.48,41.6404
68323.2,83311.9,50.84,41.6555
80985.6,70025.3,79.36,41.6575
98180,75973.6,101.68,41.6595
82567.2,98861.5,93,41.6616
85070.4,65964.3,115.32,41.6626
72701.6,56640.7,-6.2,41.6646
92741.6,65948.2,57.04,41.6696
83661.6,85661.7,109.12,41.6716
68293.6,46667.4,71.92,41.6736
104166,82028.5,65.72,41.6736
70409.6,80931.1,71.92,41.6746
92033.6,104091,68.2,41.6767
93833.6,82737.8,66.96,41.6787
69124.8,57364.9,-6.2,41.6817
77892.8,103350,17.36,41.6827
64280.8,56298.5,8.68,41.6847
66580.8,52600.8,12.4,41.6847
66879.2,80669.4,75.64,41.6867
81054.4,70329.1,65.72,41.6877
65870.4,50694.9,24.8,41.6887
103438,131956,54.56,41.6898
75849.6,111626,128.96,41.6918
96636.8,102914,120.28,41.6928
64871.2,61133.2,52.08,41.6938
98968,91411.6,111.6,41.6948
81906.4,116482,54.56,41.6988
69083.2,61026.6,110.36,41.6998
60958.4,34570,96.72,41.7119
64980.8,46492.6,58.28,41.7169
86905.6,111343,19.84,41.7179
82836,108579,91.76,41.719
62083.2,53365.9,-2.48,41.721
64267.2,46953.8,-24.8,41.723
78557.6,73864.3,38.44,41.725
103659,140780,249.24,41.726
76902.4,60303.7,76.88,41.728
64684,72173,110.36,41.73
77483.2,65685.3,7.44,41.731
90052,104608,62,41.731
74060,93974.6,34.72,41.732
65844,56148.4,57.04,41.7341
82864,76255,65.72,41.7341
74381.6,113883,45.88,41.7361
82082.4,79234.8,21.08,41.7361
67535.2,49507,18.6,41.7371
87469.6,100694,81.84,41.7391
84216,86991,163.68,41.7391
80417.6,73441.5,-16.12,41.7431
76824,73818.4,13.64,41.7441
82480,88483.9,60.76,41.7441
72901.6,76422.4,59.52,41.7461
96963.2,128538,111.6,41.7461
68352.8,79404.6,159.96,41.7572
75878.4,59040.1,4.96,41.7713
77718.4,59221.2,7.44,41.7774
75558.4,48079.8,44.64,41.8106
69692.8,62378.2,-19.84,41.8166
83490.4,84196,122.76,41.8196
70843.2,38825.6,38.44,41.8237
81803.2,69241.6,43.4,41.8237
82796.8,55527.2,86.8,41.8267
61052.8,53233.2,142.6,41.8297
93494.4,76736.2,43.4,41.8307
60907.2,62621.2,-19.84,41.8337
84456,84399.4,80.6,41.8368
80977.6,116337,214.52,41.8408
82948,67106.3,80.6,41.8418
97258.4,92342.8,94.24,41.8448
83003.2,99433.1,122.76,41.8509
67803.2,57627.8,63.24,41.8529
71637.6,41140.7,52.08,41.8549
93340,83948,22.32,41.8559
66625.6,48828.7,16.12,41.8609
85065.6,100079,81.84,41.864
80667.2,71729,89.28,41.87
80798.4,81256,137.64,41.876
77580.8,76782,53.32,41.8801
78378.4,65612.1,33.48,41.8952
72807.2,66156.5,17.36,41.9022
67858.4,68214.9,9.92,41.9032
69976.8,74985.3,85.56,41.9062
96239.2,99491.4,112.84,41.9083
74475.2,56991.6,95.48,41.9093
74676.8,110367,59.52,41.9113
68496,58454.8,88.04,41.9123
86634.4,67022,64.48,41.9143
78291.2,84852,117.8,41.9153
69227.2,71352.1,84.32,41.9193
73069.6,90042.6,81.84,41.9203
85248,67741.2,90.52,41.9224
80182.4,102552,106.64,41.9224
89785.6,88492.6,48.36,41.9234
72460,53244.4,19.84,41.9244
91336.8,146201,171.12,41.9264
59726.4,49893.9,40.92,41.9294
94886.4,114357,136.4,41.9294
113031,91773.6,97.96,41.9324
76848,60042,96.72,41.9334
82963.2,106365,107.88,41.9334
99663.2,114028,93,41.9365
68339.2,64243.2,73.16,41.9596
65335.2,38081.6,33.48,41.9747
69111.2,57926.6,38.44,41.9918
88614.4,86735.5,105.4,41.9938
101850,85346.7,101.68,41.9959
81216,96357.9,91.76,41.9989
87389.6,109394,80.6,41.9999
87493.6,121537,62,42.0009
76907.2,81482.9,33.48,42.0029
71581.6,74693.9,126.48,42.0049
71404.8,65567.5,117.8,42.0059
67768.8,51592.7,63.24,42.0059
98896.8,116850,11.16,42.0079
104622,103991,152.52,42.009
69598.4,69680.6,38.44,42.01
86142.4,99088.4,71.92,42.011
88055.2,114948,37.2,42.014
102509,88141.7,40.92,42.015
70657.6,73865.6,81.84,42.02
84040,87948.2,47.12,42.0251
108349,141782,360.84,42.0261
100057,119759,104.16,42.0321
73587.2,61499,59.52,42.0492
90314.4,94113.5,224.44,42.0523
67848,75206,104.16,42.0553
80310.4,109472,152.52,42.0573
72042.4,73498.5,112.84,42.0583
69420.8,52814.1,-19.84,42.0603
74212,74760.8,53.32,42.0613
91429.6,75147.7,75.64,42.0633
104295,79515,63.24,42.0633
79371.2,78036.9,112.84,42.0674
79572.8,96884.9,53.32,42.0684
73710.4,76034.3,106.64,42.0704
64734.4,52285.8,34.72,42.0734
108325,91254.1,95.48,42.0744
80737.6,63283.4,125.24,42.0764
89511.2,137603,238.08,42.0784
76414.4,87661.8,54.56,42.0835
87335.2,87542.8,-24.8,42.0986
93613.6,102007,69.44,42.1036
78739.2,72463.1,29.76,42.1046
86046.4,87649.4,80.6,42.1066
80416,81962.8,27.28,42.1086
85220.8,90528.7,124,42.1107
74596.8,55947.6,73.16,42.1137
83728,81691.2,35.96,42.1157
87786.4,129332,100.44,42.1177
73094.4,117182,162.44,42.1197
70805.6,74913.4,73.16,42.1207
77123.2,92437,73.16,42.1237
92748,78151,111.6,42.1258
82016.8,52919.5,57.04,42.1278
64575.2,48853.5,78.12,42.1278
81000,68748.1,75.64,42.1328
79273.6,63362.8,74.4,42.1328
76543.2,55734.3,33.48,42.1368
77191.2,46321.4,14.88,42.1378
79546.4,122545,97.96,42.1378
103108,90311.7,188.48,42.1388
84840.8,91095.4,63.24,42.1409
88203.2,104950,60.76,42.1439
75070.4,79445.6,33.48,42.1509
83003.2,67867.7,70.68,42.1519
85104.8,80056.9,2.48,42.154
85547.2,88505,80.6,42.16
75605.6,117909,182.28,42.165
78659.2,53157.6,33.48,42.1902
78828,59728.3,63.24,42.2184
79324.8,53006.3,52.08,42.2224
64921.6,55614,12.4,42.2244
77821.6,59779.2,43.4,42.2265
82173.6,93179.8,69.44,42.2285
82975.2,109959,109.12,42.2325
75883.2,78521.8,146.32,42.2335
78238.4,108344,101.68,42.2355
85276,103042,101.68,42.2375
94683.2,89058,70.68,42.2395
65955.2,70831.3,23.56,42.2416
87048.8,81584.6,71.92,42.2436
89646.4,70445.6,84.32,42.2436
83378.4,83156.9,63.24,42.2446
81751.2,61629.2,53.32,42.2466
84808,83210.2,90.52,42.2476
80317.6,75375.9,114.08,42.2486
79165.6,81480.4,166.16,42.2496
107677,145394,172.36,42.2506
82343.2,109467,114.08,42.2577
80608.8,69502,94.24,42.2597
65484.8,43827.8,8.68,42.2708
73804,97043.6,85.56,42.2839
92435.2,56344.4,76.88,42.2859
115438,111351,148.8,42.2909
89606.4,104748,84.32,42.2939
114652,109234,133.92,42.304
64821.6,45265,102.92,42.311
93185.6,90027.7,73.16,42.3141
68194.4,55524.7,58.28,42.3151
94968,107523,157.48,42.3171
108746,75256.8,131.44,42.3191
92403.2,82395.5,172.36,42.3211
77496.8,80853,59.52,42.3231
96772.8,102688,141.36,42.3261
75188,66099.4,94.24,42.3271
69660.8,57956.4,50.84,42.3302
73547.2,69466,47.12,42.3302
80123.2,72089.9,57.04,42.3342
71377.6,68803.9,80.6,42.3362
93168.8,111300,141.36,42.3362
86706.4,66136.6,32.24,42.3382
72034.4,45705.2,65.72,42.3382
85309.6,94392.5,8.68,42.3402
80624,94279.7,43.4,42.3402
89324.8,84325,135.16,42.3402
89962.4,95616.4,116.56,42.3412
82563.2,64452.7,50.84,42.3433
93680.8,147229,221.96,42.3443
111440,113030,173.6,42.3453
86071.2,123923,75.64,42.3463
82606.4,112162,107.88,42.3473
77782.4,55452.8,50.84,42.3483
82266.4,89037,40.92,42.3503
64472,82257.9,78.12,42.3503
72560.8,72904.6,132.68,42.4067
86707.2,75972.3,45.88,42.4188
71941.6,75140.3,83.08,42.4258
71288,83175.5,31,42.4278
77570.4,64051,70.68,42.4299
81547.2,79834.9,38.44,42.4309
68212,50247.3,37.2,42.4329
79082.4,80544.2,47.12,42.4339
84633.6,83701.2,23.56,42.4339
73662.4,59960.2,100.44,42.4399
91824.8,126062,104.16,42.444
77700.8,53095.6,44.64,42.445
82562.4,95502.3,147.56,42.449
75287.2,119925,184.76,42.453
104081,133557,135.16,42.455
62064,69815.7,65.72,42.4651
66931.2,54991.5,-27.28,42.4772
85788,85644.3,106.64,42.4792
91364.8,106605,78.12,42.5034
80391.2,74801.8,83.08,42.5094
68331.2,32898.4,26.04,42.5346
68230.4,56519.2,7.44,42.5376
77325.6,43749.7,13.64,42.5386
76503.2,91441.3,109.12,42.5416
84407.2,145209,161.2,42.5447
69792.8,57505,55.8,42.5447
67752,94378.9,176.08,42.5467
86132.8,108769,91.76,42.5487
79347.2,105189,126.48,42.5487
70424.8,51438.9,29.76,42.5497
63192.8,54241.3,13.64,42.5517
103084,93742.8,54.56,42.5517
60976.8,41355.2,18.6,42.5537
91856.8,76426.2,45.88,42.5537
66720,46248.3,49.6,42.5547
95800,99652.6,150.04,42.5577
76763.2,107673,74.4,42.5588
93556.8,87532.8,161.2,42.5598
78997.6,72540,121.52,42.5608
88532.8,89572.6,128.96,42.5628
64984,55161.4,81.84,42.5638
59980.8,65052.9,81.84,42.5648
102066,138751,102.92,42.5648
79951.2,47769.8,3.72,42.5668
86965.6,88387.2,29.76,42.5698
92954.4,111834,145.08,42.5718
70035.2,83829,14.88,42.5728
71213.6,50335.3,23.56,42.5749
75240.8,67060.4,78.12,42.5749
74554.4,72738.4,65.72,42.5759
81148,82653.4,26.04,42.5769
79556.8,54185.5,13.64,42.5869
67795.2,72163,69.44,42.596
95111.2,78216.7,101.68,42.601
73294.4,62678.3,75.64,42.602
77596,56628.3,126.48,42.6041
66268,67833,52.08,42.6051
63304.8,33971,16.12,42.6061
98402.4,86704.5,115.32,42.6081
104882,79887,124,42.6101
88545.6,146908,178.56,42.6131
66728,62653.5,13.64,42.6141
85524,149215,151.28,42.6151
69762.4,103254,147.56,42.6161
79866.4,52402.4,2.48,42.6171
73116,53823.4,80.6,42.6192
86500,118599,168.64,42.6202
72426.4,57703.4,57.04,42.6212
66751.2,54708.8,68.2,42.6222
69605.6,64290.3,42.16,42.6232
76641.6,65889.9,53.32,42.6252
85049.6,73337.3,141.36,42.6252
83126.4,65447.2,95.48,42.6272
101875,137731,136.4,42.6282
64998.4,79515,198.4,42.6313
70619.2,57144.2,112.84,42.6313
113257,112071,105.4,42.6343
70825.6,81564.7,85.56,42.6353
80636.8,65153.3,42.16,42.6544
61233.6,38483.4,13.64,42.6615
78216.8,58223,81.84,42.6655
69756.8,62822.1,47.12,42.6675
95503.2,130255,52.08,42.6695
82011.2,59203.8,71.92,42.6735
87483.2,88989.8,167.4,42.6876
74649.6,84253,111.6,42.6937
75700.8,60979.5,13.64,42.6997
62328,39063.7,52.08,42.7219
78674.4,99311.6,83.08,42.7269
92819.2,99464.1,55.8,42.7289
84302.4,67650.7,97.96,42.7319
80770.4,83413.6,164.92,42.7319
84500.8,112585,62,42.734
68756.8,60598.8,33.48,42.736
76834.4,66263.1,107.88,42.741
83701.6,69226.7,23.56,42.744
68327.2,55521,-1.24,42.745
83816.8,54459.6,73.16,42.7491
