"FSC-A","SSC-A","PerCP-Cy5-5-A","Time"
81228,100640,60453.7,7.39124
86660.8,121460,270.32,7.39427
83599.2,107658,259.16,7.3983
75828.8,126081,2868.12,7.48913
67447.2,60362,249.24,7.49014
58968.8,67604.8,9876.6,7.49216
70399.2,61253.5,1742.2,7.49317
82210.4,85021.8,8055.04,7.49418
69068.8,67024.5,595.2,7.49519
85404.8,103375,341,7.50023
82779.2,79236,2155.12,7.50528
79169.6,105533,1836.44,7.50831
73922.4,87189.4,1133.36,7.51133
71704.8,58630.9,2750.32,7.51335
69753.6,67850.3,23924.6,7.51638
83621.6,94323.1,556.76,7.52042
98135.2,125081,3093.8,7.52143
63387.2,58818.2,3607.16,7.52344
86028,97735.6,114.08,7.5295
73559.2,86899.2,706.8,7.59711
78096.8,96737.4,1119.72,7.71014
85955.2,87787,1660.36,7.71216
71456.8,71805.9,256.68,7.71519
87785.6,90833.7,45043,7.71822
61582.4,51489.8,97.96,7.72023
81822.4,88234.7,5294.8,7.72023
72257.6,67428.7,23645.6,7.72225
76645.6,75719.4,7105.2,7.72427
71609.6,85757.2,8337.76,7.72831
92373.6,116426,788.64,7.73033
80776,74021.8,58634.6,7.74042
77114.4,53654.8,16871.4,7.76565
86381.6,95130.3,2559.36,7.77372
63790.4,42489.8,33223.3,7.83629
87225.6,124704,1871.16,7.8373
105618,145724,334.8,7.83932
70536,59775.4,1024.24,7.84033
69380.8,62358.4,36015.8,7.84133
61540.8,61456.9,256.68,7.84234
67902.4,85770.8,1917.04,7.84739
68382.4,59987.5,5700.28,7.84941
76336.8,74111.1,404.24,7.85244
95164,123508,419.12,7.9584
73926.4,100983,616.28,8.01088
61488.8,47408.9,19380,8.0139
72484.8,58536.7,40704.2,8.01996
77096.8,75346.1,55508.6,8.01996
61733.6,70543.6,620,8.01996
75773.6,77646.3,302.56,8.02097
81548.8,92768.1,100.44,8.02501
74832,91513.2,27214.3,8.02702
81719.2,106542,125551,8.02803
80800.8,98534.1,606.36,8.03005
73080.8,72301.9,22109.2,8.03106
86980.8,106673,14421.2,8.03409
65903.2,66163.9,696.88,8.03409
59399.2,57648.8,20999.4,8.05528
81460,93797.3,10992.6,8.06336
81734.4,67277.4,4472.68,8.07648
91300.8,121012,342.24,8.08253
96208,123547,576.6,8.08354
75341.6,80944.7,66470.2,8.08657
110137,146025,131989,8.08758
64773.6,71371.9,6643.92,8.13198
103399,86146.5,76062.8,8.15418
79192.8,89461,373.24,8.21372
83432,118140,2072.04,8.21372
82880,84643.6,66405.7,8.21675
94204,104105,3917.16,8.21776
80463.2,78180.8,297.6,8.23189
65284.8,58168.4,24571.8,8.23693
91948.8,122852,2354.76,8.24501
82725.6,66388.4,8683.72,8.24501
67722.4,52042.8,37806.4,8.29042
68924,83134.6,19278.3,8.31363
70629.6,51992,74.4,8.31666
79921.6,86678.5,907.68,8.33483
65985.6,59422,8919.32,8.33785
66504.8,70079.8,10393.7,8.34189
70972,64103,3117.36,8.34996
65444,55684.7,6841.08,8.354
73948,80860.4,3033.04,8.354
67040,77957.6,698.12,8.35602
71542.4,112524,286.44,8.35905
72855.2,89371.8,574.12,8.35905
104458,99682.4,46689.7,8.36308
81203.2,135995,694.4,8.36308
83668,115889,52584.7,8.3651
102262,121747,4300.32,8.36712
72085.6,64901.6,1202.8,8.36712
83234.4,122620,35139.1,8.36914
